Questions,Answer
What is dry age-related macular degeneration?,"'In dry AMD, the light sensitive cells in the macula slowly break down. With less of the macula functioning, central vision diminishes. Dry AMD often occurs in just one eye at first. Later, it may affect the other eye. The cause of dry AMD is unknown.''Dry AMD has three stages (early, intermediate, or advanced), all of which may occur in one or both eyes. The amount and characteristics of the drusen that are present define these stages. People with early AMD have either several small drusen or a few medium-sized drusen. At this stage, there are no symptoms and no vision loss.''People with intermediate AMD have either many medium-sized drusen or one or more large drusen. Some people see a blurred spot in the center of their vision and may need more light for reading and other tasks.''In addition to drusen, people with advanced dry AMD have a breakdown of light-sensitive cells and supporting tissue in the central retinal area (geographic atrophy). Geographic atrophy can cause a blurred spot in the center of your vision. Over time, the blurred spot may get bigger and darker, taking more of your central vision. You may have difficulty reading or recognizing faces until they are very close to you.''The dry form is much more common than the wet form. In dry AMD, there is no CNV (abnormal new blood vessel formation under the retina) and no fluid or blood leakage into the retina (retinal swelling or bleeding).''Dry AMD can advance and cause vision loss without turning into wet AMD. Dry AMD can also rapidly transform into the wet form by the growth of new blood vessels.' "
What causes macular degeneration?,"'We do not know the precise cause for the development of AMD or ARMD. However, we do know that there are certain risk factors for the development of age-related macular degeneration.' "
What are risk factors for age-related macular degeneration?,"'The greatest risk factor is age. Although AMD may occur during middle age, studies show that people over age 60 are clearly at greater risk than other age groups. Middle-aged people have about a 2% risk of getting AMD while people over age 75 have a nearly 30% risk.''Other risk factors include ''smoking'', obesity, white race, female gender, a family history of macular degeneration, a ''diet'' low in fruit and vegetables, ''high blood pressure'', and elevated blood ''cholesterol''.'  "
What are macular degeneration symptoms?,"'Neither dry nor wet AMD cause any ''eye pain'' or ''floaters''.''The most common early symptom in dry AMD is blurred vision. As fewer cells in the macula are able to function, people will see details less clearly in front of them, such as faces or words in a book. Often this blurred vision will go away in brighter light. If the loss of these light-sensing cells becomes great, people may see a small black or gray blind spot in the middle of their field of vision.''Dry macular degeneration symptoms usually develop gradually and do not include total ''blindness''. However, the symptoms may worsen the quality of life by making reading, driving, and facial recognition difficult. Other symptoms may include decreased night vision, a decrease in the intensity or brightness of colors and increase in the haziness of overall vision. People often complain of eyestrain.''Dry macular degeneration may affect one eye or both eyes. If only one eye is affected, a person may not notice symptoms because the unaffected eye has no visual symptoms.''A person also may notice all of the above symptoms in the wet form of AMD. In addition, the most common symptom in wet macular degeneration is straight lines appearing crooked or wavy. This results when fluid from the leaking blood vessels gathers within and lifts the macula, distorting vision. Larger areas of gray or black in the central area of vision may also occur. The central vision may decrease over a short period.''Glasses do not improve the decrease in vision from macular degeneration. However, patients with macular degeneration often also have pre-existing ''myopia'', ''hyperopia'', ''astigmatism'', or/and ''presbyopia'', all of which may require glasses.' "
What are signs of macular degeneration?,"'In both dry and wet forms of macular degeneration, the ophthalmologist may find decreased visual clarity (acuity) with preservation of peripheral vision and changes in the central retina visible with the ophthalmoscope. An ophthalmologist may see areas of atrophic retina in the macula in both dry and wet forms of the disease. Your eye doctor may note fluid or exudative material under or within the retina in wet forms of macular degeneration.''Many other retinal diseases, such as ''diabetic retinopathy'' or ''retinitis pigmentosa'', can cause visual loss. These are unrelated to AMD.'  "
What type of specialist treats macular degeneration?,"'An ophthalmologist or optometrist can make a diagnosis of macular degeneration. An ophthalmologist is a medical doctor who has specialized in the diagnosis and medical/surgical treatment of eye disease. In order to diagnose macular degeneration, an ophthalmologist dilates the pupils with eyedrops so that the retina can be clearly seen. Once the diagnosis of macular degeneration is made, any ophthalmologist can make distinguishing between the dry or wet variety. If you are found to have wet macular degeneration by a non-ophthalmologist, you may be referred to an ophthalmologist specializing in vitreo-retinal diseases. Vitreo-retinal subspecialists care for the majority of patients in the United States receiving treatment with intravitreal injections for wet AMD.' "
What tests do health care professionals use to diagnose macular degeneration?,"'Your ophthalmologist may suspect the diagnosis of AMD if you are over age 60 and have had recent changes in your central vision. To look for signs of the disease, he or she will use eyedrops to dilate, or enlarge, your pupils. Dilating the pupils allows your ophthalmologist to view the back of the eye better.''An ophthalmologist often diagnoses early AMD during a comprehensive eye exam in patients without significant symptoms. This eye exam includes having drops placed in your eyes to enlarge, or dilate, the pupils. Your ophthalmologist will carefully examine the central portion of the retina to determine the presence or absence of AMD using various illuminating and magnifying devices.''During the eye exam, your eye doctor may ask you to look at a checkerboard pattern called an Amsler grid. When looking at an Amsler grid with one eye, patients with AMD may notice that the straight lines of the checkerboard appear wavy or are missing.''Other diagnostic tests that your ophthalmologist may perform include retinal photography, fluorescein ''angiography'' and optical coherence tomography. All of these can help to differentiate between dry and wet forms of AMD and document the abnormalities so that progression and response to treatment can be better measured.' "
What is the treatment for wet macular degeneration?,"'Laser surgery, ''photodynamic therapy'', and injections into the eye treat wet AMD. None of these treatments is a permanent cure for wet AMD. The disease and loss of vision may progress despite treatment.''Laser surgery in the form of photocoagulation destroys the fragile, leaky blood vessels. A high-energy beam of light is aimed directly onto the new blood vessels to eradicate them, preventing further loss of vision. However, laser treatment may also destroy some surrounding healthy tissue and some vision. Because of this, a doctor can only treat eyes with new vessels away from the exact center of the vision. This represents only a small proportion of patients with AMD. Laser surgery is only effective in halting or slowing visual loss if the leaky blood vessels have developed away from the fovea, the central part of the macula. Even in treated cases, the risk of new blood vessels recurring after treatment is significant and further or other treatment may be necessary.''Photodynamic therapy uses a drug called verteporfin (''Visudyne'') injected into a vein of the arm. The ophthalmologist then directs a light of a specific wavelength into the eye to activate the drug adhering to the blood vessels in the eye. The activated drug destroys the new blood vessels and leads to a slower rate of vision decline. Photodynamic therapy may slow the rate of vision loss. It does not stop vision loss or restore vision in eyes already damaged by advanced AMD. Treatment results often are temporary. Retreatment may be necessary.''Within the last 14 years, injections into the eye with ''drugs'' specifically developed to stop the growth of new blood vessels have revolutionized the treatment of wet macular degeneration and have become the mainstay of treatment of wet macular degeneration. We have learned that a specific chemical called vascular endothelial growth factor (VEGF) is necessary for the new blood vessels to grow under the retina. An ophthalmologist can inject drugs that counter VEGF (anti-VEGF pharmacotherapy) into the eye to arrest development of new blood vessels and sometimes cause them to regress. These drugs include Eylea (aflibercept) and Lucentis (ranibizumab), both approved by the FDA for this indication, and ''Avastin'"" (bevacizumab), which is unapproved by the FDA for injection into the eye and requires compounding by a specialized pharmacy. Some physicians preferentially use Avastin because of its much lower cost. An ophthalmologist injects these drugs into the vitreous of the eye and may need to administer these injections as frequently as monthly. Careful observation of the eye on a monthly basis to determine the drug effect is necessary in the case of Lucentis and every other month in the case of Eylea. With this treatment, it's often possible to halt or slow vision loss, and some patients will even experience some improvement of vision. Newer drugs currently under review may need to be given less frequently. Photodynamic therapy and laser ablation have been largely, if not completely, abandoned in favor of VEGF inhibitors. New and perhaps more effective anti-VEGF medicines, including drugs that counter platelet derived growth factors and angiopoietins are currently in ""'clinical trials'"" and approaching the market. If diagnosed and treated early, the patient's chances of a better outcome are improved.""'In patients with far advanced macular degeneration on both eyes, surgery to implant a telescopic ''lens'"" in one eye is an option. The telescope implant, which surgically replaces the eye's natural lens, magnifies images while reducing the field of vision (peripheral vision). The telescopic lens implant may improve both distance and close-up central vision.""  "
What is the treatment for dry macular degeneration?,"'There is currently no treatment available to reverse dry macular degeneration. However, dry macular degeneration is usually slowly progressive and most patients with this condition are able to live relatively normal, productive lives. Often one eye is affected more than the other.'""Once dry AMD reaches the advanced stage, no form of treatment can prevent further vision loss. However, treatment can delay and possibly prevent intermediate AMD from progressing to the advanced stage of severe vision loss. The National Eye Institute's Age-Related Eye Disease Study (AREDS and AREDS2) found that taking a specific high-dose formulation of antioxidants and zinc significantly reduces the risk of advanced AMD and its associated vision loss. Slowing AMD's progression from the intermediate stage to the advanced stage is helpful in reducing the progression of visual loss in many people.""'In this study, researchers used an antioxidant formulation that included ''vitamin C'', ''vitamin E'', beta-carotene (or ''vitamin A''), and zinc. For people with early-stage dry macular degeneration, there is no evidence that these ''vitamins'' provide a benefit. It is recommended that people with intermediate-stage dry AMD in one or both eyes or advanced stage AMD (dry or wet) in one eye, but not the other eye, take the AREDS formulation. Patients with increased risk of ''lung cancer'' should not take beta-carotene. Studies involving other ''supplements'' such as lutein, zeaxanthin, other carotenoids, black currant, and bilberry are currently under way.''Lifestyle changes can slow the progression of dry age-related macular degeneration. These include changing the diet to include more fruits and vegetable, choosing healthy unsaturated fats, such as olive oil, over unhealthy saturated fats, such as butter, eating whole grains rather than refined grains and adding fish high in ''omega-3 fatty acids''.' "
What are complications of macular degeneration?,"'Progression to wet macular degeneration is the main complication of dry age-related macular degeneration. At any time, dry macular degeneration can progress to the more severe form of the disease called wet macular degeneration, which may cause rapid vision loss. There is no accurate way to predict who will eventually develop wet macular degeneration.''Other eye diseases such as ''cataracts'', ''glaucoma'', ''retinal detachment'', or ''dry eyes'' are not complications of macular degeneration. However, patients with macular degeneration can develop these or other eye diseases and people with these conditions can also develop AMD concurrently.' "
What is the prognosis for macular degeneration?,"'Macular degeneration in its advanced form can cause loss of all central vision in both eyes. In the absence of other eye diseases, peripheral vision is maintained. Therefore, patients with advanced macular degeneration are, in most cases, able to see enough to get around within familiar surroundings.''The use of magnifying devices can often improve vision in macular degeneration to allow for reading or watching of television.' "
Is it possible to prevent macular degeneration?,"'Your lifestyle can play a role in reducing your risk of developing AMD. Eating a healthy diet high in green leafy vegetables and fish, not ''smoking'', maintaining ''blood pressure'' and weight at normal levels, and engaging in regular moderate ''exercise'' can be helpful in ''prevention'' of macular degeneration.' "
What is the latest research on macular degeneration?,"'There is a large amount of research currently being performed to increase our understanding of the basic molecular mechanisms of macular degeneration. These include evaluation of families with a history of AMD to understand genetic and hereditary factors that may cause the disease. There are multiple drugs and devices presently in various phases of clinical trials to both prevent and treat macular degeneration. These include new drugs to prevent new blood vessel formation, certain anti-inflammatory treatments for the wet form of AMD, and drug-delivery systems to reduce the need for frequent injections for the wet form of macular degeneration. Researchers are investigating the possibility of transplantation of healthy cells into a diseased retina.''This research should provide better ways to detect, treat, and prevent vision loss in people with AMD.' "
About BSE,"'BSE (bovine spongiform encephalopathy) is a progressive neurological disorder of cattle that results from infection by an unusual transmissible agent called a prion. The nature of the transmissible agent is not well understood. Currently, the most accepted theory is that the agent is a modified form of a normal protein known as prion protein. For reasons that are not yet understood, the normal prion protein changes into a pathogenic (harmful) form that then damages the central nervous system of cattle.'""Research indicates that the first probable infections of BSE in cows occurred during the 1970's with two cases of BSE being identified in 1986. BSE possibly originated as a result of feeding cattle meat-and-bone meal that contained BSE-infected products from a spontaneously occurring case of BSE or scrapie-infected sheep products. Scrapie is a prion disease of sheep. There is strong evidence and general agreement that the outbreak was then amplified and spread throughout the United Kingdom cattle industry by feeding rendered, prion-infected, bovine meat-and-bone meal to young calves.""'The BSE epizootic in the United Kingdom peaked in January 1993 at almost 1,000 new cases per week. Over the next 17 years, the annual numbers of BSE cases has dropped sharply; 14,562 cases in 1995, 1,443 in 2000, 225 in 2005 and 11 cases in 2010. Cumulatively, through the end of 2010, more than 184,500 cases of BSE had been confirmed in the United Kingdom alone in more than 35,000 herds.''There exists strong epidemiologic and laboratory evidence for a causal association between a new human prion disease called variant ''Creutzfeldt-Jakob disease'' (vCJD) that was first reported from the United Kingdom in 1996 and the BSE outbreak in cattle. The interval between the most likely period for the initial extended exposure of the population to potentially BSE-contaminated food (1984-1986) and the onset of initial variant CJD cases (1994-1996) is consistent with known incubation periods for the human forms of prion disease.''Through February 2015, BSE surveillance has identified 24 cases in North America: 4 BSE cases in the United States and 20 in Canada. Of the 4 cases identified in the United States, one was born in Canada; of the 20 cases identified in Canada, one was imported from the United Kingdom (see figure above).' "
BSE Cases Identified in the United States,"'There have been 4 cases of BSE identified in the United States. The following information provides descriptions of these 4 cases:' On December 23, 2003, the U.S. Department of Agriculture (USDA) announced a presumptive diagnosis of the first known case of BSE in the United States. It was in an adult Holstein cow from Washington State. This diagnosis was confirmed by an international reference laboratory in Weybridge, England, on December 25. Trace-back based on an ear-tag identification number and subsequent genetic testing confirmed that the BSE-infected cow was imported into the United States from Canada in August 2001. Because the animal was non-ambulatory (a ""downer cow"") at slaughter, brain tissue samples were taken by USDA's Animal and Plant Health Inspection Service as part of its targeted surveillance for BSE. However the animal's condition was attributed to complications from calving. After the animal was examined by a USDA Food Safety and Inspection Service (FSIS) veterinary medical officer both before and after slaughter, the carcass was released for use as food for human consumption. During slaughter, the tissues considered to be at high risk for the transmission of the BSE agent were removed. On December 24, 2003, FSIS recalled beef from cattle slaughtered in the same plant on the same day as the BSE positive cow. On June 24, 2005, the USDA announced receipt of final results from the Veterinary Laboratories Agency in Weybridge, England, confirming BSE in a cow that had conflicting test results in 2004. This cow was from Texas, died at approximately 12 years of age, and represented the first endemic case of BSE in the United States. On March 15, 2006, the USDA announced the confirmation of BSE in a cow in Alabama. The case was identified in a non-ambulatory (downer) cow on a farm in Alabama. The animal was euthanized by a local veterinarian and buried on the farm. The age of the cow was estimated by examination of the dentition as 10-years-old. It had no ear tags or distinctive marks; the herd of origin could not be identified despite an intense investigation. In August 2008, several ARS investigators reported that a rare, genetic abnormality that may persist within the cattle population ""is considered to have caused"" BSE in this atypical (H-type) BSE animal from Alabama. On April 24, 2012, the USDA confirmed a BSE case in a dairy cow in California. This cow was tested as part of the USDA targeted BSE surveillance at rendering facilities in the United States. The cow was 10 years and 7 months old and was classified as having the L-type BSE strain."
BSE Cases Identified in Canadian-born Cattle,"'As of February 18, 2015, 20 BSE cases in Canadian-born cattle have been identified, 19 in Canada and 1 in the U.S. Of these 20 cases, 14 were known to have been born after the implementation of the 1997 Canadian feed ban ; 13 of these 14 were born after March 1, 1999. (See Figure above: BSE Cases in North America, by Year and Country of Death, 1993-02/2015). This latter date is particularly relevant to the U.S. because since a USDA rule went into effect on November 19, 2007, Canadian cattle born on or after March 1, 1999 have been legally imported into this country for any use. One of the 20 Canadian-born BSE cases was reported in an animal that was most likely born before or possibly very shortly after implementation of the 1997 feed ban. Based on the known or most likely year of birth, an average of 1.4 cases of BSE occurred among the group of animals born each year in Canada from 1991 through 2004. The highest reported number of cases by birth year in a single year, 3 BSE cases, occurred in 2000, 2001 and 2002. The most recently reported case extends the period of BSE transmission in Canada through at least the early half of 2009.' "
Strains of BSE,"'There is increasing evidence that there are different strains of BSE: the typical BSE strain responsible for the outbreak in the United Kingdom and two atypical strains (H and L strains).''All (3) of the U.S.-born BSE cases and two of the 20 Canadian-born BSE cases were 10 years of age or older and caused by atypical BSE strains. Of these 5 older North American cases, 3 were linked to an atypical BSE strain known as the H-type. The strain type for the other two older North American cases, a 13-year-old BSE-infected Canadian cow and a 10-year-old BSE-infected US cow, have been identified as the L-type.' Typical BSE strain -- The BSE strain responsible for most of the BSE cases in Canada is the same classic or typical strain linked to the outbreak in the United Kingdom. It is known to be preventable through elimination of BSE contaminated feed and has been causally linked to vCJD in humans. This typical strain has not yet been identified in any U.S.-born cattle. Atypical BSE strain -- In July 2007, the UK Spongiform Encephalopathy Advisory Committee (SEAC) suggested that atypical BSE may be a distinct strain of prion disease. Unlike typical BSE, cases of atypical BSE, according to SEAC, may have risen spontaneously (although transmission through feed or the environment cannot be ruled out). Recently reported French surveillance data support this theory that unlike typical BSE, atypical BSE appears to represent sporadic disease."
Feed Bans,"'As of October 26, 2009, a regulation issued by FDA in April 2009 came into effect establishing an enhanced BSE-related feed ban in the United States. This enhanced ban will further harmonize BSE feed control measures in the U.S. with those in Canada (see below). In addition, FDA continues to enforce its important 1997 mammalian-to-ruminant feed ban through its BSE inspection and BSE feed testing programs.''As of July 12, 2007, an enhanced BSE-related feed ban came into effect in Canada. CFIA established this ban to more effectively prevent and quickly eliminate BSE from Canada. The enhanced ban prohibits most proteins, including potentially BSE infectious tissues known as ""specified risk materials"" (SRM) from all animal feeds, pet foods, and fertilizers, not just from cattle feed as required by the ban instituted in 1997. The 1997 feed ban in Canada was similar to the feed ban instituted in the United States that same year. As recently reported by CFIA, removing SRM from the entire animal feed system addresses risks associated with the potential contamination of cattle feed during production, distribution, storage, and use. Applying the same measure to pet food and fertilizer materials addresses the possible exposure of cattle and other susceptible animals to these products. CFIA expects that with this new ban, BSE should be eliminated from the Canadian cattle herd by about the year 2017.''The Canadian-born cow confirmed to be infected with BSE in 2015 illustrates the difficulty in determining the effectiveness of previously instituted feed bans to prevent BSE transmissions. The initial feed bans established in both the United States and Canada were instituted in 1997. After an assessment by USDA and its Canadian counterparts, the Canadian feed ban was judged to be fully effectiveness as of March 1999. However, largely because of recognized limitations of this ban and the ban established in the United States, new, enhanced feed bans went into effect in Canada, July 12, 2007, and in the U.S., October 26, 2009. While USDA has confirmed no U.S.-born cattle as having a classic form of BSE, Canadian cattle born after March 1999 have been legally imported into the United States for any purpose since November 19, 2007.' "
BSE Prevalence,"'Based on World Organization of Animal Health (OIE) standards for BSE surveillance, the reported national prevalence rates of BSE in North American cattle, particularly in animals born in the United States, is very low, and therefore, difficult to measure accurately. In September 2007, the USDA published updated results of the two statistical models used by Harvard University investigators to estimate the prevalence of BSE in Canada. The results incorporated the 11 Canadian-born animals with BSE that had been reported at that time. A key advantage of these models is that they provide statistical confidence limits that measure some of the uncertainty associated with expected estimates. This model estimated that the true prevalence of BSE in Canada has been 90% likely to be between 18-fold and 48-fold higher than the previously published best estimate of the prevalence of BSE in the United States (3.0 to 8.0 cases per million in Canada compared to a best estimate of 0.167 cases per million in the United States). The previously published best estimate of Canada\'s BSE prevalence in 2006 using the BSurveE model was 23-fold higher than that of the United States and is the estimate of the BSE prevalence in Canada that continues to be used in the Harvard Risk Assessments\' ""worst case"" analyses when evaluating the risk of imported Canadian cattle causing BSE to spread among U.S. animals.' "
What is an MRI (magnetic resonance imaging)?,"'An MRI or magnetic resonance imaging is a radiology techinque scan that uses magnetism, radio waves, and a computer to produce images of body structures. The MRI scanner is a tube surrounded by a giant circular magnet. The patient is placed on a moveable bed that is inserted into the magnet. The magnet creates a strong magnetic field that aligns the protons of hydrogen atoms, which are then exposed to a beam of radio waves. This spins the various protons of the body, and they produce a faint signal that is detected by the receiver portion of the MRI scanner. A computer processes the receiver information, which produces an image.''MRI image and resolution is quite detailed, and it can detect tiny changes of structures within the body. For some procedures, contrast agents, such as gadolinium, are used to increase the accuracy of the images.' "
What are the uses for an MRI?,"""An MRI scan can be used as an extremely accurate method of disease detection throughout the body and is most often used after the other testing fails to provide sufficient information to confirm a patient's diagnosis. In the head, ""'trauma'' to the brain can be seen as bleeding or swelling. Other abnormalities often found include brain aneurysms, ''stroke'', tumors of the brain, as well as tumors or inflammation of the spine.''Neurosurgeons use an MRI scan not only in defining brain anatomy, but also in evaluating the integrity of the spinal cord after trauma. It is also used when considering problems associated with the vertebrae or intervertebral discs of the spine. An MRI scan can evaluate the structure of the heart and ''aorta'', where it can detect aneurysms or tears. MRI scans are not the first line of imaging test for these issues or in cases of trauma.''It provides valuable information on glands and organs within the abdomen, and accurate information about the structure of the joints, soft tissues, and bones of the body. Often, surgery can be deferred or more accurately directed after knowing the results of an MRI scan.' "
What are the risks and side effecs of an MRI?,"'An MRI scan is a painless radiology technique that has the advantage of avoiding x-ray radiation exposure. There are no known side effects of an MRI scan. The benefits of an MRI scan relate to its precise accuracy in detecting structural abnormalities of the body.''Patients who have any metallic materials within the body must notify their physician prior to the examination or inform the MRI staff. Metallic chips, materials, surgical clips, or foreign material (artificial joints, metallic bone plates, or prosthetic devices, etc.) can significantly distort the images obtained by the MRI scanner. Patients who have heart pacemakers, metal implants, or metal chips or clips in or around the eyeballs cannot be scanned with an MRI because of the risk that the magnet may move the metal in these areas. Similarly, patients with ''artificial heart'' valves, metallic ear implants, bullet fragments, and ''chemotherapy'' or ''insulin'' pumps should not have MRI scanning.''During the MRI scan, patient lies in a closed area inside the magnetic tube. Some patients can experience a claustrophobic sensation during the procedure. Therefore, patients with any history of ''claustrophobia'' should relate this to the practitioner who is requesting the test, as well as the radiology staff. A mild sedative can be given prior to the MRI scan to help alleviate this feeling. It is customary that the MRI staff will be nearby during MRI scan. Furthermore, there is usually a means of communication with the staff (such as a buzzer held by the patient) which can be used for contact if the patient cannot tolerate the scan.'  "
How do I prepare for an MRI? How is it performed?,"'All metallic objects on the body are removed prior to obtaining an MRI scan. Occasionally, patients will be given a sedative medication to decrease ''anxiety'' and relax the patient during the MRI scan. MRI scanning requires that the patient lie still for best accuracy. Patients lie within a closed environment inside the magnetic machine. Relaxation is important during the procedure and patients are asked to breathe normally. Interaction with the MRI technologist is maintained throughout the test. There are loud, repetitive clicking noises which occur during the test as the scanning proceeds. Occasionally, patients require injections of liquid intravenously to enhance the images which are obtained.The MRI scanning time depends on the exact area of the body studied, but ranges from half an hour to an hour and a half.' "
When do I receive the results of an MRI?,"'After the MRI scanning is completed, the computer generates visual images of the area of the body that was scanned. These images can be transferred to film (hard copy). A radiologist is a doctor who is specially trained to interpret images of the body. The interpretation is transmitted in the form of a report to the practitioner who requested the MRI scan. The doctor can then discuss the results with the patient and/or family.' "
What does an MRI look like (pictures)?,'This patient had a ''herniated disc'' between vertebrae L4 and L5. The resulting surgery was a discectomy' 
What new MRI scanners available?,"'Scientists are developing newer MRI scanners that are smaller, portable devices. These new scanners apparently can be most useful in detecting infections and tumors of the soft tissues of the hands, ''feet'', elbows, and knees. The application of these scanners to medical practice is now being tested.' "
When should you call your doctor after a tick bite?,"'You should talk to your doctor if you live in a place where ''Lyme disease'' is common.''For ''Lyme disease'' to get transmitted to you, a tick needs to be attached to you for at least 36 hours. Other infections can be transferred in a few minutes to a few hours.''Visit your doctor right away if you are not able to separate the tick from your body.''It is fine to feel minor ''pain'', swelling, and redness (that does not grow) near the bitten area for 1 or 2 days. However, you need to call your doctor if you experience any of the following within the next 30 days''The treatment for most tickborne diseases includes a short course of antibiotics.' Fever Chills Racing heart Difficulty breathing Weakness in the limbs Rash Fatigue Severe headache Muscle aches Joint swelling/pain"
