Questions,Answer
What are symptoms of a facial nerve problem?,"'Facial nerve problems may result in facial muscle ''paralysis'', ''weakness'', or twitching of the face. Dryness of the eye or the mouth, alteration of taste on the affected side, or even excessive tearing or salivation can be seen as well. However, the finding of one of these symptoms does not necessarily imply a specific facial nerve problem; the physician needs to make a careful investigation in order to make a precise diagnosis. Symptoms of a facial nerve problem can vary in severity depending upon the extent of the injury to the nerve. Symptoms may range from mild twitching to full paralysis of the muscles on one side of the face.'  "
What conditions affect the facial nerve?,"'There are numerous causes of facial nerve disorder:' Trauma such as birth trauma, skull base fractures, facial injuries, middle ear injuries, or surgical trauma Nervous system disease including stroke involving the brain stem Infection of the ear or face, or herpes zoster of the facial nerve (Ramsay Hunt syndrome) Tumors including acoustic neuroma, schwannoma, cholesteatoma, parotid tumors, and glomus tumors Toxins due to alcoholism or carbon monoxide poisoning Bell's palsy, which is also called idiopathic facial nerve paralysis (see below); this condition is sometimes associated with diabetes mellitus or pregnancy"
How are the causes of facial nerve dysfunction diagnosed?,"'Causes of facial nerve disorder vary from unknown to life threatening. Sometimes, there is a specific treatment for the problem. Accordingly, it is important to investigate why the problem has occurred. The specific tests used for diagnosis will vary from patient to patient, but include:' Hearing tests: Hearing tests are done to assess the status of the auditory nerve. The stapedial reflex test can evaluate the branch of the facial nerve that supplies motor fibers to one of the muscles in the middle ear. Balance tests: Will help find out if part of the auditory nerve is involved. Tear tests: The loss of the ability to form tears may help to locate the site and severity of a facial nerve lesion. Taste tests: The loss of taste in the front of the tongue may help locate the site and severity of a facial nerve lesion. Salivation test: Decreased flow of saliva may help locate the site and severity of a facial nerve lesion. Imaging studies: These tests help determine if there is infection, a tumor, a bone fracture, or any other abnormality. These studies usually include a CT scan and/or a MRI scan. Electrical nerve stimulation tests: Stimulation of the nerve by an electrical current tests whether the nerve can still cause muscles to contract. It can be used to evaluate progression of the disease. For example, if testing indicates equal muscle response on both sides of the face, the patient can be expected to have complete return of facial function in three to six weeks without significant deformity."
What is Bell's palsy?,"'Bell\'s palsy (sometimes referred to as Bell palsy) is paralysis of the facial nerve of unknown cause. The diagnosis is made when no other cause can be identified. Although Bell\'s palsy is thought to be caused by a viral infection of the facial nerve, this hasn\'t been proven. Other names for this condition are ""idiopathic facial palsy"" or Antoni\'s palsy.' "
How does a person get Bell's palsy? ,"""While the actual mechanism of injury of the facial nerve in Bell's palsy is unknown, one proposed mechanism of injury includes:"" Primary viral infection (herpes) sometime in the past. The virus lives in the nerve (geniculate ganglion) from months to years. The virus becomes reactivated at a later date. The virus reproduces and travels along the nerve. The virus infects the cells surrounding the nerve (Schwann cells) resulting in inflammation. The immune system responds to the damaged Schwann cells, which causes inflammation of the nerve and subsequent weakness or paralysis of the face. The course of the paralysis and the recovery will depend upon the degree and amount of damage to the nerve."
Bell's palsy symptoms,"""The typical symptoms of Bell's palsy include:"" Acute unilateral paralysis of facial muscles is present; the paralysis involves all muscles, including the forehead. About half the time, there is numbness or pain in the ear, face, neck or tongue. There is a preceding viral illness in a majority of patients. There is a family history of Bell's palsy in some of patients. Very few patients have bilateral problems. There may be a change in hearing sensitivity (often increased sensitivity)."
Who gets Bell's palsy? How long does it last?,"""Bell's palsy is usually a self-limiting, non-life-threatening condition that resolves spontaneously, usually within six weeks. There is no predominant age or racial predilection; however, it is more common during pregnancy and slightly more common in menstruating females. In general, the incidence increases with advancing age. Children under the age of 13 seem less at risk of developing Bell's palsy than older individuals."" "
How is Bell's palsy treated? How is facial nerve paralysis treated?,"""There are no medications specifically approved to treat Bell's palsy. Underlying medical conditions that lead to facial nerve disorder are treated specifically according to the specific condition that is responsible for the damage to the nerve. Steroid medications (""'corticosteroids'"") are the best treatment for Bell's palsy, and it is recommended that all patients be treated. The usual amount is one milligram per kilogram body weight of ""'prednisone'' (or steroid alternative) per day for 7 to 14 days. Recently, antiviral medications like ''acyclovir'' (''Zovirax'') given in conjunction with steroids have been demonstrated to increase recovery. Doses of the antiviral agent will vary with the drug chosen.'""Although physical therapy and electrotherapy probably have no significant benefit, facial exercises can help prevent contractures of affected muscles. Surgical facial nerve decompression is controversial in Bell's palsy. Some physicians recommend surgical decompression during the first two weeks in patients showing the most severe nerve degeneration; however, there can be a substantial risk of ""'hearing loss'' with this surgery.'  "
Treatment options for eye problems,"'Patients with facial nerve paralysis have difficulty keeping their eye closed because the muscles which close the eye cannot work. Serious complications can occur if the ''cornea'' of the eye becomes too dry. Treatment consists of:' protective glasses which can prevent dust from entering the eye; manual closure of the eye with a finger to keep it moist -- patients should use the back of their finger rather than the tip to insure that the eye is not injured; artificial tears or ointments to help keep the eye lubricated; taping or patching the eye closed with paper tape while asleep; and in cases in which recovery is incomplete, a temporary or permanent narrowing of the eye opening (tarsorrhaphy) may be necessary."
Surgical reconstruction options,"'Reconstructive options for patients with facial muscle weakness or paralysis include one or more of the following:' Nerve repair or nerve grafts: Facial nerve regeneration occurs at a rate of one millimeter per day. If a nerve has been cut or removed, direct microscopic repair is the best option. Nerve transposition: Often the tongue nerve (hypoglossal nerve) or the other facial nerve can be connected to the existing facial nerve. For example, the patient can then train themselves to move their face by moving their tongue. Muscle transposition or sling procedures: The temporalis muscle or masseter muscle (some of the only muscles on the face not supplied by the facial nerve), can be moved down and connected to the corner of the mouth to allow movement of the face. Muscle transfers: Free muscles from the leg (gracilis) can be used to provide both muscle bulk and function. Often a cross facial nerve transposition is done to provide similar nerve supply to the donor muscle flap. Ancillary eyelid or oral procedures: In addition to one of the above, often it is necessary to include a brow lift or facelift, partial lip resection, eyelid repositioning, lower eyelid shortening, upper eyelid weights, or eyelid springs in reconstructive surgery following severe facial nerve palsies."
Is there a cure for Bell's palsy? What is the prognosis for other facial nerve problems?,"""The prognosis for facial nerve damage depends on the underlying cause. Many patients who have required surgery to remove tumors may have unavoidable permanent injury to the facial nerve, whereas a majority of persons who experience Bell's palsy will have complete recovery. The best outcomes occur with rapid diagnosis and treatment."" "
Can Bell's palsy and other facial nerve problems be prevented?,"'At one time it was thought that exposure to ''cold'"" air or a strong wind were predisposing factors leading to idiopathic facial nerve palsy (Bell's palsy); we now know that these ideas were incorrect. As the majority of causes for idiopathic facial nerve problems are unknown, it is difficult to predict with any accuracy specific items to avoid. Choosing a healthy lifestyle to decrease the risk of ""'diabetes'', ''cancer'', or infection may help prevent some cases of facial nerve palsy.' "
Types of Factitious Disorders,"'There are four main types of factitious disorders, including:' Factitious disorder with mostly psychological symptoms: As the 
	description implies, people with this disorder mimic behavior that is 
	typical of a mental illness, such as schizophrenia. They may appear 
	confused, make absurd statements and report hallucinations, the experience 
	of sensing things that are not there; for example, hearing voices. Ganser 
	syndrome, sometimes called prison psychosis, is a factitious disorder that 
	was first observed in prisoners. People with Ganser syndrome have short-term 
	episodes of bizarre behavior similar to that shown by people with serious 
	mental illnesses. Factitious disorder with mostly physical symptoms: People with 
	this disorder claim to have symptoms related to a physical illness, such as 
	symptoms of chest pain, stomach problems, or fever. This disorder is 
	sometimes referred to as Munchausen syndrome, named for Baron von 
	Munchausen, an 18th century German officer who was known for embellishing 
	the stories of his life and experiences. Factitious disorder with both psychological and physical symptoms: 
	People with this disorder produce symptoms of both physical and mental 
	illness. Factitious disorder not otherwise specified: This type includes a 
	disorder called factitious disorder by proxy (also called 
	Munchausen 
	syndrome by proxy). People with this disorder produce or fabricate symptoms 
	of illness in another person under their care. It most often occurs in 
	mothers (although it can occur in fathers) who intentionally harm their 
	children in order to receive attention."
What Are the Symptoms of Factitious Disorders?,"'Possible warning signs of factitious disorders include:' Dramatic but inconsistent medical history Unclear symptoms that are not controllable and that become more 
		severe or change once treatment has begun  Predictable relapses following improvement in the condition Extensive knowledge of hospitals and/or medical terminology, as well 
		as the textbook descriptions of illness  Presence of many surgical scars Appearance of new or additional symptoms following negative test 
		results Presence of symptoms only when the patient is with others or being 
		observed Willingness or eagerness to have medical tests, operations, or other 
		procedures History of seeking treatment at many hospitals, clinics, and doctors 
		offices, possibly even in different cities  Reluctance by the patient to allow health care professionals to meet 
		with or talk to family members, friends, and prior doctors"
What Causes Factitious Disorders?,"'The exact cause of factitious disorders is not known, but researchers are looking at the roles of biological and psychological factors in the development of these disorders. Some theories suggest that a history of abuse or neglect as a child, or a history of frequent illnesses that required hospitalization might be factors in the development of the disorder. ' "
How Common Are Factitious Disorders?,"'There are no reliable statistics regarding the number of people in \t\tthe U.S. who suffer from factitious disorders. Obtaining accurate \t\tstatistics is difficult because dishonesty is common with this \t\tcondition. In addition, people with factitious disorders tend to seek \t\ttreatment at many different health care facilities, which can lead to \t\tstatistics that are misleading. ''In general, factitious disorders are more common in men than in \t\twomen. However, factitious disorder by proxy tends to be more common in \t\twomen than in men. ' "
How Are Factitious Disorders Diagnosed?,"'Diagnosing factitious disorders is very difficult because of, again, \t\tthe dishonesty that is involved. Doctors must rule out other possible \t\tphysical and mental illnesses before a diagnosis of factitious disorder \t\tcan be considered. ''If the doctor finds no physical reason for the symptoms, he or she \t\tmay refer the person to a psychiatrist or psychologist, ''mental health'"" \t\tprofessionals who are specially trained to diagnose and treat mental \t\tillnesses. Psychiatrists and psychologists use specially designed \t\tinterview and assessment tools to evaluate a person for a factitious \t\tdisorder. The doctor bases his or her diagnosis on the exclusion of \t\tactual physical or mental illness, and his or her observation of the \t\tperson's attitude and behavior. "" "
How Are Factitious Disorders Treated?,""" The first goal of treatment for a factitious disorder is to modify the person's behavior and reduce his or her misuse or overuse of medical resources. In the case of factitious disorder by proxy, the main goal is to ensure the safety and protection of any real or potential victims. Once the initial goal is met, treatment aims to work out any underlying psychological issues that may be causing the person's behavior. \t\t""'The primary treatment for factitious disorders is ''psychotherapy'' (a \t\ttype of counseling). Treatment likely will focus on changing the \t\tthinking and behavior of the individual with the disorder \t\t(cognitive-behavioral therapy). Family therapy may also be helpful in \t\tteaching family members not to reward or reinforce the behavior of the \t\tperson with the disorder. ''There are no medications to treat factitious disorders themselves. \t\tMedication may be used, however, to treat any related disorder -- such \t\tas ''depression'', ''anxiety'', or a personality disorder. The use of \t\tmedications must be carefully monitored in people with factitious \t\tdisorders due to the risk that the ''drugs'' may be used in a harmful way.' "
What Is the Outlook for People with Factitious Disorders?,"'People with factitious disorders are at risk for health problems (or \t\teven death) associated with hurting themselves or otherwise causing \t\tsymptoms. In addition, they may suffer from reactions or health problems \t\trelated to multiple tests, procedures, and treatments; and are at high \t\trisk for ''substance abuse'' and attempts at ''suicide''. A complication of \t\tfactitious disorder by proxy is the abuse and potential death of the \t\tvictims. ''Because many people with factitious disorders deny they are faking \t\tsymptoms and will not seek or follow treatment, recovery is dependent on \t\ta doctor or loved one identifying or suspecting the condition in the \t\tperson and encouraging them to receive proper medical care for their \t\tdisorder and stick with it. ''Some people with factitious disorders suffer one or two brief \t\tepisodes of symptoms and then get better. In most cases, however, the \t\tfactitious disorder is a chronic, or long-term, condition that can be \t\tvery difficult to treat. ' "
Can Factitious Disorders Be Prevented?,'There is no known way to prevent factitious disorders.''WebMD Medical Reference' 
Anal anatomy,"'The anus is the lowest end of the gastrointestinal (GI) tract. It is the opening through which ''stool'', or fecal matter, normally passes. The anal canal extends from the lower end of the rectum to the skin; this is where anal cancer occurs while ''colorectal cancer'' occurs in the rectum and colon. This canal is surrounded by muscles forming the internal and external anal sphincters that allow us to control when we defecate, or have a bowel movement. The perianal skin surrounds the anus in the perineal region behind either the vaginal orifice or the scrotum.' "
What is anal cancer?,"'The cancer cells arise in areas of the body when some of the cells of a tissue become abnormal in both their gross and microscopic appearance and in their behavior. These ''malignant'' cells can damage adjacent healthy tissue cells by directly invading them. Cancer cells also have the ability to invade blood vessels and lymphatic channels and spread, or ''metastasize'', to other parts of the body.''While anal cancer begins in the anus, people sometime confuse it with ''colorectal'' cancer, which occurs in the colon and/or rectum.'  "
What are the different types of anal cancer?,"'The majority of primary ''cancer of the anus'' are squamous cell carcinomas. Other types of anal cancers include' cloacogenic (also called basaloid or transitional anal cancer), adenocarcinoma of the anal glands, and melanoma (rare)."
What are other types of anal masses or growths?,'Not all growths in the anal region are cancers. A benign growth of tissue on a short stalk is called a pedunculated polyp. A flat-bottomed growth is called a sessile polyp. The sessile polyps are more likely to show ''precancerous'' or cancerous change microscopically.' 
What is fainting?,"'Fainting, ""blacking out,"" or syncope is the temporary loss of consciousness followed by the return to full wakefulness. This loss of consciousness may be accompanied by loss of muscle tone that can result in falling or slumping over. To better understand why fainting can occur; it is helpful to explain why somebody is awake.''The brain has multiple parts, including two hemispheres, the cerebellum, and the brain stem. The brain requires blood flow to provide oxygen and glucose (''sugar'') to its cells to sustain life. For the body to be awake, an area known as the reticular activating system located in the brain stem needs to be turned on, and at least one brain hemisphere needs to be functioning. For fainting or syncope to occur, either the reticular activating system loses its blood supply, or both hemispheres of the brain are deprived of blood, oxygen, or glucose. If blood ''sugar'' levels are normal blood flow must be briefly disrupted to the whole brain or to the reticular activating system for fainting to occur.''Fainting is not caused by head ''trauma'', since loss of consciousness after a head injury is considered a ''concussion''. However, fainting can cause injury if the person falls and hurts themselves, or if the faint occurs while participating in an activity like driving a car.''Fainting is differentiated from ''seizure'', during which the person may lose consciousness.'  "
What are the signs and symptoms of fainting?,"'When a person faints they don’t know that they have passed out and fallen to the ground. Afterward, they understand what has happened.''Before the fainting episode the person ''may feel'':'""Pre-syncope or near fainting have the same symptoms, but they don't quite lose consciousness. During the fainting episode, the person may lose conscious, and there may a few twitches, which can be confused with a ""'seizure''.''The person may become confused after waking up, but it should resolve within a few seconds.''After a syncopal episode, the person should return to normal mental function. However, there may be other signs and symptoms of fainting depending on the underlying cause of fainting. For example, if the person is having a ''heart attack'', may complain of ''chest pain'' or pressure.'   Lightheaded Nausea Sweaty Weak Dizzy or the is room spinning (vertigo) Vision may fade or becomes blurred Hearing may be muffled Tingling sensations in the body"
What causes fainting?,"'Fainting causes a decrease in blood flow to the brain because'   The heart fails to pump the blood. The blood vessels don't have enough tone to maintain blood pressure to deliver the blood to the brain. There is not enough blood or fluid within the blood vessels. A combination of reasons one, two, or all three."
Vasovagal (vagal nerve) syncope,"'Vasovagal syncope is one of the most common causes of fainting. In this situation, the balance between the chemicals adrenaline and acetylcholine is disrupted. Adrenaline stimulates the body, including making the heart beat faster and blood vessels narrower, thereby increasing blood pressure. Acetylcholine does the opposite. When the vagus nerve is stimulated, excess acetylcholine is released, the heart rate slows and the blood vessels dilate, making it harder for blood to defeat gravity and be pumped to the brain. This temporary decrease in blood flow to the brain causes the fainting episode.''Pain'' can stimulate the vagus nerve and is a common cause of fainting (vasovagal syncope). Other noxious stimuli can do the same thing, including situational stressors. Commonly, medical and ''nursing'' students faint when observing their first operation, ''autopsy'', or when a person or someone else is bleeding. Some people pass out when they hear bad news; others pass out when they experience the sight of blood or needles. In the Victorian age this was known as a ""swoon.""''Other situations commonly cause the heart rate to temporarily slow and cause a faint. Straining with urination, bowel movement, or ''coughing'' can cause a vagal response, increase acetylcholine levels and decrease blood flow to the brain.' "
"Low blood pressure (postural hypotension), dehydration, and anemia","'Fainting is related to ''pregnancy''. Likely explanations include compression of the inferior vena cava (the large vein that returns blood to the heart) by the enlarging uterus and by ''orthostatic hypotension''.''Low blood pressure'' (orthostatic ''hypotension'')''Blood vessels need to maintain their tone so that the body can withstand the effects of gravity with changes in position. When the body position changes from lying down to standing, the autonomic nervous system (the part of the brain not under conscious control), increases tone in the blood vessel walls, making them constrict, and at the same time increases the heart rate so that blood can be pumped upward to the brain. As people age, blood vessels may become less resilient, and orthostatic ''hypotension'' (relative ''low blood pressure'' with standing) may occur and cause syncope.''Anemia'' (''low red blood cell count'""), whether it occurs acutely from bleeding or gradually for a variety of reasons, can cause fainting because there aren't enough ""'red blood cells'' to deliver oxygen to the brain.''Dehydration'', or lack of water in the body can similarly cause fainting or syncope. This can be caused by excessive ''loss of water'' from ''vomiting'', ''diarrhea'', ''sweating'', or by inadequate fluid intake. Some illnesses like ''diabetes'' can cause ''dehydration'' by excess loss of water in the urine.' "
Sudden cardiac arrest and heart valve and structural conditions,"'In young people, especially athletes, fainting or syncope can occur because of abnormal thickening of parts of the heart muscle (''hypertrophic cardiomyopathy''). This may obstruct blood when it tries to leave the heart, especially when the heart is asked to beat harder during ''exercise''. Sudden death in athletes may be foreshadowed by episodes of syncope.''Abnormalities with the heart valves can also cause fainting or syncope. The valves allow blood to go in the proper direction when the heart pumps. Valve diseases may include abnormal narrowing (stenosis) or leakage (insufficiency or regurgitation). Either situation can cause issues with maintaining adequate blood flow to the body.'""Structural problems with the heart can cause fainting or syncope, either because there is a problem with the ability of the heart to adequately pump blood or because of valve problems. When the heart muscle becomes damaged or inflamed it may not have the ability to pump blood to meet the body's needs. Examples include a heart attack (""'myocardial infarction'') or ''cardiomyopathy'', in which the heart muscle weakens.' "
Heart rhythm changes (rapid heartbeat and tachycardia) ," Heart rhythm changes are the most common causes of passing out, fainting, or syncope. Frequently, fainting episodes are caused by a temporary change in normal body function. Heart rhythm changes like tachycardia are more dangerous and potentially life-threatening causes of fainting. A rapid heart rate or tachycardia (tachy = fast + cardia = heart) is an abnormal heart rhythm that is generated in either the upper or lower chambers of the heart, and can be life-threatening because the heart beats too fast and may not be enough time for it to fill with blood in between heart beats, which then causes a decrease in the amount of blood that can be delivered to the body. Tachycardias can occur at any age and may not be related to atherosclerotic heart disease."
Vertebrobasilar artery disease,"'Blood vessels to the brain are no different than any other blood vessels in the body and are at risk for narrowing with age, ''smoking'', ''high blood pressure'', ''high cholesterol'', and ''diabetes''. While most people are aware of the carotid arteries that supply the thinking parts of the brain, another set of arteries supply the base of the brain. This vertebrobasilar system is also at risk for narrowing, and should there be a temporary disruption in the blood flow to the midbrain and the reticular activating system, fainting or syncope may occur. The vertebral arteries run to the brain in the back of the neck and are encased in bony tunnels. If blood flow in these arteries is disrupted, the brain stem and reticular activating system may turn off, causing syncope.''Electrolyte'' and hormone abnormalities may also be responsible for syncope; however, these causes are due to their effects on the heart and blood vessels.''Other medications or ''drugs'' may also be potential causes of fainting or syncope including those with ''high blood pressure'' that can dilate blood vessels, ''antidepressants'' that can affect heart electrical activity, and those that affect mental status like ''pain'' medications, ''alcohol'', and ''cocaine''.' "
How are the causes of fainting diagnosed?,"'Many conditions and events cause fainting, for example:' Physical exam Diagnostic tests Heart monitor, for example, a Holter monitor) Electrocardiogram (EKG, ECG) CBC (complete blood count) Glucose levels Kidney function blood tests Thyroid blood tests Tilt-table test CT (computerized tomography) MRI (magnetic resonance imaging)"
