Questions,Answer
When and how will I receive the results of my X-rays?,"'After an X-ray is taken, the image is produced immediately. However, the time it takes to learn the results varies. '""If your X-ray is taken in a doctor's or dentist's office, the doctor or dentist will likely read the X-ray and discuss results with you in the same visit. If your X-ray is taken while you are in a hospital's emergency department, or in-patient in a hospital it will be read by the emergency physician or sent to a radiologist to read. Depending on how busy the hospital is, this can take a few hours. Once read, it will be sent to the physician treating you, who will discuss the findings. ""'Sometimes, you may be sent to an imaging center to have your X-rays taken. Once the X-rays are done, they will be read by a radiologist on staff at the imaging center, and then transmitted to your doctor who ordered the tests. This may take a day or more. Once your doctor receives the results, they will likely call you to discuss the results over the phone or suggest a follow-up visit in office, or they may refer you to another doctor depending on the findings. ' "
"What is 
XDR TB?","'Extensively drug-resistant ''tuberculosis'' (XDR ''TB'') is a relatively rare type of multidrug-resistant ''tuberculosis'' (MDR ''TB''). It is resistant to almost all ''drugs'' used to treat TB, including the two best first-line drugs: ''isoniazid'' and rifampin. XDR TB is also resistant to the best second-line medications: fluoroquinolones and at least one of three injectable drugs (i.e., amikacin, kanamycin, or capreomycin). ' "
How is XDR TB spread?,"'Drug-susceptible (regular) TB and XDR TB are spread the same way. TB germs are put into the air when a person with TB disease of the ''lungs'' or throat ''coughs'', sneezes, speaks, or sings. These germs can float in the air for several hours, depending on the environment. Persons who breathe in the air containing these TB germs can become infected. ''TB is not spread by' shaking someone's hand sharing food or drink touching bed linens or toilet 
seats sharing toothbrushes kissing smoking or sharing cigarettes"
"Why is XDR TB 
so serious?","'Because XDR TB is resistant to the most powerful first-line and second-line drugs, patients are left with treatment options that are much less effective and often have worse treatment outcomes. XDR TB is of special concern for persons with ''HIV'' infection or other conditions that can weaken the immune system. These persons are more likely to develop TB disease once they are infected, and also have a higher risk of death once they develop TB disease. ' "
Who is at risk for getting XDR TB?,"'Drug-resistant TB (MDR or XDR) is more common in people who: '   Do not take their TB medicine regularly Do not take all of their TB medicines 
as told by their doctor or nurse Develop active TB disease again, after having 
taken TB medicine in the past Come from areas of the world where drug-resistant 
TB is common Have spent time with someone known to have drug-resistant TB 
disease"
How can I prevent myself from getting TB?,"'Avoid close contact or prolonged time with known TB patients in crowded, enclosed environments like clinics, hospitals, prisons, or homeless shelters. ' "
Can the TB vaccine (BCG) help prevent XDR TB?,"'There is a ''vaccine'' for TB disease called Bacille Calmette-Guerin (BCG). It is used in some countries to prevent severe forms of TB in children. However, BCG is not generally recommended in the United States because it has limited effectiveness for preventing TB in adults. The effect of BCG against XDR TB would likely be similar to the effect on drug-susceptible TB. ' "
"If I have regular (drug-susceptible) TB, how can I prevent getting 
drug-resistant TB?","'The most important thing is for you to continue taking all your TB medicines exactly as prescribed. No doses should be missed and treatment should not be stopped early. You should tell your health care provider if you are having trouble taking the medications. If you plan to travel, make sure you have enough medicine to last while away. ' "
Can XDR TB be treated and cured?,"'Yes, in some cases. Some TB control programs have shown that cure is possible for an estimated 30% of affected people. Successful outcomes depend greatly on the extent of the ''drug resistance'"", the severity of the disease, and whether the patient's immune system is weakened."" "
What are the symptoms of XDR TB?,"'The general symptoms of TB disease include feelings of sickness or ''weakness'', ''weight loss'', ''fever'', and ''night sweats''. The symptoms of TB disease of the lungs may also include ''coughing'', ''chest pain'', and ''coughing up blood''. Symptoms of TB disease in other parts of the body depend on the area affected. If you have these symptoms, you should contact your doctor or local health department. ' "
What should I do if I have been around someone who has XDR TB?,"'If you think you have been exposed to someone with TB disease, you should contact your doctor or local health department about getting a TB skin test or the QuantiFERON®-TB Gold test (QFT-G), a blood test. And tell the doctor or nurse when you spent time with this person. ' "
How long does it take to find out if you have XDR TB?,"'If TB bacteria are found in the sputum (''phlegm''), the diagnosis of TB can be made in a day or two, but this finding will not be able to distinguish between drug-susceptible (regular) TB and drug-resistant TB. To determine drug susceptibility, the bacteria need to be grown and tested in a laboratory. Final diagnosis for TB, and especially for XDR TB, may take from 6 to 16 weeks. ' "
Is XDR TB a problem in the United States?,"'The risk of acquiring XDR TB in the United States appears to be relatively low. However, it is important to acknowledge the ease at which TB can spread. As long as XDR TB exists, the United States is at risk and must address the threat. ' "
How many cases of XDR TB have been reported in the United States?,"'In the United States, 49 cases of XDR TB have been reported between 1993 and 2006. ' "
Is it safe to travel where cases of XDR TB have been reported?,"'Although MDR and XDR TB are occurring globally, they are still rare. ''HIV''-infected ''travelers'' are at greatest risk if they come in contact with a person with MDR or XDR TB.''All ''travelers'' should avoid high risk settings where there are no infection control measures in place. Documented places where transmission has occurred include crowded hospitals, prisons, homeless shelters, and other settings where susceptible persons come in contact with persons with TB disease. ''Air travel itself carries a relatively low risk of infection with TB of any kind. ' "
What can health care providers do to prevent XDR TB?,"""Health care providers can help prevent MDR and XDR TB by quickly diagnosing cases, following recommended treatment guidelines, monitoring patients' response to treatment, and making sure therapy is completed. ""'Providers should also ensure proper implementation of infection control procedures to prevent exposure to TB in hospitals or health-care settings where TB patients are likely to be seen. ' "
Are immigrants putting the U.S. at increased risk for TB?,"'Persons applying to enter the U.S. with immigrant or refugee visas must complete a questionnaire about any symptoms of TB they may have and obtain a chest radiograph. If positive, the person submits sputum specimens for examination for TB bacteria. Persons identified as having infectious TB are not granted entry to the United States, until they have been treated. ' "
Why haven't we heard about XDR TB before now?,"'For some years we have seen isolated cases of very highly resistant TB around the world that we would today call XDR TB. The drugs used to treat TB have been around a long time and drug resistance has taken many years to develop. Over time, countries have improved their laboratory capacity to test for drug resistance and their ability to track the number of cases. All of these factors have contributed to an increase in reporting of cases of drug-resistant TB. With more cases being identified, the problem was more closely examined, defined, and given a name. ' "
What is CDC doing to prevent XDR TB from becoming a bigger problem?,"'CDC is collaborating with other federal agencies and international partners to raise awareness and enhance strategies for TB ''prevention'' worldwide by ''SOURCE: ''Centers for Disease Control & Prevention' Strengthening TB services for people living with HIV/AIDS Assembling outbreak 
response teams Improving access to TB drugs Developing international TB testing 
standards Building capacity of health care providers to diagnose and treat TB Reconvening the Federal TB Task Force Providing technical assistance to expand 
TB program capacity Supporting TB communication and education efforts"
"What is 
XDR TB?","'Extensively drug-resistant ''tuberculosis'' (XDR ''TB'') is a relatively rare type of multidrug-resistant ''tuberculosis'' (MDR ''TB''). It is resistant to almost all ''drugs'' used to treat TB, including the two best first-line drugs: ''isoniazid'' and rifampin. XDR TB is also resistant to the best second-line medications: fluoroquinolones and at least one of three injectable drugs (i.e., amikacin, kanamycin, or capreomycin). ' "
How is XDR TB spread?,"'Drug-susceptible (regular) TB and XDR TB are spread the same way. TB germs are put into the air when a person with TB disease of the ''lungs'' or throat ''coughs'', sneezes, speaks, or sings. These germs can float in the air for several hours, depending on the environment. Persons who breathe in the air containing these TB germs can become infected. ''TB is not spread by' shaking someone's hand sharing food or drink touching bed linens or toilet 
seats sharing toothbrushes kissing smoking or sharing cigarettes"
"Why is XDR TB 
so serious?","'Because XDR TB is resistant to the most powerful first-line and second-line drugs, patients are left with treatment options that are much less effective and often have worse treatment outcomes. XDR TB is of special concern for persons with ''HIV'' infection or other conditions that can weaken the immune system. These persons are more likely to develop TB disease once they are infected, and also have a higher risk of death once they develop TB disease. ' "
Who is at risk for getting XDR TB?,"'Drug-resistant TB (MDR or XDR) is more common in people who: '   Do not take their TB medicine regularly Do not take all of their TB medicines 
as told by their doctor or nurse Develop active TB disease again, after having 
taken TB medicine in the past Come from areas of the world where drug-resistant 
TB is common Have spent time with someone known to have drug-resistant TB 
disease"
How can I prevent myself from getting TB?,"'Avoid close contact or prolonged time with known TB patients in crowded, enclosed environments like clinics, hospitals, prisons, or homeless shelters. ' "
Can the TB vaccine (BCG) help prevent XDR TB?,"'There is a ''vaccine'' for TB disease called Bacille Calmette-Guerin (BCG). It is used in some countries to prevent severe forms of TB in children. However, BCG is not generally recommended in the United States because it has limited effectiveness for preventing TB in adults. The effect of BCG against XDR TB would likely be similar to the effect on drug-susceptible TB. ' "
"If I have regular (drug-susceptible) TB, how can I prevent getting 
drug-resistant TB?","'The most important thing is for you to continue taking all your TB medicines exactly as prescribed. No doses should be missed and treatment should not be stopped early. You should tell your health care provider if you are having trouble taking the medications. If you plan to travel, make sure you have enough medicine to last while away. ' "
Can XDR TB be treated and cured?,"'Yes, in some cases. Some TB control programs have shown that cure is possible for an estimated 30% of affected people. Successful outcomes depend greatly on the extent of the ''drug resistance'"", the severity of the disease, and whether the patient's immune system is weakened."" "
What are the symptoms of XDR TB?,"'The general symptoms of TB disease include feelings of sickness or ''weakness'', ''weight loss'', ''fever'', and ''night sweats''. The symptoms of TB disease of the lungs may also include ''coughing'', ''chest pain'', and ''coughing up blood''. Symptoms of TB disease in other parts of the body depend on the area affected. If you have these symptoms, you should contact your doctor or local health department. ' "
What should I do if I have been around someone who has XDR TB?,"'If you think you have been exposed to someone with TB disease, you should contact your doctor or local health department about getting a TB skin test or the QuantiFERON®-TB Gold test (QFT-G), a blood test. And tell the doctor or nurse when you spent time with this person. ' "
How long does it take to find out if you have XDR TB?,"'If TB bacteria are found in the sputum (''phlegm''), the diagnosis of TB can be made in a day or two, but this finding will not be able to distinguish between drug-susceptible (regular) TB and drug-resistant TB. To determine drug susceptibility, the bacteria need to be grown and tested in a laboratory. Final diagnosis for TB, and especially for XDR TB, may take from 6 to 16 weeks. ' "
Is XDR TB a problem in the United States?,"'The risk of acquiring XDR TB in the United States appears to be relatively low. However, it is important to acknowledge the ease at which TB can spread. As long as XDR TB exists, the United States is at risk and must address the threat. ' "
How many cases of XDR TB have been reported in the United States?,"'In the United States, 49 cases of XDR TB have been reported between 1993 and 2006. ' "
Is it safe to travel where cases of XDR TB have been reported?,"'Although MDR and XDR TB are occurring globally, they are still rare. ''HIV''-infected ''travelers'' are at greatest risk if they come in contact with a person with MDR or XDR TB.''All ''travelers'' should avoid high risk settings where there are no infection control measures in place. Documented places where transmission has occurred include crowded hospitals, prisons, homeless shelters, and other settings where susceptible persons come in contact with persons with TB disease. ''Air travel itself carries a relatively low risk of infection with TB of any kind. ' "
What can health care providers do to prevent XDR TB?,"""Health care providers can help prevent MDR and XDR TB by quickly diagnosing cases, following recommended treatment guidelines, monitoring patients' response to treatment, and making sure therapy is completed. ""'Providers should also ensure proper implementation of infection control procedures to prevent exposure to TB in hospitals or health-care settings where TB patients are likely to be seen. ' "
Are immigrants putting the U.S. at increased risk for TB?,"'Persons applying to enter the U.S. with immigrant or refugee visas must complete a questionnaire about any symptoms of TB they may have and obtain a chest radiograph. If positive, the person submits sputum specimens for examination for TB bacteria. Persons identified as having infectious TB are not granted entry to the United States, until they have been treated. ' "
Why haven't we heard about XDR TB before now?,"'For some years we have seen isolated cases of very highly resistant TB around the world that we would today call XDR TB. The drugs used to treat TB have been around a long time and drug resistance has taken many years to develop. Over time, countries have improved their laboratory capacity to test for drug resistance and their ability to track the number of cases. All of these factors have contributed to an increase in reporting of cases of drug-resistant TB. With more cases being identified, the problem was more closely examined, defined, and given a name. ' "
What is CDC doing to prevent XDR TB from becoming a bigger problem?,"'CDC is collaborating with other federal agencies and international partners to raise awareness and enhance strategies for TB ''prevention'' worldwide by ''SOURCE: ''Centers for Disease Control & Prevention' Strengthening TB services for people living with HIV/AIDS Assembling outbreak 
response teams Improving access to TB drugs Developing international TB testing 
standards Building capacity of health care providers to diagnose and treat TB Reconvening the Federal TB Task Force Providing technical assistance to expand 
TB program capacity Supporting TB communication and education efforts"
What is dry mouth?,"'Dry mouth'' is a condition that results from a decreased volume of saliva in the mouth. ''Dry mouth'' is also called xerostomia. Xerostomia can make it difficult to speak, eat, and digest food and can lead to malnutrition. Extreme dry mouth and salivary gland dysfunction can produce significant ''anxiety'"", permanent mouth, and throat disorders, and can impair a person's quality of life.""  "
How common is dry mouth?,'Dry mouth affects about 10% of all people and tends to be more prevalent in women than men. Disorders of saliva production affect elderly people and those who are taking prescription and nonprescription medications most frequently.' 
What are the benefits of saliva?,"'Saliva is an essential part of a healthy mouth and is often taken for granted. The lubricating properties of saliva provide comfort and help protect the oral tissues against ulcers, sores, and other frictional movements that accompany normal eating and speaking. Saliva neutralizes acids and helps defend against ''tooth decay'', and bacterial, viral, or fungal threats. Saliva helps digest food and helps ''teeth'"" in remineralization. Saliva is also a very essential contributor to a person's ability to taste, as it acts as a solvent for the taste stimuli. When saliva volume is insufficient, all of these functions are impaired."" "
What causes dry mouth?,"'There are many causes of dry mouth. Dry mouth most commonly occurs as a side effect of medications that cause decreased saliva production, including ''high blood pressure'' medications, ''antihistamines'', ''antidepressants'' (such as ''Wellbutrin'', ''Lexapro'' and ''Zoloft''), diuretics, nonsteroidal anti-inflammatories, steroids (such as ''prednisone'' and ''prednisolone''), ''amphetamines'' (such as ''Adderall''), and many others. There are over 400 commonly used medications that can cause dry mouth. Sometimes the dry mouth goes away, but usually it continues as long as the medication is being used. Other causes of dry mouth include ''dehydration'', ''radiation'' treatments to treat cancerous tumors of the head and neck, salivary gland diseases, removal of salivary glands, ''diabetes'', ''smoking'', using ''chewing tobacco'', hormonal imbalances, ''sinusitis'', mouth ''breathing'', ''sleep apnea'', ''cystic fibrosis'', ''mumps'', ''hypothyroidism'"", and autoimmune disorders such as Sjögren's syndrome, ""'rheumatoid arthritis'', ''HIV/AIDS'', and ''systemic lupus erythematosus''. ''Eating disorders'', such as ''bulimia'' and ''anorexia'', are other risk factors for developing xerostomia. Salivary production can be decreased if a major salivary duct becomes blocked, such as from a salivary stone or infection. Other risk factors include ''stress'', ''anxiety'', and ''depression''. '""Alzheimer's""' disease and '""Parkinson's""' disease often lead to ''dehydration'', making a person constantly at risk for dry mouth. These along with ''stroke'' can cause a perception of dry mouth even if salivary function is adequate, due to the diminished ability to perceive oral sensations.''Nerve damage or ''trauma'' to the head and neck can affect the nerves that provide sensation to the mouth and result in a feeling of dry mouth.''Shortness of breath'' may be caused by a ''panic attack'', or ''anxiety'', which can cause dry mouth. But shortness of breath may also be an indicator of serious respiratory or circulatory problems (such as a ''heart attack'').''Dry mouth often occurs in ''pregnancy'' or ''breastfeeding'' due to dehydration and hormonal changes and is often accompanied by ''nausea''.''Those undergoing treatment for obstructive ''sleep apnea'', including ''CPAP'', may experience dry mouth. This is typically due to any of the following:''Consultation with the physician managing the ''sleep'' apnea can be helpful.'   A mask leak Sleeping with an open mouth Non-humidified air"
What are dry mouth symptoms and signs?,"'People complaining of dry mouth may exhibit some or all of the following symptoms:''Fungal infections'"" occurring in an individual with dry mouth may be associated with another underlying disease or disorder such as Addison's disease, ""'HIV'', or ''diabetes''. The most common sign of fungal infection of the mouth is burning tongue or white or dark plaque on the tongue or soft tissues of the mouth. Frequently, a dry mouth may manifest mostly at night during sleeping, especially in mouth-breathers.' Dry feeling in mouth Dry feeling in throat, sore throat Frequent thirst Difficulty speaking, chewing, and swallowing (dysphagia) Increased need to drink liquids in order to swallow Diminished or altered sense of taste Chapped or cracked lips Hoarseness Dry eyes Pale gums Headaches, dizziness Bad breath Persistent cough Dry nasal passages Dry corners of mouth Nausea Mouth sores, ulcers Difficulty wearing dentures White tongue indicative of a fungal infection like yeast (candidiasis) Burning, sore, or tingling sensation in mouth, tongue, or throat Red, bleeding gums, gingivitis, and periodontitis Tooth decay -- especially around the gum line or on the root surfaces"
What specialists treat dry mouth?,"'The type of doctor who should treat dry mouth depends on the cause. A person noticing symptoms of dry mouth should first consult with their dentist for a consult and exam. A general dentist will do a review of medications, health history, lifestyle, ''diet'', and other things that could contribute to dry mouth. They will then perform an intraoral examination to confirm diminished salivary flow and to determine the effects it has had on the dentition and oral tissues. The management and maintenance of ''oral health'' will be the most important element of this relationship.''If it is determined that there is salivary gland dysfunction, the dentist may partner with an ENT physician who specializes in salivary gland disorders to help improve the condition.' "
How do health care professionals diagnose dry mouth?,"'When dry mouth is observed, the dentist can be helpful in determining the cause of dry mouth and obtaining a proper diagnosis. The diagnosis will help in developing a plan for management and treatment. The dentist will inspect the main salivary glands and ducts to check for blockages and may measure both stimulated and unstimulated salivary flow. The lips, tongue, and oral tissues will all be inspected for dryness. Sometimes a patient will still complain of dry mouth even if salivary flow is adequate. Since the symptoms of dry mouth vary greatly from individual to individual, treatments vary. Sometimes treatments are given for prolonged, chronic complaint of dry mouth, even without clinical signs of changes within the mouth. The dentist can be an important resource for specific information to manage dry mouth.' "
What are home remedies and treatment options for dry mouth?,"'Those seeking treatment for dry mouth will most likely want something to provide comfort and relief. Most are ''over-the-counter'' (OTC) remedies. Treatment for dry mouth can be divided into the following four categories: saliva preservation, saliva substitution, saliva stimulation, and ''prevention'' of ''caries'', and yeast (''Candida'') infection.''Saliva preservation'': If salivary content is low, one must do as much as possible to keep the oral tissues as moist as possible and limit the things that can dry the mouth out. Those experiencing dry mouth should try to breathe through their nose as much as possible, and limit mouth breathing. Avoiding ''caffeine'', ''alcohol'"", and tobacco is very important. Using a humidifier to introduce more moisture to a room or at bedside can be helpful, especially while sleeping. Don't use OTC antihistamines or decongestants, as they can dry the mouth out as well.""'Saliva substitution'"": There are many home remedies to help replace the moisture that saliva provides to the mouth. These include drinking water more frequently throughout the day, especially while eating. Sucking ice chips throughout the day will help the mouth remain as moist as possible. A mouthwash can be helpful, but it can also be harmful. When selecting a mouthwash, the person must choose a product that doesn't contain alcohol, such as Biotene, for alcohol-based products will only cause further mouth dryness. Closys mouthwash can be extremely beneficial due to its absence of alcohol and excellent germ-killing properties. Artificial OTC saliva substitutes and oral lubricants containing ""'glycerin'"" will provide help during eating and speaking. They won't cure xerostomia, but will provide some relief. Moisturizing the lips with a balm or Vaseline can also be helpful.""'Saliva stimulation'': Chewing gum can help stimulate salivary flow, but it is important to remember not to use gum or candies that have ''sugar'' in them or the person will be placed at greater risk for developing ''cavities''. ''Sugar''-free lemon drops, lozenges, or other hard candies can also help stimulate the salivary glands. Other remedies include medications that help increase salivary flow such as ''pilocarpine'' (''Salagen'') and ''cevimeline'' (''Evoxac''). These prescription medications are to be avoided by people with ''asthma'' or ''glaucoma''.''Prevention of caries and ''Candida'' infection'': ''Cavities'', ''gingivitis'', periodontal disease, and fungal infections are common complications of dry mouth. A dry oral environment makes plaque control more difficult, so meticulous oral care and hygiene becomes essential in preventing rampant caries, ''gingivitis'', and periodontal disease. The affected individual should incorporate a low-sugar ''diet'' and begin daily use of fluoride treatments and antimicrobial rinses to combat the effects oral dryness has on the ''teeth'' and oral tissues. Prescription toothpastes that contain more fluoride, calcium, and phosphate will help protect and remineralize teeth where necessary. Frequent visits to the dentist are necessary to help manage these complications. Since people with dry mouth often develop fungal infections such as ''thrush'' (''oral candidiasis''), they may require topical antifungal treatment such as rinses and dissolving tablets. ''Dentures'' often harbor fungal infections, so they should be soaked daily in chlorhexidine or 1% bleach.'  "
Is it possible to prevent dry mouth?,"'There is really no prevention of dry mouth, only the side effects of dry mouth. It is vital to detect, diagnose, and treat xerostomia as early as possible to avoid the devastating consequences of chronic dry mouth on dental and overall health.' "
