Questions,Answer
How is labor induced?,"'Induction of labor is usually performed in a ''labor and delivery'' unit, with an operating room and resources available to perform an emergency cesarean delivery if necessary and induction fail. If induction is successful, women may be able to deliver vaginally. The fetal and maternal status are continuously monitored. Induced labor is usually more painful than natural labor because uterine contractions are quicker and much stronger. Hence, women may need an epidural (regional anesthesia) to manage ''pain''.''There are various techniques to induce labor:' Ripen your cervix: Medications called prostaglandins are usually placed inside the vagina to cause thinning or ripening (softening) of the cervix. Another technique that may be used to ripen the cervix is filling a balloon catheter with saline and placing it in the cervix. Amniotomy: This involves rupturing the amniotic sac, also referred to as rupturing the membranes or breaking of water. A small opening in the amniotic sac is made using a surgical instrument resulting in the gushing of flush, also known as “water breaking.” An amniotomy is done only if the cervix is partially dilated and thinned. Intravenous medication: Medication such as the synthetic version of the hormone oxytocin is administered intravenously (IV). Oxytocin is a naturally occurring hormone in women that causes the uterus to contract. IV oxytocin augments labor that has already begun."
What are the complications of labor induction?,"'Some common risks that may be associated with induction of labor include:' Failed induction: About 25% of induced women may need cesarean delivery due to failed induction. Women who are pregnant for the first time have a higher risk of failure of induction. Infection: Some methods of induction of labor, such as rupturing the membranes (especially if there is prolonged membrane rupture), may increase the risk of infection in the mother and/or baby. Fetal distress: Medications used to induce labor can cause abnormal or excessive contractions, which reduce the baby's heart rate and oxygen supply resulting in fetal distress. Uterine rupture: It is a life-threatening complication in which the uterus ruptures the scar from previous surgery. Rarely, the uterus may rupture in women who have never had previous uterine surgery. An emergency cesarean delivery with or without a hysterectomy (uterus removal) is required. Postpartum hemorrhage: Labor induction increases the risk of uterine atony (the uterine muscles don’t contract properly) that can cause severe bleeding after delivery."
What are Braxton Hicks contractions?,"'Braxton Hicks contractions are contractions of the uterus that occur during the third trimester of pregnancy. They are perfectly normal and have been said to represent contractions that occur as the uterus is preparing to give birth. In some women, they occur as early as the ''second trimester''. Sometimes, Braxton Hicks contractions have been referred to as ""false ''labor''.""''In contrast to the contractions of ''true labor'', Braxton Hicks contractions do not occur at regular intervals, do not get stronger over time, and do not last longer over time. They do not occur at predictable intervals, and they may disappear altogether for a time. They tend to become more frequent toward the end of pregnancy.''Braxton Hicks contractions are named after an English doctor, John Braxton Hicks, who first described them in 1872.'  "
What causes Braxton Hicks contractions?,"'Common events can sometimes trigger Braxton Hicks contractions, for example:' Increased activity of mother or baby Touching of the maternal abdomen Dehydration Sexual intercourse Distended maternal bladder"
What do Braxton Hicks contractions feel like?,'Braxton Hicks contractions are not typically as painful as those of true ''labor contractions''. Some women describe them as a tightening sensation across the lower abdomen. They may feel similar to ''menstrual cramps'' in some women. The abdomen may become firm to the touch. They do not occur at regular intervals.'  
Which home remedies help relieve Braxton Hicks contraction discomfort and pain?,"'If Braxton Hicks contractions are uncomfortable, you can take these measures:' Change positions, take a walk, or rest if you have been active. Drink a glass of water, or a cup of herbal tea. Perform relaxation exercises, deep breathing, or mental relaxation. Eat something. Bathe in a warm bath for up to 30 minutes."
When should I call my doctor about Braxton Hicks contractions?,"'Call your doctor or ''midwife'"" if you haven't reached 37 weeks and the contractions are increasing in frequency, are more painful, or you have any of the signs of preterm ""'labor'':'  Increasing vaginal discharge, vaginal bleeding, or spotting; Increasing low back pain or pelvic pressure; More than four contractions an hour; Menstrual-like cramping or abdominal pain."
Labor and Delivery: Pain control options introduction,"'Women respond differently to the ''pain'' of ''labor and delivery''. ''Pain'' control options during ''labor'"" and delivery are a personal choice, and a birth plan can typically be individualized according to a woman's wishes. The circumstances of ""'labor'' and individual medical conditions can sometimes determine what pain relief options are indicated. Available medical pain control options range from pain control medications to ''nerve blocks'' and anesthesia. It is helpful to discuss your preferences with your health care professional in advance so that your questions can be fully answered and your wishes can be expressed. Of course, during your ''labor'"", your health care professional will assess your progress and determine how you are feeling. It's fine to change your mind about pain relief options even during ""'labor''. Consequently, understanding the various options for pain control will help you make an informed decision.''This article describes the most commonly used medical pain relief interventions used for labor and delivery. All of these options have been shown to be safe for both mother and baby.' "
Regional anesthesia: Spinal and epidural blocks,"'Epidural anesthesia is a popular choice for pain control because it does not affect your ability to push during labor. With this procedure, medications are injected near the nerves of the low back to block pain signals from your lower body, even though you remain awake and labor is usually not significantly slowed. An anesthesiologist typically administers this type of anesthesia. With an epidural block, the medicine is injected into the sac that surrounds the spinal cord. Before the medications are injected, a numbing medication is given into the lower back. An epidural block can be used for a Cesarean delivery.''With a spinal block, both contractions and the ability to push are temporarily abolished. With a spinal block, the anesthetic is injected into the subarachnoid space surrounding the spinal cord. A spinal block is usually used when a Cesarean section or an instrumented delivery (e.g. forceps or vacuum extraction) is planned. A spinal usually provides better pain relief than an epidural and may take several hours to wear off, at which time sensory and motor function of the tissues/muscles controlled by the previously blocked nerves will return.''Because many women are not able to urinate immediately following regional anesthesia, a catheter may need to be inserted into the bladder until the spinal or epidural block wears off. A relatively uncommon complication is a ''headache'' which begins after the anesthesia wears off. Both types of anesthesia may temporarily reduce ''blood pressure'', although this is more commonly seen with a spinal block.''A spinal block requires less medication and is typically given only one time, while, with an epidural block, a catheter may be inserted into the epidural space for repeated delivery of anesthetic medications as necessary.''An epidural block takes about 10 to 20 minutes to work, and because a catheter is inserted into the epidural space, the effects can last as long as needed due to the ability to inject more medication. A spinal block begins working immediately, but its effects last only about 2 ½ hours. It is possible to have a combination of both spinal and epidural anesthesia.' "
Local anesthesia,"'Local injections of a numbing medication may be used to relieve a small area of pain, typically around the vagina, if you require an ''episiotomy'' to extend the vaginal opening or if ''stitches'' are needed to repair any damage. This type of anesthesia cannot be used to relieve the pain from contractions during labor.' "
Pudendal block,'A pudendal block is another type of local anesthesia. It involves injecting a numbing medication into the wall of the vagina shortly before delivery to block pain signals from the vagina and area around the vaginal opening. It usually works within 10 minutes and lasts for up to an hour. It does not relieve the pain of labor and is only used at the time of delivery.' 
Narcotics,"'Narcotics, or opioids, are ''drugs'' that diminish the perception of pain. They may be given intravenously or as an intramuscular injection during labor. They can cause ''nausea'' or sleepiness, and they do not completely eliminate pain. Although narcotics have been shown to be safe in labor, they may cause a temporary ''depression'' of ''respiration'' in both mother and baby.'  "
Nitrous oxide,"'Nitrous oxide is an odorless, tasteless, inhaled ''gas'' that is given using a hand-held face mask. It is not generally used in labor in the US but is sometimes used in the United Kingdom and Canada. It has little effect on the baby. Nitrous oxide does not eliminate pain but changes the way the pain is perceived.' "
What is labyrinthitis (inner ear infections)?,"'Labyrinthitis is a type of inner ear condition that causes dizziness, a spinning sensation (''vertigo''), and problems with balance. The dizziness also can cause acute ''nausea'' and ''vomiting''. Inflammation of the nerves in the inner ear cause labyrinthitis. The inflammation leading to labyrinthitis can be a caused by an inner ''ear infection'', and it has many of the same symptoms as an ''ear infection''.''The anatomy ear is divided into three parts, 1) ''outer ear'', 2) middle ear, and the 3) inner ear.''The ''outer ear'' consists of the parts you can see outside the body, the auricle (also known as pinna), earlobe, and the ear canal up to the eardrum. The middle ear consists of the eardrum (tympanic membrane) and the auditory bones (ossicles) - the incus, malleus, and stapes. The inner ear consists of the fluid-filled semicircular canals, cochlea, ''vestibular'' nerve, and auditory nerve.' "
What are the signs and symptoms of labyrinthitis (inner ear infections)?,"'Signs and symptoms of labyrinthitis\xa0(inner ''ear infections'') may include (one or more):''The symptoms of labyrinthitis are very similar to another inner ear disorder called ''vestibular'' neuritis. The two conditions have similar symptoms, but vestibular neuritis does not include ''hearing loss''.'  Dizziness Spinning sensation (vertigo) Nausea Vomiting Problems with balance Difficulty walking Hearing loss (or decrease in sound volume) in one ear Earache or ear pain Feeling of fullness in the ear Ringing in the ear (tinnitus) or hearing abnormal sounds Discharge from the ear"
What causes labyrinthitis (inner ear infections)? Is it contagious?,"'The exact cause of labyrinthitis\xa0(inner ear infections) is unknown. It may be caused by swelling or problems with the nerve inside the brain responsible for balance and hearing. Labyrinthitis also may occur during or after a viral infection. Viruses associated with labyrinthitis include ''influenza'', ''herpes'' viruses, ''measles'', ''mumps'', ''rubella'', ''hepatitis'', ''Epstein-Barr virus'', and ''polio''.''Rarely, other ear problems like barotrauma (injury due to abnormal pressure inside the ear) or otosclerosis (abnormal growth of bone impeding the middle ear) can cause labyrinthitis.''Labyrinthitis itself is not ''contagious'', however, viral infections that lead to labyrinthitis are.'  "
How long does labyrinthitis (inner ear infections) last?," Labyrinthitis (inner ear infections) symptoms usually last only last a few weeks. If your symptoms don’t resolve after about 3 weeks, see your doctor. If your symptoms are severe (unable to walk, excessive vomiting, headache or weakness) seek medical care immediately."
How can I tell if I have labyrinthitis (inner ear infections)? How is it diagnosed?,"'The only way to know if you have labyrinthitis or another ear problem is to see a doctor. Labyrinthitis symptoms such as dizziness and loss of balance can resemble other medical problems, so a doctor will rule out conditions that may cause the symptoms such as ''head injury'', ''heart disease'', ''stroke'', side effects of medications, ''anxiety'', and neurological disorders.''Make an appointment with your doctor, ENT (ear, nose, and throat specialist) or other healthcare professional if you experience symptoms of an ''ear infection'' such as:''The doctor will use an otoscope to examine the inside of the ear canal and eardrum to check for redness or swelling, ''earwax'' build-up, or any abnormalities in the ear. The doctor may gently puff air against the eardrum to see if it moves, which is normal. If the eardrum does not move, there may be fluid buildup in the middle ear.''A tuning fork exam may help diagnose neurologic hearing loss. Sound waves from the vibration of the tuning fork can be heard through the air and through the bones around the ear.' Ear pain Fullness in the ear Ringing in the ear or other abnormal sounds Discharge from the ear Dizziness Spinning sensation Nausea Vomiting Problems with balance or walking Hearing loss"
What is the treatment for labyrinthitis (inner ear infections)?,"'Once other conditions have been ruled out, the treatment for labyrinthitis (inner ear infections) depends on the cause, your symptoms, and how long the problem has been present.''Your doctor or other healthcare professional may prescribe medications to treat any infection, reduce swelling and inflammation, treat nausea and vomiting, and help eliminate dizziness and vertigo.''If you are having balance problems, your doctor may be refer you to a physical therapist who can prescribe exercises to help with balance.' "
What medications treat and cure labyrinthitis (inner ear infections)?,"'Labyrinthitis (inner ear infections) symptoms and any associated infection may be treated with ''over-the-counter'' (OTC) medications or prescription medications.''Your doctor may recommend OTC ''diphenhydramine'' (''Benadryl''), or prescription ''meclizine'' (''Antivert''), ''promethazine'' hydrochloride (Phenergan), ''lorazepam'' (''Ativan''), or ''diazepam'' (''Valium'') to help control nausea and vomiting, and to relieve dizziness and vertigo.''If you become dehydrated from severe vomiting, you may receive intravenous fluids in an Emergency Department.' "
What natural or home remedies treat labyrinthitis symptoms?,"'Home remedies cannot treat or cure labyrinthitis (inner ear infections), but they may help relieve symptoms.''Some natural remedies and alternative treatments are touted as treatment or cures for labyrinthitis, including ''garlic'' oil or ''tea tree oil'' ear drops, apple cider vinegar, basil, olive oil, and hydrogen peroxide. Scientific studies do not show any of these to be effective.''Some chiropractors also claim to be able to treat labyrinthitis with manipulation; however, there currently are no studies that show chiropractic treatment to be effective for labyrinthitis.''Talk to your doctor before using any home remedies.' Use a warm compress over the ear may ease pain Stand or keep your head upright. Sitting can help drain the ear. A saltwater gargle may help clear Eustachian tubes, and soothe a sore throat that may accompany labyrinthitis. Do not smoke and limit alcohol intake. Use stress management techniques to control emotional and psychological stress as stress can worsen symptoms. Over-the-counter (OTC) medications, for example, acetaminophen (Tylenol) or ibuprofen (Advil, Motrin) may relieve pain. Do not give children and teenagers aspirin as this has been linked with a serious condition called Reye's syndrome. If your doctor approves, OTC eardrops may be used to relieve pain. Eardrops should not be used in children with tympanostomy tubes (ear tubes) unless specifically prescribed by your child’s pediatrician. AVOID cold and cough medicines in young children, as these can have dangerous side effects."
Can labyrinthitis (inner ear infections) be prevented?,"'You cannot get labyrinthitis\xa0(inner ear infections) from another person who has the condition. However, labyrinthitis often results from ear infections. An ''ear infection'' itself is not contagious, but the viruses and bacteria that cause them are. To prevent ear infections, practice good hygiene.''Children should be vaccinated, specifically with pneumococcal conjugate ''vaccine'' to protect against several types of pneumococcal bacteria, which are the most common cause of ear infections.' Wash your hands frequently Avoid sharing food and drinks, especially with someone you know to have an ear infection Do not smoke and avoid secondhand smoke"
What is the prognosis for a person with labyrinthitis? What are the complications?," When treated promptly, most bouts of labyrinthitis will resolve in days to about 2 weeks duration, with no permanent damage to the ear. Labyrinthitis can lead to increased risk of hearing loss, especially in children who developed the condition as a complication of meningitis. Labyrinthitis can lead to a condition called BPPV (benign paroxysmal positional vertigo), which causes brief episodes of dizziness and vertigo. The dizziness can be mild to severe. Labyrinthitis may also lead to Ménière disease (also called idiopathic endolymphatic hydrops) to develop years after the initial infection. Ménière's disease can cause variable hearing loss, vertigo, ringing in the ears, and a feeling of fullness or pressure in the ear."
What are natural methods of contraception?,"'Natural methods of ''contraception'' are considered ""natural"" because they are not mechanical and not a result of hormone manipulation. Instead, these methods to prevent pregnancy require that a man and woman not have sexual intercourse during the time when an egg is available to be fertilized by a sperm.''The ''fertility'' awareness methods'' (FAMs) are based upon knowing when a woman ovulates each month. In order to use a FAM, it is necessary to watch for the signs and symptoms that indicate ''ovulation'' has occurred or is about to occur.'""On the average, the egg is released about 14 (plus or minus 2) days before a woman's next ""'menstrual period''. But because the egg survives 3 to 4 days (6 to 24 hours after ovulation) and the sperm can live 48 to 72 hours (up to even 5 days in ''fertile'' mucus), the actual time during which a woman may become ''pregnant'' is measured not in hours, not in days, but in weeks.''FAMS can be up to 98% effective, but they require a continuous and conscious commitment with considerable monitoring and self-control. Although these methods were developed to prevent pregnancy, they can equally be well used by a couple to increase fertility and promote ''conception''.' "
What are the advantages and disadvantages of natural birth control?,"'Natural methods are typically very inexpensive compared to other methods of birth control unless a woman chooses to purchase ovulation test kits.' A woman does not need to take medication or use hormonal manipulation. No procedures or fittings by a physician are required. It can be difficult to estimate or know precisely when a woman is fertile, allowing increased chances for unplanned conception. Natural methods are not as effective as some forms of contraception. Ovulation test kits are used by some couples using natural methods of contraception, and the cost of these kits is another potential disadvantage. Being unable to have intercourse at certain times of the month is a disadvantage for some women."
Calendar rhythm method,"""The calendar rhythm method to avoid pregnancy relies upon calculating a woman's fertile period on the calendar. Based upon her 12 previous menstrual cycles, a woman subtracts l8 days from her shortest menstrual cycle to determine her first fertile day, and 11 days from her longest menstrual cycle to determine her last fertile day. She can then calculate the total number of days during which she may ovulate. If a woman's menstrual cycles are quite irregular from month to month, there will be a greater number of days during which she might become pregnant.""'The calendar method is only about 80% effective in preventing pregnancy and when used alone, it is considered outdated and ineffective.' "
Basal body temperature method,"""The basal body temperature (BBT) method is based upon the fact that a woman's temperature drops 12 to 24 hours before an egg is released from her ovary and then increases again once the egg has been released. Unfortunately, this temperature difference is not very large. It is less than 1 degree F (about a half-degree C) when the body is at rest.""'The basal body temperature method requires that a woman take her temperature every morning before she gets out of bed. A special thermometer that is more accurate and sensitive than a typical oral thermometer must be used, and the daily temperature variations carefully noted. This must be done every month. Online calculators are available to help a woman chart her basal body temperature.''To use the basal body temperature as a birth control method, a woman should refrain from having sexual intercourse from the time her temperature drops until at least 48 to 72 hours after her temperature increases again.' "
Mucus inspection method,"'The mucus inspection method depends on the presence or absence of a particular type of cervical mucus that a woman produces in response to estrogen. A woman will generate larger amounts of more watery mucus than usual (like raw egg white) just before release of an egg from her ovary. This so-called egg-white cervical mucus (EWCM) stretches for up to an inch when pulled apart. A woman can learn to recognize differences in the quantity and quality of her cervical mucus by examining its appearance on her underwear, pads, and toilet tissue; or she may gently remove a sample of mucus from the vaginal opening using two fingers.''She may choose to have intercourse between the time of her ''last menstrual period'' and the time of change in the cervical mucus. During this period, it is recommended that she have sexual intercourse only every other day because the presence of seminal fluid makes it more difficult to determine the nature of her cervical mucus. If the woman does not wish to become pregnant, she should not have sexual intercourse at all for 3 to 4 days after she notices the change in her cervical mucus.' "
Symptothermal method,"'The symptothermal method combines certain aspects of the calendar, the basal body temperature, and the mucus inspection methods. Not only are all these factors taken into consideration, but also are other symptoms such as slight cramping and breast tenderness. Some women experience lower abdominal discomfort (in the area of the ovaries) during the release of an egg (ovulation).' "
Ovulation indicator testing kits,"""A woman can use an ovulation prediction kit to determine when she is most likely to ovulate. This special kit measures the amount of luteinizing hormone (LH) in the urine. Because luteinizing hormone promotes the maturation of an egg in the ovary, the amount of LH usually increases 20 to 48 hours before ovulation. This increase is called the luteinizing hormone surge, which can then be detected in a woman's urine 8 to 12 hours later. The ovulation prediction kit is designed to measure the amount of luteinizing hormone in the urine.""'There are a number of ovulation prediction kits sold at pharmacies that range from simple to complex. In the simplest, the woman urinates onto a test stick and the amount of luteinizing hormone is indicated by a color change. The intensity of the color is proportional to the amount of luteinizing hormone in her urine. A woman begins testing her urine 2 to 3 days before she expects to ovulate based upon the dates of her previous monthly cycles.''The optimum days for ''fertilization'' are the two days before ovulation, the day of ovulation, and the day after ovulation. The greatest chance of ''becoming pregnant'' is if intercourse occurs within 24 hours after the luteinizing hormone surge. Ovulation prediction kits are used primarily to increase the chance of a woman becoming pregnant, but they can also indicate to the woman that she is about to ovulate and should take appropriate ''contraceptive'' precautions.' "
Withdrawal method,"""Using the withdrawal method, the man withdraws his penis from a woman's vagina before he ejaculates so that the sperm released from his penis does not enter her vagina. Withdrawal is also called ""'coitus interruptus''.'""There are problems with using withdrawal as a contraceptive method. First, a man may release small amounts of sperm before actual ejaculation. Secondly, a man needs self-control and a precise sense of timing to be able to withdraw his penis from the woman's vagina before he ejaculates. Because this can be difficult for the man to complete successfully, the withdrawal method is only about 75%-80% effective in preventing pregnancy."" "
Lactational infertility,"'Lactational ''infertility'' is based upon the idea that a woman cannot become pregnant as long as she is ''breastfeeding'' her baby. It is true that a woman may not ovulate quite as soon after giving birth as she would if she were not breastfeeding. Women who are breastfeeding usually start ovulating again between 10-12 weeks after delivery.''However, the method is not considered appropriate as a sole contraceptive measure. A ''nursing'' mother may start ovulating again and not realize she is fertile, as ovulation can occur prior to the return of her menstrual period. If this happens and the mother has unprotected sexual intercourse, she can become pregnant at the same time she is still breastfeeding her baby. If a nursing mother does not wish to become pregnant again, she must start to use an appropriate method of contraception.' "
Douching and urination,"'Vaginal ''douching'"" is the use of a liquid solution to wash out mucus and other types of bodily debris from a woman's vagina. Many women choose to make regular douching a part of their routine for maintaining vaginal hygiene. Most doctors and the American College of Obstetricians and Gynecologists (ACOG) do not recommend the practice.""""Regardless of whether a woman does it for hygienic reasons, vaginal douching does not work as a contraception method. During intercourse, active sperm can reach a woman's cervix and even the upper part of her uterus within five minutes of ejaculation. Douching after intercourse cannot be done soon enough to have any contraceptive benefits, and the douching could even force sperm higher up into the uterus. In addition, if a woman douches within a 6-8 hour period after using a spermicide, she may actually reduce the effectiveness of this contraceptive method.""'Some women used to think that standing up and urinating immediately after sexual intercourse might reduce the chances of them becoming pregnant. They hoped that gravity might make it more difficult for sperm to swim ""uphill"" to the uterus and that the stream of urine ''running'' over their vaginal area would wash away sperm, similar to the process of douching. However, just like douching, urination after intercourse does not have any contraceptive value.' "
Abstinence,"""Abstinence from sexual activity means not having any sexual intercourse at all. No sexual intercourse with a member of the opposite sex means that there is no chance that a man's sperm can fertilize a woman's egg.""""A man or a woman can practice abstinence from sexual activity for a specific period of time, or continuously throughout one's lifetime. Abstinence is essentially 100% effective in preventing pregnancy. Another significant benefit of abstinence is that it markedly reduces the likelihood of contracting a ""'sexually transmitted disease'' (''STD'').''In this context, abstinence means refraining from vaginal, anal, and oral sexual activity because sexually transmitted infections can be passed from one person to another in any and all of these ways. It should be noted that sexual activity such as mutual ''masturbation'"" and touching of the other partner's genitals can, in some instances, transfer sperm during heavy mutual foreplay possibly leading to pregnancy."" "
What is lactose intolerance?,"'Lactose intolerance is the inability to digest and absorb lactose (the ''sugar'' in milk) that results in gastrointestinal symptoms when milk or food products containing milk are consumed. It is due either to a genetically-programmed loss of lactase, the intestinal enzyme responsible for the digestion of lactose, or diseases affecting the small intestine that destroy lactase. Genetically programmed loss of lactase occurs between early childhood and age 21. The timing of this loss is determined primarily by ethnicity.''Because diseases of the intestine can occur at any age, lactose intolerance can begin at any age; however, that does not mean that an individual has become genetically lactase deficient.' "
What causes lactose intolerance?,"'Lactose is a sugar molecule that is made up of two smaller sugars, glucose and galactose. In order for lactose to be absorbed from the intestine and into the body, it must first be split into glucose and galactose. The glucose and galactose are then absorbed by the cells lining the small intestine. The enzyme that splits lactose into glucose and galactose is called lactase, and it is located on the surface of the cells lining the small intestine.''Lactose intolerance is caused by reduced or absent activity of lactase that prevents the splitting of lactose (lactase deficiency). Lactase deficiency may occur for one of three reasons, congenital, secondary or developmental.''Lactase deficiency may occur because of a congenital absence (absent from birth) of lactase due to a mutation in the gene that is responsible for producing lactase. This is a very rare cause of lactase deficiency, and the symptoms of this type of lactase deficiency begin shortly after birth.''Another cause of lactase deficiency is secondary lactase deficiency. This type of deficiency is due to diseases that destroy the lining of the small intestine along with the lactase. An example of such a disease is ''celiac disease'' (sprue).''The most common cause of lactase deficiency is a decrease in the amount of lactase that occurs after childhood and persists into adulthood, referred to as adult-type hypolactasia. This decrease in lactase is genetically programmed. Lactase deficiency (and lactose intolerance) is most common among Asians, affecting more than 90% of adults in some communities. People with ancestry from Northern Europe, on the other hand, have a 5% rate of lactase deficiency. In addition to variability in the prevalence of lactase deficiency among ethnic groups, there also is variability in the age at which symptoms of lactase deficiency (and lactose intolerance) appear.''As people age they may develop lactose intolerance; however, the extent of the intolerance appears to be mild and not associated with clinical symptoms.\xa0 Therefore, the development of lactose intolerance in the elderly should not be made lightly.'  "
