Questions,Answer
How do health care professionals diagnose sacroiliac joint dysfunction? (Part 3),"'A helpful method of diagnosing SI joint dysfunction is by performing an injection that can numb the irritated area, thereby helping to pinpoint the pain source. An anesthetic material (for example, ''lidocaine'' [''Xylocaine'']) can be injected along with a steroid (cortisone) directly into the SI joint. This is usually performed with the aid of an X-ray machine to verify the injection is in the SI joint. The anesthetic and steroid can help relieve the pain from inflammation that is common with SI joint dysfunction. The duration of pain relief is variable, but this is very useful to determine that the SI joint is the source of the pain.' "
What is the treatment for sacroiliac joint dysfunction?,"'As stated above, injections into the SI joint can provide both diagnosis and treatment. The duration of pain relief from injection can last from one day to much more long term. The injections can be repeated each month up to three each year. Oral anti-inflammatory medications (''NSAIDs'', ''ibuprofen'' [''Motrin''], ''naproxen'' [''Naprosyn'']) are often effective in pain relief as well. These can be taken long term if the patient does not have any other medical problems that prevent them from taking these medications. Oral steroids (''prednisone'') are used as well for short periods of time occasionally to treat the inflammation.''Physical therapy can be very helpful. Pain in the SI joint is often related to either too much motion or not enough motion in the joint. A physical therapist can teach various stretching or stabilizing exercises that can help reduce the pain. A sacroiliac belt is a device that wraps around the hips to help stabilize the SI joints, which can also help the SI joint pain. Other options to stabilize the SI joints include ''yoga'', manual therapy, and ''Pilates''.''If other treatments fail and pain continues to interfere with normal activities, surgery might be an option. Surgery for SI dysfunction typically involves a fusion of the SI joints. In this surgery, the cartilage covering the surfaces of the SI joints is removed and the bones are held together with plates and screws until they grow together (fuse). This eliminates all motion at the SI joints and typically relieves the pain. This should be considered only if other less invasive treatments have not been successful.'  "
Which specialties of doctors treat sacroiliac joint dysfunction?,"'Several different types of doctors may treat SI joint pain. ''Rheumatologists'' are experts in treating SI joint pain caused by inflammatory arthritis such as ankylosing spondylitis, ''psoriatic arthritis'', reactive arthritis, ''rheumatoid arthritis'', and ''gout'', as well as SI joint pain from other causes. Obstetricians often treat sacroiliac joint pain caused by pregnancy. Internists, general practitioners, family medicine doctors, and pain-management specialists all can treat SI joint dysfunction.' "
What are home remedies for sacroiliac joint dysfunction?,"'Oral anti-inflammatory medications (NSAIDs such as ibuprofen [Motrin], naproxen sodium [''Aleve''], or ''acetaminophen'' [''Tylenol'']) are often effective for pain relief. If the cause of sacroiliac joint dysfunction is mechanical, such as from pregnancy or the ''aging'' process, then rest and ice may be helpful. On the other hand, if the cause is inflammatory, such as from ankylosing spondylitis or ''psoriatic arthritis'', then gentle ''exercise'' (walking) and heat may be helpful.' "
What is the prognosis of sacroiliac joint dysfunction?,"'The prognosis of sacroiliac joint dysfunction varies depending on the cause of the dysfunction. When the problem is caused by pregnancy, the prognosis is excellent, as the condition usually improves after pregnancy during the postpartum period. Conditions affecting the sacroiliac joints such as ankylosing spondylitis and psoriatic arthritis are chronic, but excellent treatments are available. These treatments can minimize the SI joint pain and prevent destruction of the joints. Degenerative arthritis affecting the SI joint is also a chronic condition and cannot be reversed, but treatments are generally very effective in improving symptoms.' "
Is it possible to prevent sacroiliac joint dysfunction?,"'Unfortunately, SI joint dysfunction is not preventable in some people. For many, it is an unfortunate part of the normal ''aging'' process. However, the severity can be reduced through treatment with medication, injections, or physical therapy. Maintaining a healthy body weight and good conditioning can reduce the chances of developing SI joint dysfunction and other forms of arthritis. By reducing the loads on the joints, there is less chance for cartilage damage and subsequent arthritis.' "
What is a sacroiliac joint?,'A sacroiliac (SI) joint is a joint in the lower back that connects the bones of the spine and tailbone (''sacrum'') to the hip bones (iliac crests). The main function of the SI joint is to absorb ''shock'' between the upper body and pelvis and legs. Small movements at the joints help with shock absorption and forward/backward bending. The SI joint is fairly susceptible to ''lower back pain''.' 
What is a sacroiliac joint injection?,'A sacroiliac (SI) ''joint injection'' is the injection of local anesthetics or ''corticosteroids'' into the SI joint to treat ''pain''. The SI joint injection can be used as a treatment or as a diagnostic technique. ''SI joint pain'' can be caused due to the following conditions:' Rheumatoid arthritis Gout Psoriasis Fracture Cancer Congenital deformities (deformity present from birth) Infection Pregnancy: A hormone called relaxin released excessively during pregnancy causes excess motion at the SI joint. Previous spinal surgery Ankylosing spondylitis (inflammatory arthritis affecting the spine and large joints)
When should be a sacroiliac joint injection avoided?,'You should avoid a sacroiliac (SI) joint injection if you have the following conditions:' Bleeding disorder Infection at the planned site of injection Allergic to the contents of the injection Pregnancy Uncontrolled diabetes mellitus Congestive heart failure Blood thinner use Cancerous tumors at the SI joint or the nearby areas Unable to remain still for the procedure
What to expect before the sacroiliac joint injection?,"'Some of the instructions that you need to follow before and on the day of injection are as follows:' You should inform your doctor if you are on blood thinners such as Coumadin (warfarin) or heparin or any prescription medicines. You should refrain from alcohol, cigarette smoking, or recreational drugs before the procedure. You should stop taking anti-diabetic medications prior to the procedure. You should not consume solid foods or fluids on the night prior to the procedure."
How is a sacroiliac joint injection given?,"'The physician first injects a contrast at the lower back area. This helps to outline the joint, which can be viewed under a fluoroscope. Once the physician identifies the sacroiliac (SI) joint, a syringe filled with steroid and a local anesthetic is injected into the joint space. The solution should enter the space with minimal resistance. The physician may reposition the needle in case of any resistance. The ultrasonographic technique can enhance the accuracy of the SI joint injection.' "
What can I expect after a sacroiliac joint injection?,'A sacroiliac (SI) joint injection improves ''pain'' immediately. You can expect pain and soreness at the injection site for a day or two after the surgery. The steroid medications may take two to three days to show its result. You may have temporary numbness or ''weakness'' in your legs caused by the anesthetic.' 
How long does it take for a sacroiliac joint injection to work?,"'A sacroiliac (SI) joint injection works almost immediately. There is an immediate improvement in pain. However, once the numbing effect of the anesthesia wears off, your pain might return.' "
What are the complications of a sacroiliac joint injection?,'The complications of a sacroiliac (SI) joint injection include the following:' Allergic reactions to the anesthetic agents  Infection at the site of injection Increased blood sugar level An increase in pain A sudden drop in blood pressure
What are the sacroiliac (SI) joints?,"'The sacroiliac (SI) joints are formed by the connection of the ''sacrum'' and the right and left iliac bones. The sacrum is the triangular-shaped bone in the lower portion of the spine, centrally located below the lumbar spine. While most of the bones (vertebrae) of the spine are mobile, the sacrum is made up of five vertebrae that are fused together and do not move. The iliac bones are the two large bones that make up the pelvis. As a result, the SI joints connect the spine to the pelvis. The sacrum and the iliac bones (ileum) are held together by a collection of strong ligaments. There is relatively little motion at the SI joints. There are normally less than 4 degrees of rotation and 2 mm of translation at these joints. Most of the motion in the area of the pelvis occurs either at the hips or the lumbar spine. These joints do need to support the entire weight of the upper body when we are erect, which places a large amount of ''stress'' across them. This can lead to wearing of the cartilage of the SI joints and ''arthritis''.' "
What is sacroiliac joint dysfunction?,"'There are many different terms for sacroiliac joint problems, including SI joint dysfunction, sacroiliac joint disease, SI joint syndrome, SI joint strain, and SI ''joint inflammation''. Each of these terms refers to a condition that causes ''pain'' in the SI joints from a specific cause.'  "
What are the causes of sacroiliac joint dysfunction?,"'As with most other joints in the body, the SI joints have a cartilage layer covering the bone. The cartilage allows for some movement and acts as a ''shock'' absorber between the bones. When this cartilage is damaged or worn away, the bones begin to rub on each other, and ''degenerative arthritis'' (''osteoarthritis'') occurs. This is the most common cause of SI joint dysfunction. Degenerative arthritis occurs commonly in the SI joints, just like other weight-bearing joints of the body.''Another common cause of SI joint dysfunction is ''pregnancy'"". During pregnancy, hormones are released in the woman's body that allow ligaments to relax. This prepares the body for ""'childbirth''. Relaxation of the ligaments holding the SI joints together allows for increased motion in the joints and can lead to increased stresses and abnormal wear. The additional weight and ''walking'' pattern (altered gait) associated with pregnancy also places additional ''stress'' on the SI joints.''Any condition that alters the normal walking pattern places increased stress on the SI joints and is a risk factor for SI joint dysfunction. This could include a leg length discrepancy (one leg longer than the other), or ''pain'' in the hip, knee, ankle, or foot. Patients with severe pain in the lower extremity often develop problems with either the lower back (lumbar spine) or SI joints. Usually, if the underlying problem is treated, the associated lumbar spine or SI joint dysfunction will also improve.''There are many disorders that affect the joints of the body that can also cause inflammation in the SI joints. These include ''gout'', ''rheumatoid arthritis'', ''psoriatic arthritis'', ''reactive arthritis'', and ''ankylosing spondylitis''. These are all various forms of arthritis that can affect all joints. ''Ankylosing spondylitis'' is an inflammatory arthritis that always affects the SI joints. It can lead to ''stiffness'' and severe pain in the SI joints, due to inflammation in the sacroiliac joints (sacroiliitis). As the disease process continues, the SI joints can fuse together and have no range of motion. Once this occurs, there is no further pain associated with the SI joints. Rarely, bacterial infection can involve the sacroiliac joints.' "
What are sacroiliac joint dysfunction symptoms?,"'The most common symptom of SI joint dysfunction is sacroiliac ''joint pain''. Patients often experience pain in the lower back or the back of the hips. Pain may also be present in the groin and thighs. In many cases, it can be difficult to determine the exact source of the pain. Your physician can perform specific tests to help isolate the source of the pain. The pain is typically worse with standing and walking and improved when lying down. Inflammation and arthritis in the SI joint can also cause stiffness and a burning sensation in the pelvis.' "
How do health care professionals diagnose sacroiliac joint dysfunction?,"""The first step in diagnosis is typically a thorough history and physical examination by a physician. The physician will ask questions to determine if there are any underlying disorders that could be causing the patient's pain. Certain signs can also help differentiate pain coming from the SI joints, lumbar spine, or hips. There are various tests a physician can perform during the physical examination that can help isolate the source of the pain. By placing the patient's hips and legs in certain positions and applying pressure, the SI joints can be moved or compressed to identify them as a source of pain. Other portions of the examination are to exclude certain possibilities that could mimic sacroiliac disease."" "
How do health care professionals diagnose sacroiliac joint dysfunction? (Part 2),"'The next step in diagnosis is often plain radiographs (''X-rays''). The patient may have X-rays of the pelvis, hips, or lumbar spine depending on what the physician finds on the history and physical examination. A computed tomography (CAT or CT) scan may also help in the diagnosis. A ''CT scan'' gives a more detailed look at the joint and bones. Both X-rays and ''CT scans'' can help identify sacroiliitis. This can appear as sclerosis in the joints. More severe wear in the joints can appear as erosion of the bone around the SI joints. These tests can also look for fusion of the SI joints. A ''magnetic resonance imaging'' (''MRI'') scan can also be helpful. This provides a better evaluation of the soft tissues, including muscles and ligaments. It can also identify subtle ''fractures'' that may not be visible on an X-ray. The MRI can identify inflammation in the SI joint by the presence of excessive fluid in the joint. A ''bone scan'' can be obtained to help isolate the source of the pain and can be used to identify bony abnormalities. The bone scan can identify areas of increased activity in the bone. This is a nonspecific test and can be positive in cases of arthritis, infection, ''fracture'', or tumors of bone.' "
How do health care professionals diagnose sacroiliac joint dysfunction? (Part 3),"'A helpful method of diagnosing SI joint dysfunction is by performing an injection that can numb the irritated area, thereby helping to pinpoint the pain source. An anesthetic material (for example, ''lidocaine'' [''Xylocaine'']) can be injected along with a steroid (cortisone) directly into the SI joint. This is usually performed with the aid of an X-ray machine to verify the injection is in the SI joint. The anesthetic and steroid can help relieve the pain from inflammation that is common with SI joint dysfunction. The duration of pain relief is variable, but this is very useful to determine that the SI joint is the source of the pain.' "
What is the treatment for sacroiliac joint dysfunction?,"'As stated above, injections into the SI joint can provide both diagnosis and treatment. The duration of pain relief from injection can last from one day to much more long term. The injections can be repeated each month up to three each year. Oral anti-inflammatory medications (''NSAIDs'', ''ibuprofen'' [''Motrin''], ''naproxen'' [''Naprosyn'']) are often effective in pain relief as well. These can be taken long term if the patient does not have any other medical problems that prevent them from taking these medications. Oral steroids (''prednisone'') are used as well for short periods of time occasionally to treat the inflammation.''Physical therapy can be very helpful. Pain in the SI joint is often related to either too much motion or not enough motion in the joint. A physical therapist can teach various stretching or stabilizing exercises that can help reduce the pain. A sacroiliac belt is a device that wraps around the hips to help stabilize the SI joints, which can also help the SI joint pain. Other options to stabilize the SI joints include ''yoga'', manual therapy, and ''Pilates''.''If other treatments fail and pain continues to interfere with normal activities, surgery might be an option. Surgery for SI dysfunction typically involves a fusion of the SI joints. In this surgery, the cartilage covering the surfaces of the SI joints is removed and the bones are held together with plates and screws until they grow together (fuse). This eliminates all motion at the SI joints and typically relieves the pain. This should be considered only if other less invasive treatments have not been successful.'  "
Which specialties of doctors treat sacroiliac joint dysfunction?,"'Several different types of doctors may treat SI joint pain. ''Rheumatologists'' are experts in treating SI joint pain caused by inflammatory arthritis such as ankylosing spondylitis, ''psoriatic arthritis'', reactive arthritis, ''rheumatoid arthritis'', and ''gout'', as well as SI joint pain from other causes. Obstetricians often treat sacroiliac joint pain caused by pregnancy. Internists, general practitioners, family medicine doctors, and pain-management specialists all can treat SI joint dysfunction.' "
What are home remedies for sacroiliac joint dysfunction?,"'Oral anti-inflammatory medications (NSAIDs such as ibuprofen [Motrin], naproxen sodium [''Aleve''], or ''acetaminophen'' [''Tylenol'']) are often effective for pain relief. If the cause of sacroiliac joint dysfunction is mechanical, such as from pregnancy or the ''aging'' process, then rest and ice may be helpful. On the other hand, if the cause is inflammatory, such as from ankylosing spondylitis or ''psoriatic arthritis'', then gentle ''exercise'' (walking) and heat may be helpful.' "
What is the prognosis of sacroiliac joint dysfunction?,"'The prognosis of sacroiliac joint dysfunction varies depending on the cause of the dysfunction. When the problem is caused by pregnancy, the prognosis is excellent, as the condition usually improves after pregnancy during the postpartum period. Conditions affecting the sacroiliac joints such as ankylosing spondylitis and psoriatic arthritis are chronic, but excellent treatments are available. These treatments can minimize the SI joint pain and prevent destruction of the joints. Degenerative arthritis affecting the SI joint is also a chronic condition and cannot be reversed, but treatments are generally very effective in improving symptoms.' "
Is it possible to prevent sacroiliac joint dysfunction?,"'Unfortunately, SI joint dysfunction is not preventable in some people. For many, it is an unfortunate part of the normal ''aging'' process. However, the severity can be reduced through treatment with medication, injections, or physical therapy. Maintaining a healthy body weight and good conditioning can reduce the chances of developing SI joint dysfunction and other forms of arthritis. By reducing the loads on the joints, there is less chance for cartilage damage and subsequent arthritis.' "
What is seasonal affective disorder?,"'Seasonal affective disorder (SAD), formally referred to as recurrent ''depression'' with seasonal pattern, is a type of depression that tends to occur (and recur) as the days grow shorter in the fall and winter. It is believed that affected people react adversely to the decreasing amounts of sunlight and the colder temperatures as the fall and winter progress. It is important to note that although seasonal affective disorder usually presents in the fall and winter there are those who suffer from this condition during the summer instead of, or in addition to, during the fall or winter.''Seasonal affective disorder has not been long recognized as an official diagnosis. The term first appeared in print in 1985. Seasonal affective disorder is also sometimes colloquially called winter depression, winter blues, or the hibernation reaction.''The incidence of seasonal affective disorder increases in people who are living farther away from the equator. Statistics on seasonal affective disorder in the United States include that this disorder occurs in 1% to 10% of adults and is dependent on geographical location. Seasonal affective disorder is less common where there is snow on the ground. Seasonal affective disorder is about four times more common in women than men, and the average age of people when they first develop this illness is 23 years of age. People of all ages can develop seasonal affective disorder.' "
What are the symptoms of seasonal affective disorder?,"'Although there is no specific diagnostic test for the illness, it is understood that since it is a form of depression, the symptoms of the condition include ''tiredness'', ''fatigue'', sadness or a sense of general discontent, crying spells, irritability, apathy, trouble concentrating, body aches, loss of sex drive, poor ''sleep'', decreased activity level, and appetite changes, particularly overeating, especially of carbohydrates and ''weight gain''. When the condition occurs during the summer, the symptoms are more commonly ''insomnia'', poor appetite, and ''weight loss'', in addition to ''anxiety'', irritability, ''difficulty concentrating'', and crying spells. Social isolation, with the potential resulting loneliness, also occurs at times with summer seasonal affective disorder. If the condition is severe, it can be associated with thoughts of ''suicide''.''The symptoms of seasonal affective disorder typically tend to begin in the fall each year, lasting until spring. The symptoms are more intense during the darkest months. Therefore, the more common months for the condition to occur will vary depending on how far away from the equator one lives.'  "
What are causes and risk factors for seasonal affective disorder?,"'Seasonal affective disorder seems to develop from inadequate exposure to bright light during the winter months. Studies show that bright light changes the chemicals in the brain. Exactly how this occurs and the details of its effects are being studied. Factors like high levels of ''melatonin'' and low levels of serotonin in the brain, as well as low levels of ''vitamin D'' levels in the blood are found to be associated with a higher occurrence of seasonal affective disorder and some other depressive conditions.' "
"How do health-care professionals assess and diagnose seasonal affective disorder, and what types of specialists treat this condition?","'A number of different health professionals can be qualified to evaluate and treat seasonal affective disorder, including primary-care providers, psychiatrists, clinical psychologists, psychiatric nurses, social workers, physician assistants, and nurse practitioners.' "
What is the treatment for seasonal affective disorder?,"'In addition to being key in the ''prevention'' of seasonal affective disorder, regular exposure to light that is bright, particularly fluorescent lights, significantly improves depression in people with this disorder when it presents during the fall and winter. The light treatment is used daily in the morning and evening for best results. Temporarily changing locations to a climate that is characterized by bright light (such as the Caribbean) can also be effective. Light treatment has also been called phototherapy. Individuals who suffer from seasonal affective disorder will also likely benefit from increased social support during vulnerable times of the year.''Phototherapy is available in the form of light boxes, used for approximately 30 minutes daily. The light required must be of sufficient brightness, approximately 25 times as bright as a normal living room light. The light does not need to be actual sunlight. It seems that it is quantity, not necessarily quality of light that matters in the phototherapy of seasonal affective disorder. The most common possible side effects associated with phototherapy include irritability, ''insomnia'', ''headaches'', and eyestrain.''Antidepressant'' medications, particularly those from the selective serotonin reuptake inhibitor (SSRI) group of medications, have been found to be effective in treating seasonal affective disorder that occurs during summer as well as that which tends to occur during the fall or winter. Examples of SSRIs include ''fluoxetine'' (''Prozac''), ''sertraline'' (''Zoloft''), ''paroxetine'' (''Paxil''), ''citalopram'' (''Celexa''), ''escitalopram'' (''Lexapro''), and ''vortioxetine'' (Trintellix). Common side effects for this class of medications include ''insomnia'', ''nausea'', ''diarrhea'', and many can cause ''decreased sex drive'' or performance. As with any other mood disorder, psychotherapy tends to accentuate the effectiveness of medical treatment and therefore should be included in the approach to addressing this disorder. In individuals who are perhaps vulnerable to the development of ''bipolar disorder'', either light therapy or ''antidepressants'' can cause a ''manic'' episode as a side effect.''Since stimulant medications like ''modafinil'' (''Provigil'') may be a helpful addition to other treatments for seasonal affective disorder, other ''stimulants'' like ''methylphenidate'' (''Ritalin'') may play a future role in addressing this disorder. ''Acupuncture'' may be a viable alternative intervention to antidepressant medications, particularly in ''pregnant'' women, for whom medications should be used with particular caution.''Determined to be equally effective as phototherapy or antidepressant medication in addressing seasonal affective disorder, ''cognitive behavioral therapy'' (''CBT'') is another viable option for treating this illness. This form of psychotherapy involves the therapist working with the client to help the depression sufferer identify and understand ways of thinking that may be obstacles to improving their mood, thereby increasing the ability of the person with seasonal affective disorder to alleviate symptoms.''Chronotherapy, which uses environmental input to affect biorhythms, is thought to be a helpful aspect of treatment for seasonal affective disorders, as well as for other kinds of depression. This treatment uses methods like controlled ''sleep'"" deprivation to affect the seasonal affective disorder sufferer's brain chemicals in a positive way.""'Lifestyle changes that can help decrease the symptoms of seasonal affective disorder include increasing time spent outdoors, more physical ''exercise'', and maintaining eating habits that are high in lean proteins, fruits, vegetables, and complex carbohydrates while decreasing the intake of refined sugars and other carbohydrates. Remedies that do not necessarily require the involvement of a health-care professionals, or so-called home remedies, include ''vitamin D'' supplementation and taking melatonin in the evenings.' "
What is the prognosis and potential complications of seasonal affective disorder?,"'People who receive treatment for seasonal affective disorder in a timely way tend to recover well. However, as with other forms of ''major depression'"", seasonal affective disorder is a risk factor for developing a number of other mental-health symptoms and disorders, engaging in self-mutilating behaviors or taking one's own life. People who suffer from this illness are also more vulnerable to having troubled relationships, low performance at school or work, and for developing some medical and substance use disorders."" "
Is it possible to prevent seasonal affective disorder?,"'Attempts to prevent future episodes of seasonal affective disorder using psychotherapy or light therapy have inconsistent results, but preventive medication treatment is thought to have promise. Therefore, health-care professionals tend to focus on lifestyle changes that can be helpful, as well as recommending preventive treatments based on what was most helpful for the individual sufferer in the past.' "
Where can people get more information about and support for seasonal affective disorder?,"'American Association of Suicidology''http://www.suicidology.org''202-237-2280''American Foundation for Suicide Prevention''http://www.afsp.org''Jason Foundation''http://www.jasonfoundation.com''National Alliance for the Mentally Ill''2101 Wilson Boulevard Suite 302''Arlington, VA 22201''Seasonal Affective Disorder Support Group''http://www.seasonalaffectivedisordersupportgroups.com' "
What should I know about safe drugs to take for a cold or flu (influenza) if you have diabetes?,"  People with type 1 or 2 diabetes who don't comply with their doctor's medications may have a difficult time fighting off colds and flu viruses when their immune system is weakened. Getting the yearly seasonal flu vaccine is the best way for people with diabetes to prevent from getting infections, for example, colds or the flu, and their complications. Natural and home remedies help prevent infections like the common cold or flu. Avoid contact with people who are ill and are coughing, sneezing, or has post-nasal drip. Take diabetes medications as your doctor has prescribed when sick with the common cold or flu. Often, people type 1 diabetes may require more treatment with insulin when sick. People with diabetes need to test their blood sugar levels more often when they are sick with an infection, for example, the common cold or flu. Follow a type 1 or type 2 diabetes diet plan; which should include low-glycemic foods and drinks that are rich in antioxidants. Drink sports drinks, for example, Gatorade or Pedialyte to replace electrolytes like potassium and calcium."
Which drugs and medications are safe to take if you have diabetes?,"'Generally, medications to treat the signs and symptoms of the flu or ''common cold'' are safe to take if you have ''diabetes'', for example, nonsteroidal anti-inflammatory ''drugs'' (''NSAIDs'') such as ''ibuprofen'' (''Motrin'') or ''acetaminophen'' (''Tylenol'' and others) can control ''pain'' and ''fever''. Usually, ''over-the-counter'' (OTC) ''cold'' and ''cough'' medications are acceptable for people with ''diabetes''. While ''sugar''-free medications are always preferred, the amount of sugar consumed in a single dose of medication (in syrup form) is minimal and unlikely to cause harm.''People with ''diabetes'' may misunderstand that they should reduce their medication dosages if an infection (like a cold or flu) has decreased their appetite and they are eating less. However, being sick usually makes someone resistant to ''insulin'' and raises glucose levels - even if you are eating less. So, it is important to continue taking your diabetes medication when you are sick and to monitor for urinary or blood ketones.''Lack of physical activity associated with the illness can raise blood sugar levels.''If you are diagnosed with the flu, your doctor or other healthcare professional can prescribe antiviral medications that can help reduce the duration and severity of your illness.' "
Why do diabetics have a more difficult time recovering from common colds (upper respiratory tract infections) and the flu?,"'People with ''diabetes mellitus'' (type 1 or type 2) are at risk of complications from other illness. They may be more susceptible of developing common infections like a ''cold'' or the flu because diabetes can weaken a person’s immune system. Complications from the flu include secondary ''bacterial infections'', for example, ''pneumonia'', ''ear infections'', ''sinus infections'' (''sinusitis''), and ''bronchitis''.' "
