Questions,Answer
Are side effects associated with vaccines?,"'The side effects of most vaccines are mild and go away with in a few days. Common side effects of many vaccines include soreness at the injection site, low-grade fever, ''fatigue'', ''headache'', and muscle aches. However, some vaccines can have serious or even life-threatening reactions. Thousands of lives are saved for every serious side effect that is caused. The specific side effects of specific vaccines are found at https://www.cdc.gov/vaccines/vac-gen/side-effects.htm.' "
Why do people keep getting vaccines if the numbers of cases of the vaccine preventable diseases are at a record low in the United States?,"'Vaccine-preventable diseases are indeed infrequent in the United States because of the success of the vaccine program. However, if people stop receiving vaccines, these diseases will come back rapidly. This occurred with ''measles'' in the early 1990s and resulted in many deaths.' "
What should people do if they experience a reaction to a vaccine?,"'If the reaction is a mild reaction with just some injection-site tenderness, low-grade fever, ''fatigue'' and ''headache'', then simply taking a dose or two of ''acetaminophen'' (''Tylenol'') may be helpful. The use of ''ibuprofen'' or other nonsteroidal anti-inflammatory ''drugs'' has been discouraged because of the concern that these drugs might decrease the immune response after the vaccine (make the vaccine less effective). Studies are still ongoing at this time. It is best to check with the physician who ordered the vaccine if you are concerned about the symptoms or you want to take something for the symptoms.''If you think you are having a serious side effect, consult your physician immediately. If a person is seriously injured by a vaccine, there is available compensation through the National Childhood Vaccine Injury Act.' "
Is there any financial help for people who have been seriously injured by vaccines?,"'In 1986, the United States government set up the National Childhood Vaccine Injury Act. This act provides a ""no fault"" compensation mechanism for people injured by vaccines.' "
Is there anything different that health care workers need to do compared with non-health care workers?,"'Health care workers are treated a little differently than other adults for two reasons. First, a health care worker is more likely to be exposed to certain risks of infection (such as ''hepatitis B'') than the normal population. Second, if a health care worker becomes infected, they may transmit those infections to their patients (''chickenpox'', pertussis).' Tetanus/diphtheria/pertussis (Td/Tdap)It is recommended that any health care worker who may have patient contact receive a Tdap shot if they have not received one as an adolescent (as long as it has been two years since their last Td shot). This helps prevent the spread of pertussis. It is recommended that any health care worker who may have patient contact receive a Tdap shot if they have not received one as an adolescent (as long as it has been two years since their last Td shot). This helps prevent the spread of pertussis. Hepatitis BHealth care workers who have not been vaccinated should receive the three-dose series and obtain anti-hepatitis B serology testing one to two months after their third dose. Health care workers who have not been vaccinated should receive the three-dose series and obtain anti-hepatitis B serology testing one to two months after their third dose. Measles/mumps/rubella (MMR)There must be either documented evidence of all three diseases (measles, mumps, and rubella) or serologic evidence of immunity (determined by a blood test) in anyone born after 1957. If there is no serologic evidence of immunity, the health care worker should receive two doses of MMR separated by 28 days or more. There must be either documented evidence of all three diseases (measles, mumps, and rubella) or serologic evidence of immunity (determined by a blood test) in anyone born after 1957. If there is no serologic evidence of immunity, the health care worker should receive two doses of MMR separated by 28 days or more. VaricellaAll health care workers must have a history of varicella disease (chickenpox), prior vaccination, or serologic evidence of immunity. If not, the worker should receive two doses of vaccine 28 days apart. All health care workers must have a history of varicella disease (chickenpox), prior vaccination, or serologic evidence of immunity. If not, the worker should receive two doses of vaccine 28 days apart. InfluenzaHealth care workers should receive one dose of the flu shot annually. Health care workers should receive one dose of the flu shot annually."
Do people need any additional vaccinations for foreign travel?,"'There are a number of vaccines that are not routinely given in the U.S. that are recommended for foreign travel. Which vaccines a person needs completely depends on the country to which he or she is traveling. The CDC has a web site that is constantly updated with recommendations for vaccines (''https://wwwnc.cdc.gov/travel/''). People can learn about recommended vaccines by simply navigating to the country they plan to visit. These vaccines can then be obtained from many local health departments or travel clinics.''Travelers'' going to sub-Saharan Africa and tropical South America are required by International Health Regulations to have ''yellow fever'' vaccination. All other vaccines are simply recommended to protect the ''traveler''. Common vaccines given for foreign travel include ''hepatitis A vaccine'', ''hepatitis B vaccine'', and typhoid vaccine. U.S. citizens who have not received their recommended (routine) vaccinations (Tdap, MMR, ''polio'', etc.) should make sure that they get all routinely recommended vaccines before traveling. Many of these diseases are still very common in other parts of the world. For instance, people going to Mecca on the Haj are required to be vaccinated against meningitis.' "
Is there an influenza (flu) vaccine that can be given in the nose instead of a shot?,"'Until 2017, there was an influenza vaccine that could be given as a spray in the nose. This vaccine is no longer available because it simply did not work as well as the shot.' "
Where can people find additional information on immunizations?, Centers for Disease Control and Prevention web site for vaccines and immunizations at https://www.cdc.gov/vaccines/index.html. This is updated annually in the fall of the year. Epidemiology and Prevention of Vaccine-Preventable Diseases: The Pink Book: Course Textbook Updated 13th Edition (May 2015) at https://www.cdc.gov/vaccines/pubs/pinkbook/index.html Recommendations on immunization for health care workers at http://www.immunize.org/catg.d/p2017.pdf http://www.immunize.org/ http://www.immunizationed.org/ Traveler information: https://wwwnc.cdc.gov/travel 
Facts you should know about the influenza vaccine (flu shot)," Types of influenza (flu) vaccines include the injection (killed virus), recombinant (made without flu virus), and nasal spray vaccines (containing live virus). Each year, influenza viruses change slightly, making the seasonal vaccine used in previous years ineffective. The vaccine is generally effective against the influenza virus within two weeks of administration. The vaccine is only effective against the strains of the virus that match the vaccine. The seasonal flu vaccine effectiveness is dependent upon the extent of the match between the virus strains used to prepare the vaccine and those viruses in actual circulation in the community. The age and health status of the individual also play a role in determining the vaccine effectiveness."
What is influenza (flu)?,"'The flu (or common flu) is a viral infection that spreads from person to person in secretions of the nose and ''lungs'', for example when ''sneezing''. Medically, the common flu is another name for influenza. Flu is a ''respiratory infection'', that is, an infection that develops primarily in the lungs. People often call respiratory infections caused by other viruses the flu, but this is incorrect. These other infections are usually categorized as URIs (upper respiratory infections) and have multiple causes. Influenza usually causes higher ''fever'', more malaise, and severe body aches than other respiratory infections. Although other viruses may cause these ''flu-like symptoms'', they do so less frequently.''Influenza viruses are divided scientifically into three types, designated A, B, and C. Influenza types A and B are responsible for epidemics of respiratory illness that occur almost every winter. Influenza type C usually causes either a very mild respiratory illness or no symptoms at all; it does not cause epidemics and does not have the severe public health impact of influenza types A and B. ''Type A'' viruses are divided into subtypes and are named based on differences in two viral surface proteins called hemagglutinin (H) and neuraminidase (N). There are 16 known H subtypes and nine known N subtypes.''The flu is a common illness. The CDC reports for the 2018/2019 influenza season show that in the United States''The so-called ''swine flu'' pandemic of 2009 was caused by a novel influenza A virus designated ''H1N1'' based upon its surface protein types. This virus was originally referred to as swine flu because many of the genes in this new virus were very similar to influenza viruses that normally occur in pigs in North America. However, this virus was actually quite different from the typical swine flu viruses found in pigs.' 5%-20% of the population gets the flu, nearly 500,000 people are hospitalized from flu-related complications, about 34,000 people die from the flu or its complications."
Why vaccinate for the flu?,"'The flu is highly infectious and is a potentially serious viral ''respiratory infection'' that can even be life threatening. Whereas with other viral respiratory infections the symptoms usually are mild and most people can continue working or going to school while ill, with the flu, the symptoms are severe and prolonged and cause individuals to miss days of work or school. The infection stresses the body. In addition, superinfections may occur as a complication of the flu. Superinfections are ''bacterial infections'' that occur on top of a respiratory infection. Bacterial respiratory infections also are a serious type of infection, and the simultaneous viral and bacterial infection can overwhelm the function of the lungs and the body. Among the elderly and the very young, it can cause death. Because of its infectiousness, morbidity (severity of symptoms and time lost from work or school), and the potential for death, it is important to prevent the flu by influenza vaccination. Although there are medications to treat the flu, they are expensive, not as effective as influenza vaccination, and need to be started within 24-48 hours of the start of symptoms.'  "
What are the different types of flu vaccines?,"'Flu ''vaccines'' are routinely available for seasonal influenza. Pandemic vaccines may also be developed for specific strains of the flu virus that cause widespread disease, such as occurred with the H1N1 virus in 2009.''Each year, composition of the influenza viruses changes, making the vaccine used in previous years ineffective. Each year, a new vaccine must be prepared that will be effective against the types of influenza virus that are expected to circulate in the upcoming influenza season. These are known as seasonal flu vaccines. The reason for the differences in circulating strains of the flu virus is that the virus can mutate (or change its structure) rapidly, leading to new subtypes of the virus. The key is to be able to predict which influenza viruses are going to cause infection and to prepare a vaccine against those viruses. Usually, scientists can predict accurately which types of influenza virus will cause infections and prepare an appropriate vaccine. Typically, the viruses used to prepare flu vaccine are grown in eggs, but a newer, egg-free version of the vaccine has been developed. In 2017, updated guidelines from the Influenza Vaccine and Egg ''Allergy'' Practice Parameter Workgroup commissioned by the Joint Task Force on Practice Parameters (JTFPP) stated that the risk is so small that even asking patients about egg ''allergy'' is no longer necessary. Health care professionals can now safely administer flu vaccines to people who are ''allergic'' to eggs. Flu viruses may also be made using recombinant technology that does not involve growing the actual flu virus in eggs.''The vaccine is generally effective against the influenza virus within two weeks of administration. The vaccine is only effective against the strains of the virus that match the vaccine. These strains vary from flu season to flu season each year. This is the reason that revaccination is required annually with the vaccine that matches the strains of influenza that are currently prevalent.''Flu vaccine is an inactivated vaccine, meaning that it contains killed influenza virus, or a recombinant vaccine, meaning that it was made without using virus particles at all. Health care providers inject the vaccine into muscles or skin, stimulating the immune system to produce an immune response (antibodies) to the influenza virus.''Medical professionals administer the ""flu shot"" vaccine as a single dose of liquid injected through the skin into muscle (intramuscular or IM). Typically, health care professionals inject the flu vaccine into the deltoid muscle at the side of the arm, using ''alcohol'' rubbed over the skin for sterilization. Health care professionals administer the vaccine annually, each fall. Side effects of the flu vaccine are uncommon.''Two types of vaccines are available: a trivalent vaccine that targets three strains of flu virus, as well as a quadrivalent vaccine that targets four strains. Both the trivalent and quadrivalent vaccines are available as an intramuscular injection. Special vaccines preparations are available for people over 65 years of age that produce a stronger immune response.''The U.S. Centers for Disease Control and ''Prevention'' (CDC) recommends the use of injectable influenza vaccines (either trivalent or quadrivalent, including inactivated influenza vaccines and recombinant influenza vaccines) or the nasal spray vaccine for the influenza season of 2019-20.''The nasal-spray flu vaccine (sometimes called LAIV for live attenuated influenza vaccine, brand name ''FluMist'') was first licensed in 2003. It is directed against the same strains of virus as the flu shot but differs in that it contains weakened live influenza viruses instead of killed viruses and is administered by nasal spray instead of injection. The vaccine is termed an attenuated vaccine because the vaccine viruses are weakened so that they themselves do not cause severe ''flu symptoms''. The nasal spray flu vaccine is approved for use in non-''pregnant'' individuals 2-49 years old. It should not be used for people with certain underlying medical conditions. All LAIV are quadrivalent (four-component).''The live viruses in the nasal-spray vaccine are weakened so that they do not cause severe symptoms. However, mild symptoms can occur as a side effect of the vaccination. Side effects of the nasal-spray flu vaccine can includedrunny nose, ''headache'', ''sore throat'', and ''cough''. Children who receive the vaccine may also develop mild ''fever'' and muscle aches.' "
What flu viruses does the flu vaccine protect against?,"'Flu vaccines are developed each year and are designed to protect against the influenza viruses that are predicted to be the most common during the upcoming season. Some vaccines contain three viral strains (trivalent), while others contain four virus types (quadrivalent).' "
How does the flu vaccine work to prevent the flu?,"'The flu vaccines stimulate the immune system to produce of antibodies in the body that fight the particular flu virus in the vaccination. When the virus enters a vaccinated person, the antibodies attack and kill the virus and prevent infection. Antibodies are produced against the specific strains of the virus contained in the yearly vaccine.''Flu vaccination does not protect against infection caused by microbes other than the influenza virus.' "
Will the flu vaccine help fight the coronavirus?,"'The coronavirus (''SARS''-CoV-2) and influenza are two different illnesses caused by different viruses. The flu shot will not help fight coronavirus infection, but getting a flu shot remains an important step in protecting your health and in reducing the overall burden of respiratory illness in the community. Having enough people vaccinated against the flu ensures that hospitals and clinics keep adequate space to treat patients with coronavirus infections. It is expected that both the coronavirus and the flu may be present at the same time in the 2020-21 flu season, and being vaccinated against the flu helps protect yourself and vulnerable populations against an illness that might happen at the same time as a coronavirus infection.' "
Can you get COVID-19 and the flu at the same time?,"'According to the CDC, ""While it\'s not possible to say with certainty what will happen in the fall and winter (of 2020-21), CDC believes it\'s likely that flu viruses and the virus that causes ''COVID-19'' will both be spreading. In this context, getting a flu vaccine will be more important than ever."" There is no evidence to suggest that it is not possible to have both diseases at the same time.' "
Is it safe to have a coronavirus vaccine if you already had a flu vaccine?,"'There is no coronavirus vaccine currently available, but vaccine developers are working to ensure development of a vaccine that is safe for everyone, including those who have had flu shots. Currently in the absence of a coronavirus vaccine, it is especially important for the 2020-21 flu season to receive a flu shot for its overall health benefits.' "
When should one receive the flu vaccine?,'Health care professionals recommend getting the influenza vaccination before flu season begins in your community. It takes about two weeks for the vaccine to produce a sufficient antibody response against the flu. Flu season can begin in October and last as late as May.' 
Who should receive the flu vaccine?,"'The CDC recommends that every individual over 6 months of age receive the seasonal flu vaccine. While everyone should get a vaccination, it is particularly important for some groups. Vaccination is especially important for people who are at high risk of developing serious complications if they get the flu, such as those with ''asthma'', ''diabetes'', and chronic lung disease as well as pregnant women and those over 65 years of age. It is also important for caregivers to get ''vaccinations'', in addition to those who live with people in these risk groups.' "
Who should not receive the flu vaccine?,"'Those who should avoid the flu vaccine include the following:' People who have ever had a severe allergic reaction to influenza vaccine People with a history of Guillain-Barré syndrome (a severe paralytic illness, also called GBS) that occurred after receiving influenza vaccine and who are not at risk for severe illness from influenza should generally not receive vaccine. People under 65 years of age should not receive the high-dose flu shot. If you are sick with a fever when you go to get your flu shot, you should talk to your doctor or nurse about whether or not you should get your shot later. However, you can get a flu shot at the same time you have a respiratory illness without fever or if you have another mild illness."
What are flu vaccine risks and side effects? Can the flu vaccine give me the flu?,"'Serious side effects of the flu vaccine are uncommon. Side effects of the injection vaccine include soreness at the site of the injection, muscle aching, fever, and feeling unwell. Very rarely, people have reported serious allergic reactions. The viruses in the nasal spray vaccine are weakened and do not cause severe symptoms; they cannot cause you to get the flu. Side effects from the nasal spray may include ''runny nose'', mild fever, ''sore throat'', ''cough'', muscle aches, ''headache'', and ''vomiting''.''Guillain-Barré syndrome (GBS) is an illness characterized by fever, nerve damage, and muscle ''weakness''. In 1976, vaccination with the swine flu vaccine was associated with development of GBS. Studies have evaluated if other flu vaccines were associated with GBS, with only one of the studies showing an association. That single study suggested that one person out of 1 million vaccinated people may be at risk of GBS associated with the vaccine.' 

Read Doctor's View
  "
What should I do about adverse reactions to the flu vaccine?,'You should contact your health care professional in the case of any serious side effects. Mild side effects such as soreness at the injection site typically resolve on their own without treatment.' 
How effective is the flu vaccine (flu shot)?,"'The effectiveness of the flu vaccine is dependent upon the extent of the match between the virus strains used to prepare the vaccine and those viruses in actual circulation. The age and health status of the individual also play a role in determining the effectiveness of the vaccine. While vaccine effectiveness can vary, recent studies show vaccine reduces the risk of flu illness by about 40%-60% among the overall population during seasons when most circulating flu viruses are similar to those used in the vaccines. Similar reductions in the number of people hospitalized with the flu have also been observed. Rates of flu prevention may be even higher in healthy adults under 65 years of age.' "
What was the novel H1N1 (swine flu) vaccine?,"'The H1N1 vaccine was a pandemic vaccine designed to provide immunity against the novel H1N1 flu outbreak in 2009, initially referred to as swine flu. Initially, health care providers gave the H1N1 vaccine to those at highest risk for complications of this illness (children, pregnant women, caregivers of children). Even though the virus proved not to be as deadly as expected, researchers suggest the H1N1 vaccine was effective in reducing the effects of this flu virus.' "
What is the best way to locate a flu vaccine clinic?,"""People can obtain flu shots through a health care professional's office, at community health departments, and at many pharmacies. Additionally, many employers and schools host flu shot clinics. Some employers may offer the vaccine free of charge. A health care professional's office should be able to provide information about flu shot clinics available in the community."" "
What is pneumococcal vaccination?,"'Pneumococcal vaccination is a method of preventing a specific type of lung infection (''pneumonia'') that is caused by the pneumococcus (''Streptococcus'' pneumoniae'') bacterium. There are more than 80 different types of pneumococcus bacteria -- 23 of them covered by the ''vaccine''. The vaccine is injected into the body to stimulate the normal immune system to produce antibodies that are directed against pneumococcus bacteria.''This method of stimulating the normal immune system to be directed against a specific microbe is called immunization. Pneumococcal vaccination is also referred to as pneumococcal immunization.''Pneumococcal vaccination does not protect against ''pneumonia'' caused by microbes other than pneumococcus bacteria, nor does it protect against pneumococcal bacterial ''strains'' not included in the vaccine. It is reassuring to note that of the 80 different serotypes, the vast majority of infections are caused by the 23 serotypes contained in the vaccine.''In children, especially under 2 years of age, a special conjugated vaccine has been developed to stimulate less developed immune systems. Originally only covering seven serotypes, the newer vaccine released in 2010 now covers 13 serotypes of the pneumococcus (''Prevnar 13'').' "
Who should consider pneumococcal vaccination?,"'Pneumococcal vaccination should be considered by people in the following groups:' Adults 65 years of age and older People > 2 years of age with chronic heart or lung disorders, including congestive heart failure, diabetes mellitus, chronic liver disease, alcoholism, spinal fluid leaks, cardiomyopathy, chronic bronchitis, chronic obstructive pulmonary disease (COPD), or emphysema People > 2 years of age with spleen dysfunction (such as sickle cell disease) or lack of spleen function (asplenia), blood malignancy (leukemias), multiple myeloma, kidney failure, organ transplantation, or immunosuppressive conditions, including HIV infection Alaskan natives and certain American Indian populations If elective surgical removal of the spleen (splenectomy) or immunosuppressive therapy is planned, the vaccine is given two weeks prior to the procedure, if possible."
Who should not receive pneumococcal vaccine? What about pregnancy?,"'The ''pneumococcal vaccine'' should not be received by people with a prior history of hypersensitivity reactions to the vaccine.''The safety of the pneumococcus vaccine for ''pregnant'' women has not yet been studied. There is no evidence that the vaccine is harmful to either the mother or the fetus, but pregnant women should consult with their doctor before being vaccinated. Women who are at high risk of pneumococcal disease should be vaccinated before ''becoming pregnant'', if possible.' "
What are side effects of pneumococcal vaccine?,"'Pneumococcal vaccine uncommonly causes side effects. Reported side effects include''The adverse effects are similar and minimal, main soreness at the injection site, ''fatigue'', ''headache'', ''chills'', and diffuse achiness.'   soreness and/or redness at the site of the injection, fever, rash, and allergic reactions."
How is pneumococcal vaccine administered?,"'The pneumococcal vaccine is given as a single injection in adults. The vaccine is injected as a liquid solution of 0.5 mL into the muscle (intramuscular or IM), typically deltoid muscle, or under the skin (subcutaneous or SC). The area injected is typically disinfected by rubbing ''alcohol'' onto the skin prior to the injection. The conjugated Prevnar 13 vaccine is given as a series of four injections in children.''People vaccinated prior to age 65 should be vaccinated at age 65 if five or more years have passed since the first dose. For people with a lack of spleen function (such as in sickle cell disease or after spleen removal), transplant patients, patients with chronic ''kidney disease'', immunosuppressed or immunodeficient people, and others at highest risk of fatal infection, a second dose should be given at least five years after first dose.' "
What if it is not clear what a person's vaccination history is?,"'When indicated, ''vaccines'' should be administered to patients with unknown vaccination status. All residents of ''nursing'' homes and other long-term care facilities should have their vaccination status assessed and documented.''Inactivated ''influenza'' vaccine and ''tetanus'' ''vaccines'' may be given at the same time as or at any time before or after a dose of pneumococcus vaccine. There are no requirements to wait between the doses of these or any other inactivated ''vaccines''.''In July 2000, the American Academy of ''Pediatrics'' (AAP) and the CDC jointly recommended childhood pneumococcal immunization, since pneumococcal infections are the most common invasive ''bacterial infections'' in children in the United States.''""The pneumococcal conjugate vaccine, PCV13 or Prevnar 13, is currently recommended for all children younger than 5 years of age, all adults 65 years or older, and persons 6 through 64 years of age with certain medical conditions,"" according to the 2014 AAP/CDC guidelines. ""Pneumovax is a 23-valent pneumococcal polysaccharide vaccine (PPSV23) that is currently recommended for use in all adults 65 years of age or older and for persons who are 2 years and older and at high risk for pneumococcal disease (e.g., those with sickle cell disease, ''HIV'' infection, or other immunocompromising conditions). PPSV23 is also recommended for use in adults 19 through 64 years of age who smoke cigarettes or who have ''asthma''.""' "
What are the current recommendations for administration of pneumococcal vaccine in healthy adults?,"   Patients who are healthy and have never received the pneumococcal pneumonia vaccine (PPSV23), if equal to or older than 65 years of age, should receive the PCV13 first and then within six months to a one year receive the PPSV23. Those who have already received the PPSV23, should get the PCV13 about one year later. If the person received the PPSV23 over five years earlier, they essentially should be treated as if they never received the vaccine, getting the PCV13 injection, followed about six to 13 months later by the PPSV23. In general, there seems to be a better immune response to the overlapping 13 strains of pneumococcus if the PCV13 is received first. The adverse effects are similar and minimal, main soreness at the injection site, fatigue, headache, chills, and diffuse achiness."
What are vaccine-preventable diseases?,"'Vaccine''-preventable diseases are those diseases for which there is a shot that helps the immune system prepare for an infection. A person develops immunity after he or she has received a vaccine and responded to it. When a vaccinated person is exposed to a virus (for example, ''hepatitis B'') or bacteria (for example, ''diphtheria''), his or her body is able to destroy the virus or bacteria and prevent the disease. No vaccine is perfect, and some people who receive a vaccine can still get the disease. This is why it is important for everyone to get the vaccine. This gives the community what experts call ""herd"" immunity and means that, basically, there are very few people who could serve as a reservoir for the disease. Herd immunity prevents severe outbreaks of diseases.''The following table lists vaccine-preventable diseases:' "
What is the vaccination schedule for adolescents?, 
What is the vaccination schedule for adults?, 
