Questions,Answer
Is it possible to prevent multiple myeloma?,"'Because health care professionals do not fully understand the risk factors for multiple myeloma, it is not a preventable disease. Currently, there is no cure for the disease. Even some individuals who recommend herbal home remedies like cayenne peppers suggest that patients use the herbals with drugs. Individuals should discuss the use of home remedies with their doctor before use.' "
What support systems are available for multiple myeloma?,"""The International Myeloma Foundation (IMF) can provide caregivers and patients information about many aspects of this disease. IMF's phone number is 1-800-452-2873. There are local, state, and national support groups for multiple myeloma and for palliative care.""  "
What is the latest research on multiple myeloma?,"""Experimental studies on multiple myeloma have shown that if stem cells from patients with multiple myeloma are grown in cell culture, patients can improve but could also relapse because the stem cells often were contaminated with a few multiple myeloma cells. However, myxoma virus kills human multiple myeloma cells but not stem cells. Consequently, if stem cells for multiple myeloma patients are treated with myxoma viruses, the patient's stem cells are not contaminated multiple myeloma cells. Researchers have used this method to provide multiple myeloma patients with uncontaminated stem cells successfully preventing relapse of multiple myeloma due to contaminated stem cell cultures.""""Myxoma viruses exclusively infect rabbit's cells and are not infectious to humans, so the researchers tried another method. In a mouse model of multiple myeloma, researchers injected the mice with the myxoma viruses and impressively, according to the researchers, 25% of mice had a complete eradication of multiple myeloma and no evidence of relapse. Researchers plan to try to improve this technique in humans and improve the remission rate."" "
"What is Kawasaki disease, and how do doctors diagnose it?","'The definition of Kawasaki disease is an uncommon illness in children that is characterized by high ''fever'"" of at least 5 days' duration together with at least four of the following five symptoms and signs that occur in the acute phase:""'Doctors use the above criteria to make a diagnosis of Kawasaki disease. Some investigators consider this phase 1. Phase 2 signs and symptoms may occur during the disease and may include:''In phase 3, signs and symptoms slowly abate if there are no complications. However, the person may have irritability, ''tiredness'', and low energy for 1-2 months.''Doctors sometimes use the terminology ""incomplete Kawasaki disease"" for patients who receive a diagnosis with only some features of classical Kawasaki disease.''Most patients (about 77%) are under 5 years of age with a peak incidence at 18 months of age. It is the most common acquired ''heart disease'' in children. Complications may include long-term effects of heart problems and coronary artery abnormalities like ''vasculitis''.''Mucocutaneous ''lymph node'' syndrome is the original name for Kawasaki disease. The original name was quite descriptive because the disease is characterized by the typical changes in the mucous membranes that line the lips and mouth and by the enlarged and tender\xa0lymph nodes. Kawasaki disease is also termed infantile polyarteritis.'   Inflammation with reddening of the whites (conjunctivae) of the eyes (conjunctivitis or pinkeye) without pus Redness or swelling of the feet and/or hands, or generalized skin peeling Rash on body and/or genital area Lymph nodes swelling in the neck Cracking, inflamed lips or throat, or red ""strawberry"" tongue Skin peeling (from red palms and finger tips and reddish swollen feet) Diarrhea Vomiting Abdominal pain Joint pain"
What are causes of Kawasaki disease?,"'The cause is not known. Microorganisms and toxins like that of ''scarlet fever'' have been suspected, but none has been identified to date.''Kawasaki disease typically affects children under 5 years of age. Only rarely does it affect children over 8 years of age, in which case it is sometimes referred to as atypical Kawasaki disease.' It is common for Kawasaki disease to occur after a preceding infection, such as tonsillitis, ear infection, pneumonia, urine infection, or gastrointestinal infection. Genetic factors (genetic variants in some patients) and the immune system (for example, autoimmune disease) seem to play roles in the disease, which is characterized by immune activation. The disease is more common in those of Japanese or Korean descent."
What are the symptoms and signs of Kawasaki disease?,"'The usual symptoms and signs of Kawasaki disease include''The rash appears in a glove-and-sock fashion over the skin of the hands and feet. The rash becomes hard, swollen (edematous), and then peels off.''Most of the common symptoms described above will resolve without complications, even if untreated. Less common findings include''The outlook (prognosis) for an individual affected is primarily determined by the seriousness of any heart complications.'   prolonged fever (about 5 days), reddening of the eyes without pus (pinkeye), cracked and inflamed lips and mucous membranes of the mouth with an inflamed strawberry tongue, ulcerative gum disease (gingivitis), swollen lymph nodes in the neck (cervical lymphadenopathy), joint pain often on both sides of the body, irritability, cough and runny nose, and a rash that is raised and bright red, with cracking and peeling skin (desquamation), especially on the palms and soles. inflammation of the lining of the heart (pericarditis), joints (arthritis), or covering of the brain and spinal cord (meningitis), and the other heart problems listed below in the section on serious complications."
What is the difference between Kawasaki disease and Kawasaki syndrome?,'They are the same. Kawasaki disease is also referred to as Kawasaki syndrome. It was first described in the late 1960s in Japan by the renowned pediatrician Tomisaku Kawasaki.' 
Is Kawasaki disease contagious?,"'No. Kawasaki disease is not believed to be a ''contagious'' illness. However, Kawasaki disease symptoms and signs often start after the patient has had an acute infection with something else. The cause of the preceding illness may be something contagious. ' "
How can Kawasaki disease cause serious complications?,"'Children with Kawasaki disease can develop inflammation of the arteries of various parts of the body.''Because of the potential for heart injury and coronary artery aneurysms, special tests are performed to examine the heart.' This inflammation of the arteries is called vasculitis. Arteries that can be affected include the arteries that supply blood to the heart muscle (the coronary arteries). Vasculitis can cause weakening of the blood vessels and lead to areas of vessel widening (aneurysms). The weakening occurs because of the destruction of the elastic tissue in the walls of the blood vessels. Coronary artery aneurysms occur because of such injury to the blood vessels in Kawasaki disease. Children are typically evaluated with an electrocardiogram (EKG) and an ultrasound test of the heart (echocardiogram). Monitoring for this problem is crucial throughout life as it can develop as a late aftereffect of Kawasaki disease. Other arteries that can become inflamed include the arteries of the lungs, neck, and abdomen. These effects can lead to breathing problems, headaches, and abdominal pain, respectively. Blood tests to measure the degree of inflammation (such as C-reactive protein, or CRP, and erythrocyte sedimentation rate, or ESR) are often used to monitor the activity of the disease."
What is the treatment for Kawasaki disease?,"'Children affected by Kawasaki disease are hospitalized.''Kawasaki disease that is not responding to the traditional cornerstones of treatment, aspirin and gamma globulin infusions, can be deadly.'' Treatments being investigated include ''doxycycline'', statin drugs (''Lipitor'', ''Mevacor'', others), ''anakinra'' (''Kineret''), and ''cyclosporine'' (''Neoral'').'   Kawasaki disease is treated with high doses of aspirin (salicylic acid) to reduce inflammation and to mildly thin the blood to prevent blood clot formation. This is one of the few times when children may take aspirin. Also used in treatment is gamma globulin administered through the vein (intravenous immunoglobulin or IVIG), together with fluids. This treatment has been shown to decrease the chance of developing coronary aneurysms in the coronary arteries, especially when used early in the illness. Sometimes cortisone medications are given. Persisting joint pains are treated with anti-inflammatory drugs, such as ibuprofen (Advil) or naproxen (Aleve). Plasma exchange (plasmapheresis) has been reported as effective in patients who were not responding to aspirin and gamma globulin. Plasmapheresis is a procedure whereby the patient's plasma is removed from the blood and replaced with protein-containing fluids. By taking out portions of the patient's plasma, the procedure also removes antibodies and proteins that are felt to be part of the immune reaction that is causing the inflammation of the disease."
What is the prognosis for children with Kawasaki disease?,"'Kawasaki disease is typically self-limited and generally resolves on its own after four to eight weeks, and with early treatment, full recovery is usual.''Rarely, Kawasaki disease can cause death from ''blood clots'' forming in abnormal areas of widening (aneurysms) of the heart arteries (coronary arteries) and ''myocarditis'' (inflammation of heart muscle). Aneurysms of the arteries to the heart (coronary arteries) can occur early or late, even when the children are adults so follow-up is recommended for those patients diagnosed with the disease. Those children with larger aneurysms have a worse prognosis because of this risk. Such aneurysms can lead to blood clots, ''heart attacks'' (''myocardial infarction''), and ''internal bleeding''. Those whose echocardiograms do not demonstrate widening of the coronary arteries throughout life do best. Those with any signs of ''aneurysm'' changes require very close monitoring. Children less than 6 months of age and those with high levels of inflammation on blood testing are at highest risk.''The earlier the diagnosis is made and treatment is begun the better the outcome.''Researchers are searching for methods of detecting which children are at risk for the development of aneurysms of the coronary arteries. Further research is under way to investigate a variety of criteria for atypical variants of Kawasaki disease that do not have classical presentations.' "
Is it possible to prevent Kawasaki disease?,"'Because the cause of Kawasaki disease has not been determined, there are no measures known that can prevent the disease. ''Early evaluation and treatment can decrease the chance for long-term problems and/or complications.' "
Kawasaki disease and the new multisystem inflammatory syndrome in children (MIS-C),"'Another disease recently noted to have almost identical signs and symptoms to Kawasaki disease has been linked to the ''COVID-19'' (coronavirus) pandemic. The new disease seems more virulent than Kawasaki disease. The CDC named the disease (as of May 14, 2020) multisystem inflammatory syndrome in children or MIS-C. The following is the case definition for MIS-C provided by the CDC:'' The CDC noted the fever should be at least 100.4 F (38 C) for at least 24 hours or a subjective fever lasting 24 hours. The main differences between MIS-C and Kawasaki disease are a more rapid and serious advancement of symptoms, especially fever and multisystem organ problems like cardiac and respiratory problems along with a current or recent infection with ''SARS''-CoV-2. Some children suffer a rapid heartbeat and may develop cardiac and/or respiratory arrest. ' An individual under 21 years of age with fever, laboratory evidence of inflammation, and evidence of clinically severe illness requiring hospitalization with multisystem (>2) organ involvement (cardiac, renal, respiratory, hematologic, gastrointestinal, dermatologic or neurological); 
and no alternative plausible diagnoses; and positive for current or recent SARS-CoV-2 infection by reverse-transcriptase polymerase chain reaction, serology, 
or antigen test; or COVID-19 exposure within the 4 weeks prior to the onset of symptoms."
What are Kegel exercises for men?,"'Kegel exercises or pelvic floor muscle exercises consist of repeated contraction and realization of the muscles that form part of the pelvic floor, to strengthen the pelvic floor. Arnold Kegel first described the exercises in 1948, and historically the exercises treated female patients in an effort to aid with ''stress'' ''incontinence'' following ''childbirth''. However, with time pelvic floor muscle therapy and other forms of behavioral therapy have been demonstrated to be useful in a variety of conditions, including ''overactive bladder'', male lower urinary tract symptoms, post radical ''prostatectomy'', ''urinary incontinence'', ''erectile dysfunction'' and climacteric, ''fecal incontinence'', and ''premature ejaculation''. Unlike typical ''exercise'"" routines, these exercises don't require the participant to buy any weights or expensive machines. However, the success of Kegel exercises is dependent on the proper performance of the exercises."" "
What are the benefits of Kegel exercises for men?,"'In men, Kegel exercises are primarily a first-line therapy in men with ''urinary incontinence'' after a radical ''prostatectomy''. Studies have demonstrated that patients should start pelvic floor muscle therapy prior to radical prostatectomy and continue postoperatively for the best results.''Overactive bladder symptoms'' can occur in men as well as women. Contraction of the pelvic floor muscles can suppress bladder contractions and thus pelvic floor muscle therapy is a part of the first-line management of ''overactive bladder''.''Researchers have evaluated the role of pelvic floor muscle therapy, Kegel exercises, in the management of ''erectile dysfunction'' and ''orgasm'' associated urinary ''incontinence'' (climacturia) after radical prostatectomy. One study demonstrated that men with ''erectile dysfunction'' and climacturia one year after nerve-sparing radical prostatectomy had significantly improvement in erectile function with pelvic floor muscle training at 15 months and that the effect was maintained during follow-up. In addition, in those men performing pelvic floor muscle therapy, there was a significant improvement in climacturia.''Pelvic floor muscle therapy, Kegel exercises, is helpful in men with ''premature ejaculation''. In fact, in one study, pelvic floor therapy consisting of biofeedback, pelvic exercises and electrostimulation led to a cure in premature ejaculation in 50% of patients with a history of lifelong premature ejaculation, within two to six months of starting therapy.''Kegel exercises treats nocturia (awakening at night to urinate). A preliminary study showed that behavioral therapy (including pelvic floor muscle exercises) in men, alone or in combination with an alpha-blocker (medical therapy for benign ''prostate enlargement''), consistently showed large favorable effects on ''sleep'', nocturia reduction, and quality of life.''Kegel exercises are harmless if performed correctly. Some people have reported chest and ''abdominal pain'"", but these occurrences are the result of inappropriately performed exercises. Proper education and performance of the Kegel exercises is important to achieve the best results. Patients can learn how to properly perform Kegels at their doctor's office, via paper instructions, or online tutorials. However, success will depend on the contracting the proper muscles regularly.""  "
How can men perform Kegel exercises?,"'Prior to beginning the exercises, it is important to localize the pelvic floor muscles. A simple way to start is to attempt to stop urine flow midway through. The muscles allowing for the pause in urination are the ones targeted by the Kegel exercises. However, several studies have demonstrated the importance of contracting the appropriate muscles and one study demonstrated significant differences in the muscles contracted with the following commands: ""shorten the penis,"" ""elevate the bladder,"" and ""tighten the anus."" Thus, if one is not responding to therapy, a health care professional should ensure that the patient contracts the correct muscles. Such therapy includes a transperineal ''ultrasound'' (placing the ''ultrasound'' probe on the area below the scrotum and in front of the anus). Ultrasound evaluation can also be performed transabdominal.''The first technique requires a contraction of the anus muscles as if trying to hold in ''gas''. The feeling of a pulling or lifting sensation on the anus tells you that you are performing the ''exercise'' correctly.''The second requires the use of a mirror in order to observe the movement of your penis vertically without moving the rest of your body. An elevator analogy can illustrate the ''exercise''. The anus, in this case, can represent an elevator. The goal of the ''exercise'' is to bring up the elevator over five seconds to its maximal level and then to bring it gradually back down to the resting level.''The techniques are interchangeable. Men can perform a different technique each day. However, the important thing is always to use only the pelvic muscles. When men first start performing these exercises, they may use other muscles to help them. Often, they may use their abdominal or gluteal Maximus (buttocks) muscles. It is thus important to become aware of which muscles one contracts. It is also important to avoid holding the breath or crossing the legs.'""Arguably, one of the strongest points of Kegel exercises is that they can be performed anywhere without anyone but the participant noticing. Unlike typical core exercises for men requiring sit-ups, planking, or other unusual positions, Kegel exercises can be performed during a variety of activities such as shaving, sitting at one's desk, or even while driving."" "
How often should men perform Kegel exercises?,"""Men are accustomed to exercises such as push-ups or sit-ups. However, a very small proportion of them knows how to perform Kegel exercises. This is unfortunate since many doctors recommend incorporating these into one's core routine.""'Unlike typical workouts for men, there is no magic number of sets one should do in a day when it comes down to Kegel exercises. However, men should perform at least two sessions of Kegel exercises every day. To keep things simple, men should perform their first session in the morning and their second at night. A session comprises of 10-30 individual contractions and relaxation exercises. Each exercise should last 10 seconds divided into five seconds of contraction and five seconds of relaxation. Once a man excels at performing these, he can do them in different positions. Of the 10-30 exercises, he can do one-third while laying down, one-third while sitting, and one-third while standing. Counting aloud certainly helps, and as time goes by, many men are surprised at the ease with which they can perform the exercises that at first seemed unnatural to them.''This is of the greatest importance for men undergoing prostate surgery, either for ''prostate cancer'' needing radical prostatectomy (complete prostate removal) or for ''benign prostatic hyperplasia'' (''BPH'') needing transurethral resection of the prostate. Both of such surgeries reduce the resistance to the bladder that can result in postsurgical urinary incontinence. As we can see from the following image, the anatomic changes reduce bladder outlet resistance. As such, strengthening the pelvic floor and sphincter are of paramount importance and Kegel exercises can help. Ideally, the Kegel exercises should start prior to the surgery and continue after the surgery.' "
How long does it take to see results from Kegel exercises?,"'Patients commonly experience results, such as improved urinary continence, within three to six weeks of regularly performing Kegel exercises. As with any exercise routine, the key to obtaining results quickly depends on efficient, targeted, and frequent exercise techniques.'  "
What are Kegel exercises?,"'Kegel exercises are designed to make your pelvic floor muscles stronger. These are the muscles that hold up your bladder and help keep it from leaking.''Building up your pelvic muscles with Kegel exercises can help with your bladder control. ''To do Kegel exercises, you just squeeze your pelvic floor muscles. The part of your body including your hip bones is the pelvic area. At the bottom of the pelvis, several layers of muscle stretch between your legs. The muscles attach to the front, back, and sides of the pelvic bone. ' "
How do you exercise your pelvic muscles?,"'Find the right muscles''. Try one of the following ways to find the right muscles to squeeze.''Let your doctor, nurse, or therapist help you''. Many people have trouble finding the right muscles. Your doctor, nurse, or therapist can check to make sure you are doing the exercises correctly. You can also ''exercise'' by using special weights or biofeedback. Ask your health care team about these ''exercise'' aids. '""Don't squeeze other muscles at the same time"""". Be careful not to tighten your stomach, legs, or other muscles. Squeezing the wrong muscles can put more pressure on your bladder control muscles. Just squeeze the pelvic muscle. Don't hold your breath. """"Repeat, but don't overdo it""'. At first, find a quiet spot to practice - your bathroom or ''bedroom -- so'' you can concentrate. Lie on the floor. Pull in the pelvic muscles and hold for a count of 3. Then relax for a count of 3. Work up to 10 to 15 repeats each time you ''exercise''. Use the ''Exercise'' Log below to keep track of your sessions. ''Do your pelvic exercises at least three times a day''. Every day, use three positions: lying down, sitting, and standing. You can exercise while lying on the floor, sitting at a desk, or standing in the kitchen. Using all three positions makes the muscles strongest. ''Be patient'"". Don't give up. It's just 5 minutes, three times a day. You may not feel your bladder control improve until after 3 to 6 weeks. Still, most women do notice an improvement after a few weeks. ""'Sunday''Monday''Tuesday''Wednesday''Thursday''Friday''Saturday' Imagine that you are trying to stop passing gas. Squeeze the muscles you would use. If you sense a ""pulling"" feeling, you are squeezing the right muscles for pelvic exercises.  Imagine that you are sitting on a marble and want to pick up the marble with your vagina. Imagine ""sucking"" the marble into your vagina.  Lie down and put your finger inside your vagina. Squeeze as if you were trying to stop urine from coming out. If you feel tightness on your finger, you are squeezing the right pelvic muscles.  I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times. I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times. I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times. I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times. I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times. I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times. I exercised my pelvic muscles ____ times. I spent ____ minutes exercising. At each exercise session, I squeezed my pelvic muscles ____ times."
What is a keloid scar?,"'Keloids can be considered to be ""''scars'' that don\'t know when to stop."" A keloid, sometimes referred to as a keloid scar, is a tough heaped-up scar that rises quite abruptly above the rest of the skin. It usually has a smooth top and a pink or purple color. Keloids are irregularly shaped and tend to enlarge progressively. Unlike scars, keloids do not regress over time.'  "
What is the cause of keloids?,"'Doctors do not understand exactly why keloids form. Alterations in the cellular signals that control proliferation and inflammation may be related to the process of keloid formation, but these changes have not yet been characterized sufficiently to explain this defect in ''wound'' healing.'  "
What are keloid risk factors?,"'Individuals with darkly pigmented skin are 15 times more likely to develop keloids, with those of African, Hispanic, and Asian ethnicity are at greatest risk. Keloids are equally common in women and men. Keloids are less common in children and the elderly. Although people with darker skin are more likely to develop them, keloids can occur in people of all skin types. In some cases, the tendency to form keloids seems to run in families. A mutation in a gene known as NEDD4 gene may indicate that a person has a predisposition to keloid formation.' "
In which area of the body are keloids most likely to appear?,"'Keloids develop most often on the chest, back, shoulders, and earlobes. They seldom develop on the face (with the exception of the jawline).'  "
