Questions,Answer
How long do pacemaker batteries last?,"'Pacemaker batteries last between 5 and 15 years (average 6 to 7 years), depending on how active the pacemaker is. Your doctor will replace the generator along with the battery before the battery starts to run down.''Replacing the generator and battery is less-involved surgery than the original surgery to implant the pacemaker. Your pacemaker wires also may need to be replaced eventually.''Your doctor can tell you whether your pacemaker or its wires need to be replaced when you see him or her for followup visits.' "
"Urinary incontinence products for men 
introduction","'Lots of men hate the idea of using ''incontinence'' products ''--'' the so-called adult diapers, urine collection ''bags'"", and catheters. But if you're having a problem with male ""'incontinence'"", these products can really help. They can prevent embarrassing accidents, simplify your life, and increase your confidence. Here's a rundown of some of your options."" "
What are urinary incontinence pads and other absorbent products?,"'Incontinence pads and other absorbent products.'"" While women grow up using pads (albeit of a different sort), men can find the idea pretty weird and distressing. But these incontinence products can be enormously helpful. They can prevent leaking onto your clothes, control odor, and prevent skin irritation. What's more, just knowing that you're protected can make you feel a lot better.""""Of course, there are so many types available that you may not know where to start. The best choice depends on your symptoms. If you're just having occasional leaking or dribble, a""' drip collector'' ''--'' an absorbent padded sheath that goes around the penis -- might do the trick. For mild cases,'' an incontinence pad i'""nserted into the underwear and held in place with an adhesive strip might work. If you're having more severe incontinence, a larger ""'guard'' or pair of absorbent ''underwear '""may be what you need. Some briefs are washable; others are disposable. If you're confused about what type will work best for you, just ask your doctor for advice. It may take some experimentation before you find a type of incontinence product that works and feels comfortable for you."" "
What are urinary incontinence external catheters?,"'External catheters.'"" Unlike the catheters used at the hospital, external catheters for male incontinence are silicone or latex devices that go over the penis instead of into the urethra. They're usually rolled on like ""'condoms'"". The urine is sent through a tube into a drainage bag. Some men only use these devices at night. To prevent leaks, it's very important to get the right fit and to follow the instructions from the manufacturer."" "
What are urinary incontinence drainage bags?,"'Drainage bags.'' These are just the ''plastic'' bags that you would attach to a catheter. Larger ones are called ""bedside bags"" and are hung near the bed. Smaller ones can be worn on the body, attached to the abdomen or leg with straps. ' "
What are urinary incontinence underpads?,'Underpads.'' These incontinence products are basic waterproof pads or covers that can be placed on furniture or mattresses to protect against leaks. They add an extra level of protection. ' 
What are urinals and other toilet substitutes?,"'Urinals and other toilet substitutes. '""When getting to the bathroom isn't possible, ""'plastic'' urinals can be a big help for male incontinence. These are plastic containers that a man can urinate into. They may be particularly helpful if you have urge incontinency, which makes it tough to get to the bathroom fast enough. You can keep one by the bed and another in the car in case you get stuck somewhere without a bathroom.' "
What are urinary incontinence penile clamps?,"'Penile clamps.'' They may sound unpleasant, but for certain men, penile clamps ''--'' also called ""external compression devices"" ''--'"" can make a big difference. A small amount of pressure exerted on the penis can temporarily close off the urethra, stopping any potential leakage. The part that fits around the penis is soft foam and shouldn't be uncomfortable. These devices aren't right for everyone, so talk to your doctor. Using them too often could cause circulation problems, skin irritation, and strictures. Generally, they're only meant to be used for a couple of hours at a time."" "
Where can you find men's urinary incontinence products?,"'Incontinence pads and disposable undergarments are usually available at drugstores and supermarkets. For other male incontinence products, a medical supply store might be your best bet.'""If you're anxious about buying incontinence products publicly, just look online. You should be able to find just about anything you want at an online superstore or online medical supply company. However, before spending a lot of money on a male incontinence product, check with a doctor to make sure it's likely to help."" "
How do you use male urinary incontinence products?,"""Some guys don't want to try ""'urinary incontinence'"" products because they feel like it's a sign of defeat. Once they start buying pads, they think, they'll be stuck buying them for the rest of their lives. But remember that a lot of men may only need incontinence products temporarily. For instance, if you've just had prostate surgery, using some of these products may help get you through while you're healing. Other men rely on incontinence products for a short time while their doctors figure out the underlying cause of their problems.""'Think of incontinence products as valuable tools to help you get by. They may not be a long-term solution, but they can vastly improve your quality of life right now.''WebMD Medical Reference' "
Paget disease of the breast key points," Paget disease of the breast is a rare type of cancer involving the skin of the nipple and, usually, the darker circle of skin around it, known as the areola. Most of the time, people with Paget disease of the breast also have one or more tumors inside the same breast. Paget disease of the breast may be misdiagnosed at first because its early symptoms are similar to those caused by some benign skin conditions. The outlook for people diagnosed with Paget disease of the breast depends on a variety of factors, including the presence or absence of invasive cancer in the affected breast and, if invasive cancer is present, whether or not it has spread to nearby lymph nodes."
What is Paget disease of the breast?,"'Paget disease of the breast (also known as ''Paget disease of the nipple'' and mammary Paget disease) is a rare type of cancer involving the skin of the nipple and, usually, the darker circle of skin around it, which is called the areola. Most people with Paget disease of the breast also have one or more tumors inside the same breast. These breast tumors are either ductal ''carcinoma in situ'' or invasive ''breast cancer''.''Paget disease of the breast is named after the 19th century British doctor Sir James Paget, who, in 1874, noted a relationship between changes in the nipple and ''breast cancer''. (Several other diseases are named after Sir James Paget, including Paget disease of bone and extramammary Paget disease, which includes Paget disease of the vulva and Paget disease of the penis. These other diseases are not related to Paget disease of the breast. This fact sheet discusses only Paget disease of the breast.)''Malignant cells known as Paget cells are a telltale sign of Paget disease of the breast. These cells are found in the ''epidermis'' (surface layer) of the skin of the nipple and the areola. Paget cells often have a large, round appearance under a microscope; they may be found as single cells or as small groups of cells within the epidermis.'  "
Who gets Paget disease of the breast?,"'Paget disease of the breast occurs in both women and men, but most cases occur in women. Approximately 1 to 4 percent of all cases of breast cancer also involve Paget disease of the breast. The average age at diagnosis is 57 years, but the disease has been found in adolescents and in people in their late 80s.' "
What causes Paget disease of the breast?,"'Doctors do not fully understand what causes Paget disease of the breast. The most widely accepted theory is that cancer cells from a tumor inside the breast travel through the milk ducts to the nipple and areola. This would explain why Paget disease of the breast and tumors inside the same breast are almost always found together.''A second theory is that cells in the nipple or areola become cancerous on their own. This would explain why a few people develop Paget disease of the breast without having a tumor inside the same breast. Moreover, it may be possible for Paget disease of the breast and tumors inside the same breast to develop independently.' "
What are the symptoms of Paget disease of the breast?,"'The symptoms of Paget disease of the breast are often mistaken for those of some benign skin conditions, such as ''dermatitis'' or ''eczema''. These symptoms may include the following:''Because the early symptoms of Paget disease of the breast may suggest a benign skin condition, and because the disease is rare, it may be misdiagnosed at first. People with Paget disease of the breast have often had symptoms for several months before being correctly diagnosed.'   Itching, tingling, or redness in the nipple and/or areola Flaking, crusty, or thickened skin on or around the nipple A flattened nipple Discharge from the nipple that may be yellowish or bloody"
How is Paget disease of the breast diagnosed?,"'A nipple biopsy allows doctors to correctly diagnose Paget disease of the breast. There are several types of nipple biopsy, including the procedures described below.''In some cases, doctors may remove the entire nipple. A pathologist then examines the cells or tissue under a microscope to look for Paget cells.''Most people who have Paget disease of the breast also have one or more tumors inside the same breast. In addition to ordering a nipple biopsy, the doctor should perform a clinical breast exam to check for lumps or other breast changes. As many as 50 percent of people who have Paget disease of the breast have a ''breast lump'' that can be felt in a clinical breast exam. The doctor may order additional diagnostic tests, such as a diagnostic ''mammogram'', an ''ultrasound'' exam, or a ''magnetic resonance imaging'' scan to look for possible tumors.'  Surface biopsy: A glass slide or other tool is used to gently scrape cells from the surface of the skin. Shave biopsy: A razor-like tool is used to remove the top layer of skin. Punch biopsy: A circular cutting tool, called a punch, is used to remove a disk-shaped piece of tissue. Wedge biopsy: A scalpel is used to remove a small wedge of tissue."
How is Paget disease of the breast treated?,"'For many years, mastectomy, with or without the removal of lymph nodes under the arm on the same side of chest (known as axillary ''lymph node'' dissection), was regarded as the standard surgery for Paget disease of the breast. This type of surgery was done because patients with Paget disease of the breast were almost always found to have one or more tumors inside the same breast. Even if only one tumor was present, that tumor could be located several centimeters away from the nipple and areola and would not be removed by surgery on the nipple and areola alone.''Studies have shown, however, that breast-conserving surgery that includes removal of the nipple and areola, followed by whole-breast ''radiation'' therapy, is a safe option for people with Paget disease of the breast who do not have a palpable lump in their breast and whose mammograms do not reveal a tumor.''People with Paget disease of the breast who have a breast tumor and are having a mastectomy should be offered ''sentinel lymph node biopsy'' to see whether the cancer has spread to the axillary lymph nodes. If cancer cells are found in the sentinel lymph node(s), more extensive axillary lymph node surgery may be needed. Depending on the stage and other features of the underlying breast tumor (for example, the presence or absence of lymph node involvement, estrogen and ''progesterone'' receptors in the tumor cells, and HER2 protein overexpression in the tumor cells), adjuvant therapy, consisting of chemotherapy and/or hormonal therapy, may also be recommended.'  "
What is the prognosis for people with Paget disease of the breast?,"'The prognosis, or outlook, for people with Paget disease of the breast depends on a variety of factors, including the following:''The presence of invasive cancer in the affected breast and the spread of cancer to nearby lymph nodes are associated with reduced survival.'""According to NCI's Surveillance, Epidemiology, and End Results program, the 5-year relative survival for all women in the United States who were diagnosed with Paget disease of the breast between 1988 and 2001 was 82.6 percent. This compares with a 5-year relative survival of 87.1 percent for women diagnosed with any type of breast cancer. For women with both Paget disease of the breast and invasive cancer in the same breast, the 5-year relative survival declined with increasing stage of the cancer (stage I, 95.8 percent; stage II, 77.7 percent; stage III, 46.3 percent; stage IV, 14.3 percent)."" Whether or not a tumor is present in the affected breast If one or more tumors are present in the affected breast, whether those tumors are ductal carcinoma in situ or invasive breast cancer If invasive breast cancer is present in the affected breast, the stage of that cancer"
What research studies are under way on Paget disease of the breast?,"'Randomized controlled ''clinical trials'', which are considered the ""gold standard"" in cancer research, are difficult to perform for Paget disease of the breast because very few people have this disease (4, 10). However, people who have Paget disease of the breast may be eligible to enroll in clinical trials to evaluate new treatments for breast cancer in general, new ways of using existing breast cancer treatments, or strategies for preventing ''breast cancer recurrence''.''Information about current breast cancer treatment clinical trials is available by searching NCI\'s list of cancer clinical trials. ""Paget disease"" can be used as a key word to limit the search results.'""Alternatively, contact NCI's Cancer Information Service at 1-800-4-CANCER (1-800-422-6237) for information about clinical trials."" "
What is Paget's disease?,"'Paget\'s disease is a chronic condition of bone characterized by disorder of the normal bone remodeling process. Normal bone has a balance of forces that act to lay down new bone and take up old bone. This relationship (referred to as ""bone remodeling"") is essential for maintaining the normal calcium levels in our blood. In bone affected by Paget\'s disease, one or more localized areas of bone are affected by abnormal bone remodeling, which is disturbed and not synchronized. As a result, the bone that is formed is abnormal, enlarged, not as dense, brittle, and prone to breakage (''fracture'').'""Paget's disease affects older skeletal bone of adults. It's estimated that 1% of adults in the U.S. have Paget's disease. There is also an extremely rare form of Paget's disease in children, referred to as juvenile Paget's disease. Paget's disease is also known as osteitis deformans and Paget disease."" "
What are the types of Paget's disease?,"'There are two types of '""Paget's disease of bone"""". When a single site of bone is affected by Paget's disease, it is referred to as the monostotic type. When multiple sites of bone are affected by Paget's disease, it is referred to as the polyostotic type."" "
What causes Paget's disease?,"""It is not known what causes Paget's disease. Paget's disease is felt to be a disease of a particular cell that is responsible for bone resorption, the osteoclast."" "
What are risk factors for Paget's disease?,"""The onset of Paget's disease is typically after 55 years of age. Recently, certain genes have been associated with Paget's disease, including the Sequestrosome 1 gene on chromosome 5. Virus infection may be necessary to trigger Paget's disease in people who have ""'inherited'"" the genetic tendency to develop the condition by having these genes. Paget's disease is inherited in approximately one-third of patients. Therefore, it is not uncommon for a patient with the condition to have a family history of the disease."" "
Who discovered Paget's disease?,"""Paget's disease is named after the English surgeon Sir James Paget, who described the condition in 1877. Paget also discovered the worm that causes ""'trichinosis'' and described what is called '""Paget's disease of the breast""'. Together with Rudolph Virchow in Germany, Paget was one of the founders of pathology.' "
What are Paget's disease symptoms and signs?,"""Paget's disease causes no symptoms in a majority of those with the condition and is often incidentally noted when X-ray tests are obtained for other reasons. However, Paget's disease can cause bone pain, deformity, fracture, and ""'arthritis'"". The bone pain of Paget's disease is located in the affected area of bone. The most common bones affected by Paget's disease include the spine, the thigh bone (femur), the pelvis, the skull, the collarbone (clavicle), and the upper arm bone (humerus). Fractures can occur because affected bone is not as strong as normal bone. Arthritis occurs because of the deformity of affected bone adjacent to the joint and because of bowing of affected long bones. The type of arthritis that results is ""'osteoarthritis''.'""The symptoms of Paget's disease depend on the bones affected and the severity of the disease. Enlarged bones can pinch adjacent nerves, causing tingling and numbness. Bowing of the legs can occur. Hip or knee involvement can lead to arthritis, ""'limping'', as well as pain and ''stiffness'' of the hip or knee. ''Headache'', ''loss of vision'', and ''hearing loss'"" can occur when bones of the skull are affected. With very widespread Paget's disease, it is possible to develop ""'congestive heart failure'' due to an increased workload on the ''heart''. Sometimes the skin overlying the involved bone is warmer than usual. This is because of the increased blood supply to pagetic bone.'  "
What specialties of doctors diagnose and treat Paget's disease?,"""Paget's disease is treated by generalists, including general and family medicine doctors and internists, as well as specialists including ""'rheumatologists'', orthopedic surgeons, and otolaryngologists (ENT physicians) for ''hearing'"" loss. Frequently, the care of individuals with Paget's disease is a coordinated effort between several health care professionals depending on its location, symptoms, and complications."" "
How do health care professionals make a diagnosis of Paget's disease?,"""Health care professionals make a diagnosis of Paget's disease based on the X-ray appearance. Doctors also may detect Paget's disease with other imaging tests, such as a ""'bone scan'', ''MRI'' scan, and ''CT scan'' to make a diagnosis. ''Alkaline phosphatase'"", an enzyme that comes from bone, is frequently elevated in the blood of people with Paget's disease as a result of the abnormal bone turnover of actively remodeling bone. This blood test is also referred to as the serum ""'alkaline phosphatase'"" (SAP) and is used to monitor the results of treatment of Paget's disease.""""The bone scan is particularly helpful in determining the extent of the involvement of Paget's disease as it provides an image of the entire skeleton. Bone that is affected by Paget's disease can easily be identified with bone scanning images. A bone biopsy is generally not necessary to make the diagnosis of Paget's disease. Bone biopsy would be considered if there was a suspicion of ""'cancer'' or abnormal lesion in the involved bone.' "
What is the medical treatment for Paget's disease?,"""The medical treatment of Paget's disease is directed toward controlling the disease activity and managing its complications. When Paget's disease causes no symptoms and blood testing shows that the level of serum alkaline phosphatase is normal or minimally elevated, no treatment may be necessary. Bone pain can require anti-inflammatory ""'drugs'' (''NSAIDs'"") or pain-relieving medicines. Bone deformity can require supports such as heel lifts or specialized footwear. Surgery may be necessary for damaged joints, fractures, severely deformed bones, or when nerves are being pinched by enlarged bone. Prior to undergoing surgery on bone affected by Paget's disease, it is helpful for doctors to treat patients with medications, such as bisphosphonates or ""'calcitonin'' (Miacalcin), as this tends to diminish the risk of surgical complications, including bleeding.'""The medical treatment of the bone of Paget's disease involves either medicines called bisphosphonates or injectable calcitonin. Doctors more commonly use these drugs to treat certain patients with ""'osteoporosis'"". Paget's disease is not related to ""'osteoporosis'"", however. Furthermore, the dosing of the medications are different for Paget's disease and ""'osteoporosis''.'""Bisphosphonates are the mainstay of treatment for Paget's disease of bone. There are a number of medicines available that are taken by mouth, including ""'alendronate'' (''Fosamax''), ''risedronate'' (''Actonel''), ''etidronate'' (''Didronel''), and ''tiludronate'' (''Skelid''), and that are administered intravenously, including pamidronate (''Aredia'') and zoledronate (''Reclast''). In general, oral bisphosphonates are taken first thing in the morning on an empty stomach with 8 ounces of water; the medicine can cause irritation of the stomach and ''esophagus'' and are usually avoided in those patients with ''gastroesophageal reflux disease'' (''GERD''). Intravenous bisphosphonates can be given to those with ''GERD''. Intravenous bisphosphonates can cause temporary muscle and ''joint pain'' but are not associated with irritation of the stomach or esophagus.'  "
Are there home remedies for Paget's disease?,"""There are no specific home remedies for Paget's disease of bone. Topical pain salves, ""'over-the-counter'' pain relievers, orthopedic support devices, including canes and splints, all can be helpful in certain patients.' "
What are complications of Paget's disease?,"""Complications of Paget's disease include bone pain, fracture of bone, deformity, nerve irritation (impingement), arthritis, localized skin warmth, and rarely, sarcoma, a form of ""'bone cancer''. Sarcoma of bone is also referred to as ''osteosarcoma'"" and is rare (less than 1% of patients with the condition). Abnormalities of calcium and phosphorus balance are common. Bleeding can occur during surgery, when affected bone is operated on, because of an increased blood supply to the bone. When Paget's disease affects the area of the skull adjacent to the nerves of hearing, it can sometimes lead to hearing loss due to pressure on the nerves."" "
What is the prognosis for Paget's disease?,"""The outlook is generally good, particularly if treatment is given before major changes in the affected bones have occurred. Paget's disease occurs most frequently in the spine, skull, pelvis, and the long bones of the thighs and lower legs. In general, symptoms progress slowly. Paget's disease is not a ""'bone cancer'"", and the disease does not spread to normal bones. Overall health of the patient is usually not affected by Paget's disease. Treatment can control Paget's disease and lessen symptoms, but treatment does not cure Paget's disease. Sarcoma form of bone ""'cancer'', though rare, can seriously affect overall health.' "
Is it possible to prevent Paget's disease?,"""There is no way to prevent Paget's disease of bone."" "
Where can I find more information about Paget's disease?,"""For further information, contact the Paget's Disease Foundation.""""The Paget's Disease Foundation""'120 Wall Street, Suite 1602''New York, NY 10005-4001''Phone: 212-509-5335''Fax: 212-509-8492''[email\xa0protected]' "
Paget disease of the breast key points," Paget disease of the breast is a rare type of cancer involving the skin of the nipple and, usually, the darker circle of skin around it, known as the areola. Most of the time, people with Paget disease of the breast also have one or more tumors inside the same breast. Paget disease of the breast may be misdiagnosed at first because its early symptoms are similar to those caused by some benign skin conditions. The outlook for people diagnosed with Paget disease of the breast depends on a variety of factors, including the presence or absence of invasive cancer in the affected breast and, if invasive cancer is present, whether or not it has spread to nearby lymph nodes."
