Questions,Answer
What are warts? What causes warts? Are warts contagious?,"'Warts are local growths in the skin caused by ''human papillomavirus'' (''HPV'') infection. There are over 100 types of HPV. Some HPV types infect the genital and oral mucosa and produce large masses, which can occasionally become cancerous. Other HPV types are responsible for benign common skin warts that are not associated with ''cancer''. Although warts are considered to be ''contagious'', it is not uncommon for just one family member to have them. In addition, they often affect just one part of the body (such as the hands or the ''feet''), but they can be spread to other areas. The form taken by the wart infection seems to be partially dependent on the genetic type of the wart virus, as well as its anatomical location. For example, the same type of wart virus can cause common hand warts, as well as plantar warts.'  "
What are the symptoms and signs of the different types of warts?," There are familiar type of dome-shaped warts on the backs of fingers, toes, and knees. These warts often have small black dots on their surfaces, which represent multiple thrombosed (clotted) capillaries. Some people mistakenly call these dots ""seed warts."" Plantar warts are found on the sole (plantar surface) of the foot (not to be mislabeled as a planter's wart). Similar in appearance are warts on the palms (palmar warts). Small warts growing in clusters on the plantar surface of the foot have been called mosaic warts. Flat (""plane"") warts may arise on the face, legs, and other parts of the body, often in large numbers. Periungual warts are warts around or under the nail. Filiform warts have a single long stalk, often on the face. Most warts have a rough surface, as well as a number of black pinpoint spots that represent small clotted capillaries. Traumatized warts occasionally bleed and have been called blood warts."
What is the treatment for warts? Are there home remedies for warts?,"'Common warts can be annoying to anyone. It is worth considering that, in normal people, half of all warts, on average, spontaneously go away within about 18 months. The information in this article is about the treatment of common warts. It does not apply to venereal or ''genital warts''. Over-the-counter treatment for common skin warts has long been based upon the use of products containing salicylic acid to destroy the wart. Newer nonprescription wart treatments include carbon dioxide aerosols to freeze warts.''These are available as drops, gels, pads, and plasters. They are designed for application to many types of warts, from tiny ones to larger ones. Salicylic acid is a keratolytic medication, which means it dissolves skin protein (keratin), which makes up most of the mass of the wart and the thick layer of dead skin that often surmounts it.''Nonprescription freezing methods''Aerosol wart treatments that are available over the counter use sprays that freeze warts at a temperature of minus 90 F (minus 57 C). This compares with the liquid nitrogen used by most dermatologists, which is considerably colder (minus 320 F or minus 196 C). The ''over-the-counter products'' may not work nearly as well as the colder agents applied by a doctor.''It has been reported that warts can be treated by covering them with duct (duck) tape or other nonporous tape, such as electrical tape. This treatment requires that the tape must be left in place all the time and removed only a few hours once per week. The tape must be replaced frequently. Many are of the opinion that this is no better than a placebo, based on published studies.'  "
Is it safe to use over-the-counter wart treatments?,"""It is important to follow the directions when treating warts with nonprescription medications. If salicylic acid gets on normal skin, it can cause burning or redness but rarely infection or scarring. The skin returns to normal when the individual stops applying the salicylic acid product. Still, it's probably better not to use salicylic acid on sensitive areas like the face or groin, where it's likely to make nearby skin raw and uncomfortable. It generally is recommended that salicylic acid not be used in people with ""'diabetes'' or in areas where there is poor circulation. Likewise, nonprescription freezing products are also reasonably safe but must be used carefully and only according to package instructions because they work by destroying living tissue.'  "
Are wart treatments effective?,"'Above all, wart treatments require patience. The fact that there are a wide variety of wart treatments is evidence for the fact that there is no single best therapy. Warts can appear and disappear without an identifiable cause and often disappear on their own without treatment. Warts are generally painless unless they are present in areas prone to pressure or friction like the palms and soles. Treatment methods may require several sessions over weeks, months, or longer.''Here is a practical approach to the treatment of warts:'""With an all-but-impossible case, don't try too hard. Don't make the treatment worse than the disease. Here are some examples:"" Ignore the warts. Eventually, they'll go away (although eventually can mean a long time -- even months or years). With an uncomplicated case (a single wart on the face or one or a few on the hands), see a doctor for a quick freeze or electrical destruction. These methods are simple, although somewhat painful, and generally non-scarring. With a difficult case, start by treating the warts for a few weeks at home. Here are some examples: Plantar warts: Warts on the bottom of the foot feel deep, but they are still within the superficial layer of the skin. Tender plantar warts can be rendered painless by paring the wart thinner without causing bleeding. Salicylic-lactic acid (Duofilm solution) in flexible collodion and plasters help remove the thick overlying callus responsible for making the wart feel less like a marble in the shoe. Nonprescription aerosol freezing may be used, as well. Common hand warts: These are typically unattractive although not painful. Salicylic acid often shrinks the wart, encouraging resolution, as can nonprescription freezing. Warts under and around the nails: These are extremely resistant to treatment. One or two tries by the doctor are worth a shot, but if they fail, putting acid on them oneself just makes them look rough and unattractive. ""Mosaic"" warts: These tiny warts can proliferate by the dozens or hundreds all over the sole of the foot. They don't usually hurt, and they rarely respond to any sort of treatment, although in this case, too, one or two tries at treatment may be in order. Flat warts: These are small, flat, flesh-colored bumps and may be numerous on one part of the body (for example on the face, arms, or groin). Getting rid of them by a light application of salicylic acid or other method is easy enough, but they have a tendency to recur."
What if wart removal treatments fail?,"'If these treatments fail, see a doctor to freeze the wart with liquid nitrogen or ''burn'' it with an electric needle.''Other treatments a doctor may use are''Unless warts are very large and uncomfortable, surgical removal or aggressive laser surgery to remove the warts is generally avoided because of the likelihood of scarring. Since warts are caused by a virus, they may recur following attempts at surgical removal or any other type of therapy. Currently, there is no evidence that vaccination against sexually acquired HPV types has any effect on the ''prevention'' or treatment of ''common wart'' infections.'   topical cantharidin; imiquimod (Aldara), an immune-stimulator that is approved for use on genital warts but has been reported to be effective in some common warts as well; note that it is quite expensive; injections of Candidin (an extract to test for sensitivity to Candida yeast); injections of bleomycin, a chemotherapeutic agent used in cancer treatment; treatment with a contact sensitizing agent; or surgical destruction."
What are genital warts (HPV infection)? Who gets them?,"'HPV infection (genital warts) is the most common sexually transmitted disease (STD, ''sexually transmitted infection'', ''STI'') in the U.S. About 75% of the men and women of reproductive age has been infected with sexually transmitted genital warts at some point. Approximately 6 million people become infected with HPV every year in the US, and approximately 50% of those infected are between the ages of 15 and 25.'""HPV infection is common and does not usually lead to the development of warts, cancers, or even symptoms. In fact, the majority of people infected with HPV have no symptoms or lesions at all. Determination of whether or not a person is infected with HPV involves tests that identify the genetic material (DNA) of the virus. Moreover, it has not been definitely established whether the body's immune system is able to permanently clear the body of an HPV infection. Many people will test positive for HPV infection, and then have negative HPV tests for months to years, only to have a positive test result later. Currently, it is unclear if this is due to a latent (continuing but hidden) viral infection or if the person has become re-infected with the virus.""'Asymptomatic people infected with HPVs (those without HPV-induced warts or lesions) are still able to spread the infections to others through sexual contact.''It is important to note that in the U.S. and other developed countries, screening and early treatment of precancerous changes of the cervix have dramatically reduced the incidence of ''cervical cancer''. In developing countries lacking the medical infrastructure or financial means to implement a screening program, the incidence of cervical ''cancer'' resulting from HPV infection is much higher. In fact, cervical ''cancer'' develops in around 500,000 women each year worldwide, and, in many countries, it is the most common cause of cancer deaths.' "
What are the signs and symptoms of genital warts in women?,"'Women who have genital warts inside the vagina may experience symptoms such as bleeding following sexual intercourse or an abnormal ''vaginal discharge''. Rarely, bleeding or urinary obstruction may occur if the wart involves the urethral opening.'  Genital warts appear as raised, flesh-colored lumps or bumps. They may have a corrugated (cauliflower-like) appearance. Many women with genital warts have no symptoms, but sometimes they may occur at the location of the warts, and include:ItchingBurningTenderness Itching Burning Tenderness Size of the warts may vary, and multiple warts may be present at the same time. They may appear anywhere on body surfaces that are exposed in sexual contact, including the vulva, vagina, cervix, or groin in women and the penis, scrotum, thigh, or groin in males."
Are genital warts painful?,"'Usually, genital warts are not painful, although they may be associated with itching, tenderness or burning at the site of the wart.' "
What is the incubation period for genital warts?,"'The time between exposure or infection with HPV and the development of genital warts is very variable. Because most people who have the infection do not have any symptoms and do not develop warts, it is not possible to determine when the warts will arise after infection. Warts may appear days, months, or even years after the infection has been aquired.' "
How do you get genital warts (HPV infection) and What Are HPV Types?," Over 100 types of human papillomaviruses (HPVs) infect humans. Of these, more than 40 types can infect the genital tract and anus (anogenital tract) of men and women. Sometimes, they cause genital lesions known as condylomata acuminata or venereal warts. A subgroup of the HPVs that infect the anogenital tract can lead to precancerous changes in the uterine cervix and cervical cancer. HPV infection is also associated with the development of other anogenital cancers. The HPV types that cause cervical cancer have been linked with both anal and penile cancer in men as well as a subgroup of head and neck (oropharyngeal) cancers in both women and men. Genital warts and HPV infection are transmitted primarily by sexual intimacy, and the risk of infection increases as the number of sexual partner's increases. The most common HPV types that infect the anogenital tract are HPV types 6, 11, 16, and 18 (HPV-6, HPV-11, HPV-16, and HPV-18), although other HPV types can also cause infection. Among these, HPV-6 and HPV-11 are most commonly associated with benign lesions such as genital warts are termed ""low-risk"" HPV types. In contrast, HPV-16 and HPV-18 are the types found most commonly in cervical and anogenital cancers as well as severe dysplasia of the cervix. These belong to the so-called ""high-risk"" group of HPVs. Other HPV types infect the skin and cause common warts elsewhere on the body. Some types of HPVs (for example, HPV 5 and 8) frequently cause skin cancers in people who have a condition known as epidermodysplasia verruciformis (EV). The HPV infection is spread through skin-to-skin contact including sexual intercouse."
Is there a vaccine for genital warts and HPV infection?,"'A ''vaccine'' is available against common HPV types associated with the development of genital warts and cervical and anogenital carcinomas.' This vaccine (Gardasil 9) has received FDA approval for use in females and males aged 9 through 45. It confers immunity against 9 HPV types: 6, 11, 16, 18, 31, 33, 45, 52, and 58. An earlier version of this vaccine (Gardasil) was directed at four common HPV types (6, 11, 16, and 18). Another vaccine directed at HPV types 16 and 18, known as Cervarix, was approved for use in females aged 10 to 15, but was withdrawn from the market in 2016 due to low demand."
Is there a treatment or cure for genital warts? Can they be removed or cured?,"'No treatment will cure genital warts or HPV infection. The only treatment is to remove the lesions caused by the virus. Unfortunately, even removal of the warts does not necessarily prevent the spread of the virus, and genital warts frequently recur. None of the available treatment options is ideal or clearly superior to others.''Available treatments for genital warts lesions, signs, and symptoms include:'  A 0.5% solution or gel of podofilox (Condylox). Alternatively, a 5% cream of imiquimod (Aldara), which is a substance that stimulates the body's production of cytokines, chemicals that direct and strengthen the immune response). Only an experienced doctor can perform some of the treatments for genital warts. These include, for example, placing a small amount of a 10% to 25% solution of podophyllin resin on the lesions, and then, after a period of hours, washing off the podophyllin. The treatments are repeated weekly until the genital warts are gone. An 80% to 90% solution of trichloroacetic acid (TCA) or bichloracetic acid (BCA) can also be applied weekly by a doctor to the lesions. Injection of 5-flurouracil epinephrine gel into the lesions has also been shown to be effective in treating genital warts. Interferon alpha, a substance that stimulates the body's immune response, has also been used in the treatment of genital warts. Alternative methods include cryotherapy (freezing the genital warts with liquid nitrogen) or laser surgery. Laser surgery and surgical excision both require a local or general anesthetic, depending upon the extent of the lesions. It is important to note that you should not use home remedies or treatments for common skin warts on genital warts."
What happens if genital warts aren't treated?," In some people, genital warts may go away in their own within months to a few years. In other cases they may persist if not removed and may grow larger and form clusters. Even removal is not a guarantee that the warts will not return at some point."
What if a woman has precancerous changes (dysplasia) of the cervix? Can genital warts cause cancer?,"'Women who have evidence of moderate or severe precancerous changes in the uterine cervix require treatment to ensure that these cells do not progress to cancer. In this case, treatment usually involves surgical removal or destruction of the involved tissue.' Conization is a procedure that removes the precancerous area of the cervix using a knife, a laser, or by a procedure known as LEEP (loop electrosurgical excision procedure, which uses an electric current passing through a thin wire that acts as a knife). LEEP is also referred to as LLETZ (large loop excision of the transformation zone). Cryotherapy (freezing) or laser therapy may also be used to destroy tissue areas that contain potentially precancerous changes."
Will birth control protect against genital warts or HPV infection?," Abstinence from sexual activity can prevent the spread of HPVs that are transmitted via sexual contact. A person who abstains from sex may still become infected with other HPV types, such as those that cause common skin warts. Some researchers have postulated that HPV infection might be transmitted from the mother to her infant at the time of delivery because some studies have identified genital HPV infection in populations of young children and cloistered nuns. Hand-genital and oral-genital transmission of HPV has also been documented and is another means of transmission. HPV usually is transmitted by direct genital contact during sexual activity. The virus is not found in or spread by bodily fluids, and HPV is not found in blood or organs harvested for transplantation. Condom use seems to decrease the risk of transmission of HPV during sexual activity, but it does not completely prevent HPV infection. Spermicides and hormonal birth control methods cannot prevent the spread of HPV infection."
What do you do if you have been exposed to genital warts (HPV infection)?,"'Both people with HPV infection and their partners need to be counseled about the risk of spreading HPV and the appearance of the lesions. They should understand that the absence of lesions does not exclude the possibility of transmission and that condoms are not completely effective in preventing the spread of the infection. It is important to note that it is not known whether treatment decreases infectivity.'""Finally, female partners of men with genital warts should be reminded of the importance of regular Pap smears to screen for cervical cancer and precancerous changes in the cervix, as precancerous changes can be treated and reduce a woman's risk of developing cervical cancer. Similarly, men should be informed of the potential risk of anal cancers, although it is not yet been determined how to optimally screen for or manage early ""'anal cancer''.' "
Is there a test to diagnose genital warts?,"'HPV sometimes can be suspected by changes that appear on a ''Pap smear'', since pap smears identify infected abnormal cells that may be precursors to cancer. HPV infection can lead to precancerous changes in the cervix that are recognized on a Pap smear. If a woman has an abnormal Pap smear, more advanced tests may be performed. HPV also can be seen on biopsy (for example, from a ''genital wart'' or from the uterine cervix).' "
Is there a DNA test for types of HPV infection?," In 2009, the U.S. FDA approved the first DNA tests for diagnosis of the common cancer-causing HPV types in cervical samples. Two tests known as Cervista HPV 16/18 and Cervista HPV HR, are used to diagnose the presence of DNA from the two most common HPV types associated with cancer. These are HPV types 16 and 18, as well as other ""high risk"" or cancer-associated HPV types. These tests do not replace standard Pap testing or clinical examination, and they are used in combination with traditional screening methods to help estimate a woman's risk and aid in management decisions."
What do genital warts look like (pictures) in women and men?,'Female patient with extensive labial venereal warts. Photo courtesy of Centers for Disease Control/Joe Millar.' 
What is hydrocephalus?,"'The term hydrocephalus is derived from the Greek words ""hydro"" meaning water and ""cephalus"" meaning head. As the name implies, it is a condition in which the primary characteristic is excessive accumulation of fluid in the brain. Although hydrocephalus was once known as ""water on the brain,"" the ""water"" is actually cerebrospinal fluid (CSF)--a clear fluid that surrounds the brain and spinal cord. The excessive accumulation of CSF results in an abnormal widening of   spaces in the brain called ventricles. This widening creates potentially harmful pressure on the tissues of the brain.''The ventricular system is made up of four ventricles connected by narrow passages.. Normally, CSF flows through the ventricles, exits into cisterns (closed spaces that serve as reservoirs) at the base of the brain, bathes the surfaces of the brain and spinal cord, and then reabsorbs into the bloodstream.''CSF has three important life-sustaining functions: 1) to keep the brain tissue buoyant, acting as a cushion or ""''shock'' absorber""; 2) to act as the vehicle for delivering nutrients to the brain and removing waste; and 3) to flow between the cranium and spine and compensate for changes in intracranial blood volume (the amount of blood within the brain).''The balance between production and absorption of CSF is critically important. Because CSF is made continuously,  medical conditions that block its normal flow or absorption will result in an over-accumulation of CSF.  The resulting pressure of the fluid against brain tissue is what causes hydrocephalus.'  "
What are the different types of hydrocephalus?,"'Hydrocephalus may be congenital or acquired. Congenital hydrocephalus is present at birth and may be caused by either events or influences that occur during ''fetal development'', or genetic abnormalities. Acquired hydrocephalus develops at the time of birth or at some point afterward. This type of hydrocephalus can affect individuals of all ages and may be caused by injury or disease.''Hydrocephalus may also be communicating or non-communicating. Communicating hydrocephalus occurs when the flow of CSF is blocked after it exits the ventricles. This form is called communicating because the CSF can still flow between the ventricles, which remain open. Non-communicating hydrocephalus - also called ""obstructive"" hydrocephalus - occurs when the flow of CSF is blocked along one or more of the narrow passages connecting the ventricles. One of the most common causes of hydrocephalus is ""aqueductal stenosis."" In this case, hydrocephalus results from a narrowing of the aqueduct of Sylvius, a small passage between the third and fourth ventricles in the middle of the brain.''There are two other forms of hydrocephalus which do not fit exactly into the categories mentioned above and primarily affect adults: hydrocephalus ex-vacuo and normal pressure hydrocephalus.''Hydrocephalus ex-vacuo occurs when ''stroke'' or traumatic injury cause damage to the brain. In these cases, brain tissue may actually shrink. Normal pressure hydrocephalus can happen to people at any age, but it is most common among the elderly. It may result from a subarachnoid hemorrhage, head ''trauma'', infection, ''tumor'', or complications of surgery. However, many people develop normal pressure hydrocephalus even when none of these factors are present for reasons that are unknown.' "
Who gets this hydrocephalus?,"'The number of people who develop hydrocephalus or who are currently living with it is difficult to establish since there is no national registry or database of people with the condition.  However, experts estimate that hydrocephalus affects approximately 1 in every 500 children.' "
What causes hydrocephalus?,"'The causes of hydrocephalus are still not   well understood. Hydrocephalus may result from   ''inherited'' genetic abnormalities (such as the genetic defect that causes aqueductal stenosis) or developmental disorders (such as those associated with ''neural tube defects'' including ''spina bifida'' and encephalocele). Other possible causes include complications of premature birth such as intraventricular hemorrhage, diseases such as meningitis, tumors, traumatic ''head injury'', or subarachnoid hemorrhage, which block the exit of CSF from the ventricles to the cisterns or eliminate the passageway for CSF into the cisterns.'  "
What are the symptoms of hydrocephalus?,"""Symptoms of hydrocephalus vary with age, disease progression, and individual differences in tolerance to the condition. For example, an infant's ability to compensate for increased CSF pressure and enlargement of the ventricles differs from an adult's. The infant skull can expand to accommodate the buildup of CSF because the ""'sutures'' (the fibrous joints that connect the bones of the skull) have not yet closed.''In infancy, the most obvious indication of hydrocephalus is often a rapid increase in head circumference or an unusually large head size. Other symptoms may include vomiting, sleepiness, irritability, downward deviation of the eyes (also called ""sunsetting""), and ''seizures''.''Older children and adults may experience different symptoms because their skulls cannot expand to accommodate the buildup of CSF. Symptoms may include ''headache'' followed by vomiting, ''nausea'', papilledema (swelling of the optic disk which is part of the optic nerve), blurred or ''double vision'', sunsetting of the eyes, problems with balance, poor coordination, gait disturbance, urinary ''incontinence'', slowing or loss of developmental progress, lethargy, drowsiness, irritability, or other changes in personality or cognition including ''memory loss''.''Symptoms of normal pressure hydrocephalus include, problems with ''walking'', impaired bladder control leading to urinary frequency and/or incontinence, and progressive mental impairment and ''dementia''. An individual with this type of hydrocephalus may have a general slowing of movements or may complain that his or her ''feet'' feel ""stuck."" Because some of these symptoms may also be experienced in other disorders such as '""Alzheimer's""' disease, '""Parkinson's""' disease, and ''Creutzfeldt-Jakob disease'', normal pressure hydrocephalus is often incorrectly diagnosed and never properly treated. Doctors may use a variety of tests, including brain scans (CT and/or ''MRI''), a ''spinal tap'' or lumbar catheter, intracranial pressure monitoring, and neuropsychological tests, to help them accurately diagnose normal pressure hydrocephalus and rule out any other conditions.''The symptoms described in this section account for the most typical ways in which progressive hydrocephalus manifests itself, but it is important to remember that symptoms vary significantly from one person to the next.'  "
How is hydrocephalus diagnosed?,"'Hydrocephalus is diagnosed through clinical neurological evaluation and by using cranial imaging techniques such as ''ultrasonography'', computed tomography (CT), ''magnetic resonance imaging'"" (MRI), or pressure-monitoring techniques. A physician selects the appropriate diagnostic tool based on an individual's age, clinical presentation, and the presence of known or suspected abnormalities of the brain or spinal cord."" "
What is the current treatment for hydrocephalus?,"'Hydrocephalus is most often treated by surgically inserting a shunt system. This system diverts the flow of CSF from the CNS to another area of the body where it can be absorbed as part of the normal circulatory process.''A shunt is a flexible but sturdy ''plastic'' tube. A shunt system consists of the shunt, a catheter, and a valve. One end of the catheter is placed within a ventricle inside the brain or in the CSF outside the spinal cord. The other end of the catheter is commonly placed within the abdominal ''cavity'', but may also be placed at other sites in the body such as a chamber of the ''heart'' or areas around the lung where the CSF can drain and be absorbed. A valve located along the catheter maintains one-way flow and regulates the rate of CSF flow.''A limited number of individuals can be treated with an alternative procedure called third ventriculostomy. In this procedure, a neuroendoscope — a small camera that uses ''fiber'' optic technology to visualize small and difficult to reach surgical areas — allows a doctor to view the ventricular surface. Once the scope is guided into position, a small tool makes a tiny hole in the floor of the third ventricle, which allows the CSF to bypass the obstruction and flow toward the site of resorption around the surface of the brain.' "
What are the possible complications of a shunt system?,"'Shunt systems are not perfect devices. Complications may include mechanical failure, infections, obstructions, and the need to lengthen or replace the catheter. Generally, shunt systems require monitoring and regular medical follow up. When complications occur,   the shunt system usually   requires some type of revision.''Some complications can lead to other problems such as overdraining or underdraining. Overdraining occurs when the shunt allows CSF to drain from the ventricles more quickly than it is produced. Overdraining can cause the ventricles to collapse, tearing blood vessels and causing ''headache'', hemorrhage (subdural ''hematoma''), or slit-like ventricles (slit ventricle syndrome). Underdraining occurs when CSF is not removed quickly enough and the symptoms of hydrocephalus recur. In addition to the common symptoms of hydrocephalus, infections from a shunt may also produce symptoms such as a low-grade ''fever'', soreness of the neck or shoulder muscles, and redness or tenderness along the shunt tract. When there is reason to suspect that a shunt system is not functioning properly (for example, if the symptoms of hydrocephalus return), medical attention should be sought immediately.' "
