Questions,Answer
What kind of cells can be detected?,"'Epithelial cells (flat cells), red and white blood cells may be seen in the urine.''Sometimes cells, cellular debris, and casts are seen in the microscopic exam. Epithelial cells (cells in the lining of the bladder or urethra) may suggest inflammation within the bladder, but they also may originate from the skin and could be contamination.''Casts and cellular debris originate from higher up in the urinary tract, such as in the kidneys. These are material shed from kidney cell lining due to injury or inflammation and travel down through the urinary tubes. These usually suggest an injury to the kidney from an inflammation or lack of blood flow to the kidneys. Rarely, ''tumor'' cells can be in the urine suggesting a urinary tract ''cancer''.' "
What can the presence of red blood cells in the urine mean?,"'Red blood cells'' can enter the urine from the vagina in ''menstruation'' or from the ''trauma'' of bladder catheterization.''A high count of red blood cells in the urine can indicate infection, trauma, tumors, or kidney stones. If red blood cells seen under microscopy look distorted, they suggest kidney as the possible source and may arise due to kidney inflammation (glomerulonephritis). Small amounts of red blood cells in the urine are sometimes seen young healthy people and usually are not indicative of any disease.' "
What can the presence of white blood cells in the urine mean?,"'Urine is a generally thought of as a sterile body fluid, therefore, evidence of white blood cells or bacteria in the urine is considered abnormal and may suggest a ''urinary tract infection'' such as, ''bladder infection'' (''cystitis''), infection of kidney (''pyelonephritis''). White blood cells (WBC) may be detected in the urine through a microscopic examination (pyuria or leukocytes in the blood). They can be seen under high power field and the number of cells are recorded (quantitative) as ""rare, few, moderate, or many.""''White cells from the vagina or the opening of the urethra (in males, too) can contaminate a urine sample. Such contamination aside, the presence of abnormal numbers of white blood cells in the urine is significant.' "
"Other than urinalysis, what are other common urine tests available?","'Other commonly performed urine tests are drug tests, ''pregnancy tests'', specific chemicals and proteins in the body, which are not a part of routine urinalysis.''Urine drug screen is done routinely to check for ''drugs'' or their byproducts in the urine. There are many purposes for these tests including athletic screening, emergency rooms settings, drug detoxification programs, school and employment screening. This test detects the presence of commonly used drugs such as''Urine ''pregnancy test'' is very common and it measures a hormone in the urine associated with pregnancy (beta-HCG or beta- human chorionic gonadotropin). This test can be done in medical settings, but numerous kits are available for home use.''Other urine tests can also be used in evaluation of many medical conditions. Examples include' cocaine, amphetamines, methamphetamines, marijuana, phencyclidine, barbiturates, benzodiazepines, and opiates. urine culture (in determining the bacterial cause of urine infection), urine creatinine (in assessing kidney disease), urine total protein and albumin (in assessing kidney disease and protein loss from kidney), urine cytology (in evaluating for possible bladder or other urinary tumors), urine calcium (in evaluating elevated blood calcium levels), 24-hour urine collection for proteins (in diagnosing causes of kidney impairment, diabetic related kidney disease, lupus related kidney disease), 24-hour urine collection for protein electrophoresis (for measuring different components of proteins in urine in evaluating multiple myeloma, kidney inflammation with increased protein loss), or 24-hour urine collection of catecholamine metabolites (in evaluating adrenal gland disease, difficult to treat high blood pressure)."
What are Crohn's disease and ulcerative colitis (UC)?,"   Both Crohn's disease and ulcerative colitis, or UC, are types of IBD (inflammatory bowel disease), but they are not the same disease. Crohn’s disease is a chronic inflammatory process with no known cause (idiopathic) that can affect any part of the gastroesophageal (GI) tract from the mouth to the anus. Ulcerative colitis (UC) also is a chronic and intense inflammatory process, with no known cause, but it is only confined to the large bowel. People with Crohn’s disease have episodes of abdominal pain and diarrhea, followed by remission of symptoms. There is no medical or surgical cure for Crohn’s disease. Ulcerative colitis symptoms and signs are predominantly left-sided lower abdominal pain with rectal bleeding, frequent stools, and a mucousy rectal discharge.  There is no medical cure for ulcerative colitis, but surgical removal of the entire large intestine can cure it. However, there can be complications after surgery. Crohn's disease sometimes is referred to as Crohn disease. Although both Crohn’s disease and ulcerative colitis are chronic diseases, UC may be considered “worse,” as people with extensive and severe ulcerative colitis may require surgery. People over age 50 that need surgery have increased mortality due to colitis-associated postoperative complications."
What are the differences and similarities between the signs and symptoms of Crohn's and ulcerative colitis?,"""There are a few differences in the symptoms between ulcerative colitis and Crohn's disease. Frequently, doctors cannot diagnose the cause of either disease by symptoms alone. However, for people with ulcerative colitis, the ""'abdominal pain'' is often confined to the left side of the abdomen, while Crohn’s disease may have ''abdominal pain'' anywhere in the abdomen.''Both Crohn’s disease and ''ulcerative colitis'' have many similar symptoms.'  Abdominal pain Diarrhea (sometimes bloody and/or containing mucus) Bloating Abdominal cramps Urgency to have a bowel movement (defecate) Anorexia Nausea/vomiting Constipation Weight loss"
What are the causes and triggers of Crohn's disease vs. ulcerative colitis?,"'Doctors and researchers don not know what causes both diseases, but they speculate that a number of factors such as genetics, heredity, mucosal immunity, gut microbes, ''diet'', environmental factors, vascular problems, psychosocial problems, and certain ''drugs'' may be triggers that may participate in causing these diseases.''Because the diseases have unknown causes, it is difficult to know what triggers their development. However, if you carefully note in a diary when symptoms reappear in Crohn’s disease or ''worsen ''in ulcerative colitis, you may be able to identify triggers that affect your disease.'  "
Can you drink alcohol with Crohn's disease?," Drinking alcohol is not recommended for most people with Crohn's disease. Alcohol may irritate the lining of the intestinal wall, causing or worsening symptoms such as vomiting, diarrhea, and bleeding. It also may contribute to malabsorption, further complicating nutritional deficiencies. Alcohol interacts with many medications, causing side effects that may be serious. Alcohol disrupts sleep cycles and can leave you feeling tired, and irritable the next day. However, if alcohol is well tolerated and not causing any complications, it can be consumed in moderation. Chronic diarrhea can lead to dehydration very easily. Dehydration makes you feel weak, tired, light-headed, or just ""blah."" Alcohol can cause headaches, abdominal pain, and other symptoms. It also can place dangerous strain on your kidneys. Dehydration can be avoided by making a special effort to take in plenty of nonalcoholic fluids. You should take at least 8 full glasses of fluid every day. Try to stick to water, diluted fruit juice, sports drinks, decaffeinated beverages, and fruit and vegetable drinks. Avoid caffeinated beverages and sodas."
What procedures and tests diagnose Crohn's disease and ulcerative colitis?,"'Doctor’s diagnose ulcerative colitis by ''endoscopy'' (sometimes with biopsy). During this procedure the doctor can see and take pictures of the patient’s abnormal gut mucosa (often with ulcers), and the presence of continuous disease (there are no areas of normal mucosa). Other blood tests and imaging tests like ''CT scan'' or ''MRI'' are used, but these tests are not definitive.''Doctors use the same procedures and tests to diagnose Crohn’s disease. However, they also use small bowel studies, ''colonoscopy'', and upper GI ''endoscopy'' to identify the abnormal gut mucosa that usually occur in multiple areas anywhere in the intestinal tract. These areas are not continuous, but are separated by normal areas of intestinal mucosa that distinguish them from ulcerative colitis lesions.' "
Are there special diet plans or supplements for Crohn's disease vs. ulcerative colitis?,"'As with Crohn’s disease, ''nutrition'' is important if you have ulcerative colitis because symptoms of ''diarrhea'' and bleeding can lead to dehydration, ''electrolyte'' imbalance, and loss of nutrients. It may be necessary to take nutritional ''supplements'' if your symptoms do not allow you to eat a nutritionally balanced diet. Talk to your health-care professional about what ''supplements'' to take.\xa0' There is no evidence that diet has anything to do with causing inflammation or Crohn's disease. There is no evidence linking food allergies, inflammation, with Crohn's disease. There is no specific diet that is recommended for everyone with Crohn's disease. However, many people with Crohn's disease can reduce their symptoms by changing their eating habits or avoiding certain foods. Nutritional deficiencies are a problem for almost everyone with Crohn's disease, but they are most serious in children and teens who are still growing. Growth can be stunted permanently and sexual development (puberty) delayed in children and teens with Crohn's disease. Girls and women can develop hormone imbalances and stop menstruating. Nutritional deficiencies also can prevent medications from working as well as they should in healthy people. In general, nutritional deficiencies can lead to overall poor health. If you have enough nutritional deficiencies they can make you feelweak, tired,depressed, orjust ""blah."" weak,  tired, depressed, or just ""blah."" Crohn's disease can leave you vulnerable to infections and other diseases. They can stop anyone from looking, feeling, or performing at his or her best."
What supplements should you take for Crohn's disease vs. ulcerative colitis?,"'As with Crohn’s disease, ''nutrition'' is important if you have ulcerative colitis because symptoms of diarrhea and bleeding can lead to dehydration, electrolyte imbalance, and loss of nutrients. It may be necessary to take nutritional supplements if your symptoms do not allow you to eat a nutritionally balanced diet. Talk to your health-care professional about what supplements to take.\xa0' Your need for vitamin and mineral supplements depends on several factors, your diet, which parts of your digestive tract are affected, and whether you have had surgery on your small intestine. The most common vitamin deficiencies arevitamins D and B-12. vitamins D and B-12. And the most common mineral deficiencies areiron,calcium,potassium, andmagnesium. iron, calcium, potassium, and magnesium. You will need to take folic acid if you are taking an immunosuppressant such as azathioprine (Azasan, Imuran) as it reduces the absorption of folic acid. Talk to your health-care professional about taking supplements."
What foods can you eat on a ulcerative colitis diet?,"'If you have ulcerative colitis you may need to modify your diet to help manage their symptoms. There is not a single diet or meal plan that fits everyone with ulcerative colitis, and diets are individualized for each patient. Depending on symptoms different types of diets may be recommended, such as:' a high-calorie diet  a lactose-free diet a low-fat diet a low-fiber diet (low-residue diet) a low-salt diet a low FODMAP diet a gluten-free diet"
What are the treatments for Crohn's vs. ulcerative colitis?,"'Treatments are complex, and some drugs should not be used for long time spans. You and your team (primary care and ''gastroenterologist'') should discuss what treatment protocol you should follow.'  Ulcerative colitis and Crohn’s disease treatments may include corticosteroids, anti-inflammatory agents, tumor necrosis factor inhibitors, immunosuppressants, antibiotics, Alpha 4 Integrin inhibitors and anti-diarrheal agents. Crohn’s disease treatments also may include anticholinergic agents and bile acid sequestrants, if there is no bowel obstruction. Severe ulcerative colitis may require surgical removal of the large intestine."
Can complications of Crohn's disease or ulcerative colitis be fatal? ,"'The prognosis for both diseases is fair to good in individuals that respond to medical therapy and avoid known triggers that increase symptoms. Most people can have a normal lifespan. However, for people with severe ulcerative colitis that are 50 years of age or older and require surgery, their lifespan may be reduced due to colitis-associated postoperative complications.' "
What is ulcerative colitis?,"'Ulcerative colitis is a chronic inflammation of the large intestine (colon). The colon is the part of the ''digestive system'' where water is removed from undigested material, and the remaining waste material is stored. The rectum is the end of the colon adjacent to the anus. In patients with ulcerative colitis, ulcers, and inflammation of the inner lining of the colon lead to symptoms of ''abdominal pain'', ''diarrhea'', and ''rectal bleeding''.''Ulcerative colitis is closely related to another condition of inflammation of the ''intestines'"" called Crohn's disease. Together, they are frequently referred to as ""'inflammatory bowel disease'' (''IBD'""). Ulcerative colitis and Crohn's diseases are chronic conditions. Crohn's disease can affect any portion of the gastrointestinal tract, including all layers of the bowel wall. It may not be limited to the GI tract (affecting the liver, skin, eyes, and joints). UC only affects the lining of the colon (large bowel). Men and women are affected equally. The most commonly begin during adolescence and early adulthood, but they also can begin during childhood and later in life.""'UC found worldwide but is most common in the United States, England, and northern Europe. It is especially common in people of Jewish descent. Ulcerative colitis is rarely seen in Eastern Europe, Asia, and South America, and is rare in the black population. For unknown reasons, an increased frequency of this condition has been observed recently in developing nations.''First degree relatives of people with ulcerative colitis have an increased lifetime risk of developing the disease, but the overall risk remains small.' "
What are the symptoms of ulcerative colitis?,"'Common symptoms of ulcerative colitis include rectal bleeding, ''abdominal pain'', and ''diarrhea'', but there is a wide range of symptoms among patients with this disease. Variability of symptoms reflects differences in the extent of disease (the amount of the colon and rectum that are inflamed) and the intensity of inflammation. Generally, patients with inflammation confined to the rectum and a short segment of the colon adjacent to the rectum have milder symptoms and a better prognosis than patients with more widespread inflammation of the colon. The different types of ulcerative colitis are classified according to the location and the extent of inflammation:''While the intensity of colon inflammation in ulcerative colitis waxes and wanes over time, the location and the extent of disease in a patient generally stays constant. Therefore, when a patient with ulcerative proctitis develops a relapse of his or her disease, the inflammation usually is confined to the rectum. Nevertheless, a small number of patients (less than 10%) with ulcerative proctitis or proctosigmoiditis can later develop more extensive colitis. Thus, patients who initially only have ulcerative proctitis can later develop left-sided colitis or even pancolitis.'   Ulcerative proctitis refers to inflammation that is limited to the rectum. In many patients with ulcerative proctitis, mild intermittent rectal bleeding may be the only symptom. Other patients with more severe rectal inflammation may, in addition, experience rectal pain, urgency (sudden feeling of having to defecate and a need to rush to the bathroom for fear of soiling), and tenesmus (ineffective, painful urge to move one's bowels caused by the inflammation). Proctosigmoiditis involves inflammation of the rectum and the sigmoid colon (a short segment of the colon contiguous to the rectum). Symptoms of proctosigmoiditis, like that of proctitis, include rectal bleeding, urgency, and tenesmus. Some patients with proctosigmoiditis also develop bloody diarrhea and cramps. Left-sided colitis involves inflammation that starts at the rectum and extends up the left colon (sigmoid colon and descending colon). Symptoms of left-sided colitis include bloody diarrhea, abdominal cramps, weight loss, and left-sided abdominal pain. Pancolitis or universal colitis refers to inflammation affecting the entire colon (right colon, left colon, transverse colon and the rectum). Symptoms of pancolitis include bloody diarrhea, abdominal pain and cramps, weight loss, fatigue, fever, and night sweats. Some patients with pancolitis have low-grade inflammation and mild symptoms that respond readily to medications. Generally, however, patients with pancolitis suffer more severe disease and are more difficult to treat than those with more limited forms of ulcerative colitis. Fulminant colitis is a rare but severe form of pancolitis. Patients with fulminant colitis are extremely ill with dehydration, severe abdominal pain, protracted diarrhea with bleeding, and even shock. They are at risk of developing toxic megacolon (marked dilatation of the colon due to severe inflammation) and colonic rupture (perforation). Patients with fulminant colitis and toxic megacolon are treated in the hospital with potent intravenous medications. Unless they respond to treatment promptly, surgical removal of the diseased colon is necessary to prevent colonic rupture."
What causes ulcerative colitis?,"'The cause of ulcerative colitis is not known. To date, there has been no convincing evidence that it is caused by infection or is ''contagious''.''Ulcerative colitis likely involves abnormal activation of the immune system in the intestines. This system is supposed to defend the body against harmful bacteria, ''viruses'', fungi, and other foreign invaders. Normally, the immune system is activated only when the body is exposed to harmful invaders. In patients with ulcerative colitis, however, the immune system is abnormally and chronically activated in the absence of any known invader. The continued abnormal activation of the immune system causes chronic inflammation and ulceration portions of the large intestine. This susceptibility to abnormal activation of the immune system is genetically ''inherited''. First degree relatives (brothers, sisters, children, and parents) of patients with ''IBD'' are therefore more likely to develop these diseases.''There have been multiple studies using genome wide association scans investigating genetic susceptibility in ulcerative colitis. These studies have found there to be approximately 30 genes that might increase susceptibility to ulcerative colitis including immunoglobulin receptor gene FCGR2A, 5p15, 2p16, ORMDL3, ECM1, as well as regions on chromosomes 1p36, 12q15, 7q22, 22q13, and IL23R. At this early point in the research, it is still unclear how these genetic associations will be applied to treating the disease, but they might have future implications for understanding pathogenesis and creating new treatments.' "
How is the diagnosis of ulcerative colitis made?,"'The diagnosis of ulcerative colitis is suggested by the symptoms of abdominal pain, rectal bleeding, and diarrhea. As there is no gold standard for diagnosis, the ultimate diagnosis relies on a combination of symptoms, the appearance of the colonic lining at the time of ''endoscopy'', histologic features of biopsies of the colonic lining, and studies of ''stool'' to exclude the presence of infectious agents that may be causing the inflammation.''Knowledge of the extent and severity of the colitis is important in choosing among treatment options.''Some newer diagnostic modalities include video ''capsule endoscopy'' and CT/''MRI'"" enterography. Video capsule endoscopy (VCE) might be useful for detection of small bowel disease in patients with a diagnosis of UC with atypical features and who might be suspected of actually having Crohn's disease. With VCE, patients swallow a capsule that contains a camera that takes pictures while it travels through the intestines and sends the pictures wirelessly to a recorder. The pictures are then reviewed. In a study in 2007, VCE confirmed the presence of small bowel disease in about 15% of patients with ulcerative colitis with atypical features or unclassified ""'inflammatory bowel disease'"", thus changing the diagnosis to Crohn's disease (which is not limited to the large bowel as in UC). This might be a useful diagnostic modality in this specific patient population.""'CT and MRI enterography are imaging techniques which use oral liquid contrast agents consisting of ''PEG'"" solutions or low concentration of barium to provide more adequate distension of the colon and small intestine. These have been reported to be superior to standard imaging techniques in the evaluation of small bowel pathology in patients with Crohn's disease. They have also been shown to provide adequate estimations of disease severity in ulcerative colitis (with some under- and overestimations)."" Stool specimens are collected for analysis to exclude infection and parasites, since these conditions can cause colitis that mimics ulcerative colitis. Blood tests may show anemia (a low red blood cell count), and an elevated white blood cell count and/or an elevated sedimentation rate (commonly referred to as ""sed rate""). An elevated white blood cell count and sed rate both reflect ongoing inflammation that may be associated with infection or with any type of chronic inflammation including UC and Crohn's disease. Anemia, especially in a young male with chronic pain and diarrhea should raise the clinician's suspicion for IBD. Other blood tests also may be checked including kidney function, liver function tests, iron studies, and C-reactive protein (another sign of inflammation). There is some evidence that a stool test for a protein called calprotectin could be useful in identifying patients who would benefit from colonoscopy. Calprotectin seems to be a sensitive marker of intestinal inflammation meaning that it can be elevated before symptoms become severe and the signs of inflammation are unclear. In the right setting, particularly early in the course of IBD, elevated levels can suggest inflammatory bowel disease. This test alone, however, cannot distinguish between different diseases causing the inflammation so should be used with caution. Confirmation of ulcerative colitis requires a test to visualize the large intestine. Flexible tubes inserted through the rectum (colonoscope) permit direct visualization of the inside of the colon to establish the diagnosis and to determine the extent of the colitis. Small tissue samples (biopsies) can be obtained during the procedure to determine the severity of the colitis. A barium enema X-ray also may indicate the diagnosis of ulcerative colitis. During a barium enema, a chalky liquid substance is administered into the rectum and injected into the colon. Barium is so dense that X-rays do not pass through it so the outline of the colon can be seen on X-ray pictures. A barium enema is less accurate and useful than direct visualization (sigmoidoscopy or colonoscopy) in the diagnosis of UC. If a barium enema is performed and ulcerative colitis is suspected, a colonoscopy is needed to verify the diagnosis."
What are the complications of ulcerative colitis?,"'Patients with ulcerative colitis limited to the rectum (proctitis) or colitis limited to the end of the left colon (proctosigmoiditis) usually do quite well. Brief periodic treatments using oral medications or enemas may be sufficient. Serious complications are rare in these patients. In those with more extensive disease, blood loss from the inflamed intestines can lead to anemia and may require treatment with ''iron supplements'' or even blood transfusions. Rarely, the colon can acutely dilate to a large size when the inflammation becomes very severe. This condition is called toxic megacolon. Patients with toxic megacolon are extremely ill with ''fever'', abdominal pain and distention, ''dehydration'', and malnutrition. Unless the patient improves rapidly with medication, surgery  usually is necessary to prevent colonic rupture. ''In a published Scandinavian study of over 500 patients with ulcerative colitis followed for up to 10 years after diagnosis, it was found that their mortality rate did not differ from the general population. Also, the cumulative need for colectomy after 10 years was 9.8%, nearly 50% of the patients were relapse free in the last five years of the study, and only 20% of the patients with proctitis or left-sided disease progressed to pancolitis.''Colon ''cancer'' is a recognized complication of chronic ulcerative colitis. The risk for ''cancer'' begins to rise after eight to ten years of colitis.  Patients with only ulcerative proctitis probably do not have increased risk of colon ''cancer'' compared to the general population. Among patients with active pancolitis (involving the entire colon) for 10 years or longer, the risk of colon cancer is increased compared to the general population. In patients with colitis limited to the left side of the colon, the risk of colon cancer is increased but not as high as in patients with chronic pancolitis.''Patients at higher risk of cancer are patients with positive family histories of colon cancer, long durations of colitis, extensive colon involvement, and ''primary sclerosing cholangitis'' (''PSC''), another complication of ulcerative colitis.''Since these ''cancers'' have a more favorable outcome when diagnosed and treated at an earlier stage, yearly colon examinations may be recommended after eight years of known extensive disease. During these examinations, samples of tissue (biopsies) can be taken to search for ''precancerous'' changes in the lining cells of the colon. When precancerous changes are found, removal of the colon may be necessary to prevent colon cancer.''Complications of ulcerative colitis can involve other parts of the body.'   Ten percent of the patients can develop inflammation of the joints (arthritis). Some patients have low back pain due to arthritis of the sacroiliac joints.   Ankylosing spondylitis (AS) is a type of arthritis that affects the vertebral joints of affected individuals. There seems to be an increased incidence of ankylosing spondylitis among patients with inflammatory bowel disease.   Rarely, patients may develop painful, red, skin nodules (erythema nodosum). Others can have painful, red eyes (uveitis, episcleritis). Because these particular complications can risk permanent vision impairment, eye pain or redness are symptoms that require a physician's evaluation. Diseases of the liver and bile ducts also may be associated with ulcerative colitis. For example, in patients with a rare condition called sclerosing cholangitis, repeated infections and inflammation in the bile ducts can lead to recurrent fever, yellowing of skin (jaundice), cirrhosis, and the need for a transplantation of the liver.  Finally, patients with ulcerative colitis also might have an increased tendency to form blood clots, especially in the setting of active disease."
What are the treatments for ulcerative colitis?,"'Both medications and surgery have been used to treat ulcerative colitis. However, surgery is reserved for those with severe inflammation and life-threatening complications. There is no medication that can cure ulcerative colitis. Patients with ulcerative colitis will typically experience periods of relapse (worsening of inflammation) followed by periods of remission (resolution of inflammation) lasting months to years. During relapses, symptoms of abdominal pain, diarrhea, and rectal bleeding worsen. During remissions, these symptoms subside. Remissions usually occur because of treatment with medications or surgery, but occasionally they occur spontaneously, that is, without any treatment.'  "
