Questions,Answer
What symptoms do fistulas cause and how are they diagnosed and treated?,"""Some fistulas, especially those that connect adjacent loops of bowel, may not cause significant symptoms. Other fistulas, however, can cause significant abdominal pain and external drainage, or create a bypass of a large segment of intestine. Such a bypass can occur when a fistula connects one part of the bowel to another part that is further down the intestinal tract. The fistula thereby creates a new route for the intestinal contents. This new route bypasses the segment of intestine between the fistula's upper and lower connections to the intestine. Sometimes, fistulas can open and close sporadically and unevenly. Thus, for example, the outside of a fistula might heal before the inside of the fistula. Should this occur, the bowel contents can accumulate in the fistulous tract and result in a pocket of infection and pus (""'abscess''). An abscess may be quite painful and can be dangerous, especially if the infection spreads to the bloodstream.''Fistulas sometimes are difficult to detect. Although the outside opening of a fistula may be simple to see, the inside opening that is connected to the bowel may not be easy to locate. The reason for this difficulty is that fistulas from the bowel can have long, winding tunnels that finally lead to the skin or an internal organ. Endoscopy might detect the internal opening of a fistula, but it can easily be missed. Sometimes, a small bowel barium X-ray will locate a fistula. Often, however, an exam under general anesthesia may be required to fully examine areas that have fistulas, especially around the anus and vagina.''Intestinal fistulas that do not cause symptoms often require no treatment. Fistulas that cause significant symptoms, however, usually require treatment, although they are frequently difficult to heal.''Fistulas located around the anus (perianal) sometimes can be improved by treatment with the antibiotics, ''metronidazole'' (''Flagyl'') or ''ciprofloxacin'' (''Cipro'""). In response to the antibiotics, some of these fistulas even close completely. Also, treatment with the immunosuppressive medications, azathioprine or 6MP, improves fistulas located around the anus (perianal) in almost two thirds of patients, including complete healing in one third. More recently, the new drug infliximab (Remicade), which is an antibody to one of the body's inflammation-inducing chemicals, has been shown to produce very similar results. Remember, however, that infliximab might worsen strictures, which, as mentioned, can sometimes be associated with fistulas.""'When medications for the treatment of fistulas are discontinued, they usually re-open within 6 months to a year. Steroids do not heal fistulas and should not be used for this purpose. Other medications that suppress the immune system, such as cyclosporine or ''tacrolimus'' (FK506 or ''Prograf''), are currently being studied for the treatment of fistulas. Sometimes, resting the bowel by feeding the patient solely with total parenteral (intravenous) ''nutrition'' (TPN), and thus nothing by mouth, is required to treat fistulas. Even if these fistulas heal in response to the TPN, they commonly recur when eating is resumed.'""Fistulas sometimes require surgery. For example, when fistulas around the anus become very severe, they can interfere with the patient's ability to control bowel movements (continence). In this situation, the surgeon might make an opening (ostomy) to the skin from the bowel above the fistulas. The intestinal contents are thereby diverted away from the fistulas. Occasionally, when absolutely necessary, intestinal fistulas are surgically removed, usually along with the involved segment of the bowel. Fistulas from the intestine to the bladder or vagina are frequently very difficult to close with medical treatment alone and often require surgery."" "
What are fissures and how are they treated?,"""Fissures are tears in the lining of the anus. They may be superficial or deep. Fissures are especially common in Crohn's disease. They differ from fistulas in that fissures are confined to the anus and do not connect to other parts of the bowel, other internal organs, or the skin. Still, fissures can cause mild to severe ""'rectal pain'' and bleeding, especially with bowel movements. The most common treatment for anal fissures is periodic sitz baths or topical creams that relax the muscle (sphincter) around the anus. Injections of tiny amounts of botulinum toxin into the muscles around the anus have been reported to be helpful in relaxing the sphincter, thereby allowing the fissures to heal. The benefit of this type of therapy, however, is still controversial. Sometimes, surgery is needed to relieve the persistent pain or bleeding of an ''anal fissure'"". For example, the surgeon may cut out (excise) the fissure. Alternatively, the muscle around the anus can be cut (sphincterotomy) to relax the sphincter so that the fissure can heal. However, as is the cases with any surgery in patients with Crohn's disease, post-operative intestinal complications can occur frequently.""  "
What is small intestinal bacterial overgrowth (SIBO)?,"""Small intestinal bacterial overgrowth (SIBO) can occur as a complication of Crohn's disease but not of ulcerative colitis since the small intestine is not involved in ulcerative colitis. SIBO can result when a partially obstructing small bowel stricture is present or when the natural barrier between the large and small intestines (ileocecal valve) has been surgically removed in Crohn's disease. Normally, the small bowel contains only few bacteria, while the colon has a tremendous number of resident bacteria. If a stricture is present or the ileocecal valve has been removed, bacteria from the colon gain access to the small bowel and multiply there. With SIBO, the bacteria in the small bowel begin to break down (digest) food higher up than normal in the GI tract. This ""'digestion'' produces ''gas'"" and other products that cause abdominal pain, bloating, and diarrhea. In addition, the bacteria chemically alter the bile salts in the intestine. This alteration impairs the ability of the bile salts to transport fat. The resulting malabsorption of fat is another cause of diarrhea in Crohn's disease. (As previously mentioned, inflammation of the intestinal lining is the most common cause of diarrhea in patients with IBD.)""'SIBO can be diagnosed with a hydrogen breath test (HBT). In this test, the patient swallows a specified amount of glucose or another ''sugar'' called ''lactulose''. If bacteria have reproduced in the small bowel, the glucose or lactulose is metabolized by these bacteria, which causes the release of hydrogen in the breath. The amount of hydrogen in the breath is measured at specific time intervals after the ingestion of the ''sugar''. In a patient with SIBO, the hydrogen is eliminated into the breath sooner than the hydrogen that is produced by the normal bacteria in the colon. Accordingly, the detection of large amounts of hydrogen at an early interval in the testing indicates the possibility of SIBO. Another test, which may be more specific, uses a sugar called xylose. In this test, the swallowed xylose is tagged with a very small amount of radioactive carbon 14 (C14). The C14 is measured in the breath and interpreted by applying the same principles as used for hydrogen in the HBT.'' The best treatment for bacterial overgrowth is antibiotics for approximately 10 days using, for example, ''neomycin'', metronidazole, or ciprofloxacin. After this treatment, the breath test may be repeated to confirm that the bacterial overgrowth has been eliminated. SIBO may recur, however, if the stricture itself is not treated, or if the bacterial overgrowth is due to the surgical removal of the ileocecalvalve.' "
Does colon cancer occur in IBD?,"""The risk of developing colon cancer is 20 times higher for patients with IBD than it is for the general population. The association with colon cancer is more clearly established in ulcerative colitis than in Crohn's disease. An increased risk most likely also exists, however, for patients with Crohn's disease that affects the colon. In ulcerative colitis, the risk of acquiring colon cancer increases according to how much of the colon is involved and the duration of colitis. Thus, after about 8 to 10 years of ulcerative colitis, especially if the entire colon is involved, the risk of developing colon cancersubstantially increases. Other risk factors for colon cancer in IBD patients include a ""'liver disease'' called ''primary sclerosing cholangitis'' (''PSC''), a family history of colon cancer, and a history of ''liver'' transplantation. Additional possible risk factors include the use of concurrent immunosuppressive medications and a deficiency of the vitamin, ''folic acid''.''The way in which colon cancer develops in IBD patients is thought to be different from the way in which it develops in other people. In individuals without IBD, usually a benign (not malignant) polyp initially forms in the colon. Then, depending on the type of polyp and the genetic ''makeup'' of the patient, the polyp may eventually become cancerous. In IBD, the constant processof inflammatory injury and repair of the lining of the colon (colonic mucosa) isbelieved to make the individual more susceptible to the cancer. The idea is that the mucosal cells are dividing so rapidly that they are liable to make mistakes in their DNA (mutations). These mutated cells can then become pre-cancerous (dysplastic) cells, which later can turn into cancer.''Additionally, pre-cancerous cells in IBD develop in ways other than in a polyp. In fact, pre-cancerous cells can develop in tissue that appears completely normal or exhibits only mild irregularities. For this reason, a colon cancer may not be discovered in IBDpatients until the cancer has progressed to a later stage. In later stages, thecancer can invade tissues beyond the colon or spread (''metastasize'') to otherparts of the body.'""As already mentioned, patients with IBD, especially ulcerative colitis, have an increasedrisk of developing colon cancer. Performing a colectomy (removal of the colon)before the cancer develops in these patients is a sure way to prevent coloncancer. Actually, the concept is to remove the pre-cancerous cells (dysplasia)in the colon before they can turn into cancer. Accordingly, inspection for dysplasia and cancer by yearly colonoscopies with multiple colonic biopsies isrecommended for patients with ulcerative colitis. The monitoring is suggested to begin after thepatient has had ulcerative colitis for 8 to10 years. Many physicians recommend a similarmonitoring program for Crohn's disease patients who have inflammation of the colon (colitis),even though the association with colon cancer is less well established in Crohn's disease.Remember that ulcerative colitis involves only the colon, whereas Crohn's disease, which involves the smallbowel, colon, or both, often does not affect the colon.""'Colonoscopy clearly is the best method for monitoring colon cancer. An otherwise negative colonoscopy in ulcerative colitis, however, does not guarantee that the colon is free of cancer orpre-cancerous cells. The reason for this is that the multiple biopsies that aredone during the colonoscopy still make up only a tiny percentage of the entire lining of the colon. However, if pre-cancerous cells are found on a microscopic examination of the biopsies, a colectomy (surgical removal of the colon) may be recommended to prevent cancer from developing. One caution here is that the diagnosis of dysplasia should be made only in the absence of concurrent, active, inflammation of the colon. This is due to the fact that inflammation sometimes can mimic the microscopic appearance of dysplasia.'""In patients with Crohn's disease, there is an increased risk of developing ""'lymphoma'' oradenocarcinoma of the small intestine. Since the small intestine is not involved in ulcerative colitis, there is no increased risk of this cancer in ulcerative colitis patients. Even though there is a higher risk of these ''cancers'"" in Crohn's disease, the percentage of patients actually contracting them is very small. Still, certain conditions predispose Crohn's disease patients to an even higher cancer risk. These conditions include bypassed segments of the bowel and chronic fissures, fistulas, or strictures. Even so,routine monitoring for small bowel cancer in Crohn's disease patients by X-ray or enteroscopy is not currently recommended because these diagnostic procedures are difficult, time-consuming, and not very effective for this purpose. If however, after many years of Crohn's disease, the disease suddenly changes its course or becomes difficult to treat, the possibility of a small bowel cancer should be investigated."" "
What should be done about polyps in IBD?,"'Not all polyps that are found in IBD patients are pre-cancerous or cancerous.Some polyps form as a result of the inflammatory and healing processes. These polyps are called inflammatory polyps or pseudopolyps, and they do not turn into cancer. The only way to make sure that polyps do not have pre-cancerous or cancerous cells, however, is to remove (biopsy) and examine them under the microscope.' "
What is toxic megacolon and what are its causes and symptoms?,"'Toxic megacolon is a widened (dilated) segment of the colon in a patient withsevere inflammation of the colon (colitis). The megacolon develops when thelining of the colon is so inflamed that the colon loses its ability to contractproperly. When this happens, the propelling (peristaltic) contractions areunable to move the ''intestinal gas'' along through the colon. The colon, therefore, accumulates excessive amounts of gas. The gas then increases the pressure on thebowel wall, which causes the colon to dilate.''Patients with toxic megacolon usually are very ill, with abdominal pain, bloating (distention), and ''fever''. Thedilated colon can allow bacteria to leak through the bowel wall into the bloodstream (septicemia). With continuing dilation, the inflamed colonic wall becomesat high risk for bursting (perforating) and causing inflammation of the abdominal ''cavity'' (peritonitis). Both septicemia and peritonitis are serious infections, which, in some cases, can even lead to death.'""Toxic megacolon typically occurs when inflammation of the colon is severe. This complication, however, does not occur exclusively in patients with ulcerative colitis or Crohn's disease. Thus, a toxic megacolon can develop in other types of colitis, such as amebiasis or bacillary dysentery (""'shigella''). Narcotics, ''codeine'', or anti-diarrheal medications such asdiphenoxylate (Lomotil) or ''loperamide'' (Imodium) can decrease the contractions ofthe colon and allow excessive gas to accumulate. These medications, therefore, predispose to the development of toxic megacolon and should be avoided during severe episodes (flares) of colitis.' "
What kind of malabsorption occurs in IBD?,"""Malabsorption means abnormal intestinal absorption. Crohn's disease usually affects the small intestine, which is the part of the gut that absorbs most nutrients.Remember that Crohn's disease involves the small bowel and/or the colon, while ulcerative colitis involves only the colon. Crohn's disease of the upper part (duodenum) and middle part (jejunum) of the small intestine may interfere with the absorption of proteins, sugars, iron,""'vitamins'', and ''fats'"". This widespread malabsorption in Crohn's disease, which does not occur in ulcerative colitis, may lead to ""'weight loss'"" and malnutrition. In addition, some unabsorbed nutrients can cause the small or large intestine to secrete increased amounts of liquid, which worsens the diarrhea in Crohn's disease. (As previously mentioned, diarrhea is the most common symptom in patients with IBD, with or without the intestinal complications.) The lower end (ileum) of the small intestine is the part of the bowel most commonly involved in Crohn's disease. In ulcerative colitis, however, the function of the ileum is normal. When the ileum is involved in patients with Crohn's disease (or surgically removed),a decreased absorption of vitamin B12 may occur. If a deficiency of B12 develops, a particular type of ""'anemia'' called ''pernicious anemia'' can result.''The ileum is also the major area for intestinal absorption of bile acids. The bile acids are compounds that are secreted in the bile by the liver into the duodenum. The major function of bile acids is to help transport and absorb fats,mostly in the jejunum. Bile acids that are not absorbed by a diseased or removed ileum pass into the colon. The bile acids then induce the colon to secrete liquid, which aggravates the diarrhea. If the bile acids are not sufficiently absorbed in the colon and consequently become deficient, fat malabsorption and more diarrhea can result.'""Extensive Crohn's disease, usually involving the surgical removal of several intestinal segments over the years, can lead to a debilitating condition known as short bowel syndrome. In this condition, the patients hav emany of the intestinal complications of Crohn's disease, including severe malabsorption. They can also suffer from the previously mentioned complications not directly affecting the intestinal tract (extraintestinal). Additionally, these patients frequently have certain other extraintestinal complications, such asosteoporosis (thin or porous bones), osteomalacia (soft bones), ""'gallstones'', and ''kidney stones''.''The treatment of malabsorption in patients with IBD includes medications to treat the underlying intestinal inflammation. Decreasing the inflammation can improve the intestinal absorption of the nutrients that were malabsorbed. The malabsorption or deficiency of B12 may need to be treated by administering the vitamin in the vein or into the muscle. Diarrhea that is induced by bile acid scan be treated with ''cholestyramine'', a compound that works by binding the bile acids.''Supplemental calories and nutrients may be administered as special liquid diets. These so-called elemental diets are composed of proteins, carbohydrates,''vitamins'', and fats that are broken down into smaller particles that are easier for the intestine to absorb. Unfortunately, however, these diets often do not smell or taste very good. Nevertheless, they can be administered through a small tube inserted through the nose (enteral feeding). For patients who are unable to tolerate any food or liquid by mouth or by enteral feeding, ''nutrition'"" may need to be given solely through the veins (total parenteral nutrition). Finally, a small bowel transplant can now be done for patients with severe Crohn's disease or otherwise unmanageable short bowel syndrome."" "
What Is Inflammatory Bowel Disease (IBD)?,"'Inflammatory bowel disease'' (''IBD'') is a term that includes a group of diseases that cause chronic inflammation of the gastrointestinal (GI, digestive) tract. The two most common types of ''inflammatory bowel disease'"" are Crohn's disease (""'Crohn disease'') and ''ulcerative colitis'"" (UC). In Crohn's disease, the inflammation appears in patches anywhere in the GI tract from the mouth to the anus. In ""'ulcerative colitis'', there is chronic inflammation and sores (ulcers) that are continuous along the small intestine and colon.'  "
What Is an Inflammatory Bowel Disease Diet Plan?,"'There is no special ''diet'' that is recommended for treating ''inflammatory bowel disease'' (''IBD'""), but some people with Crohn's disease or ""'ulcerative colitis'' manage symptoms with dietary changes and a low-residue or low-''fiber'' ''diet'' that includes:''People with Crohn’s disease may have difficulty tolerating dairy products because of intolerance to milk (''lactose intolerance''). They also are more prone to nutritional deficiencies because of the lack of nutrient absorption in the intestine. If you have ''IBD'', discuss any dietary changes with your doctor, registered dietitian, nutritionist, or other health care professional.' Eating smaller and more frequent meals Taking vitamins and other nutritional supplements Avoiding problem or trigger foods such as fatty and fried foods, meats, spicy foods, diary, and fiber-rich foods because they often trigger symptoms of bloating, diarrhea, and abdominal pain and cramping."
Foods to Avoid in an IBD Diet,"'Some people with ''inflammatory bowel'"" disease, for example, Crohn's ulcerative ""'colitis'', find that certain foods or products trigger flares, which worsens the disease. Examples of foods to avoid if you have ''IBD'' include:'  Fatty, fried foods Spicy foods Meats Creamy sauces High-fiber foods including raw fruits and vegetables Nuts, seeds, and beans Caffeinated beverages Sweets including candy, soda, and juice Alcohol"
