Questions,Answer
Is dandruff contagious?,"'No, dandruff is not ''contagious'' or infectious. However, dandruff may get worse if certain yeasts and/or fungi that normally occur in small numbers on the scalp are increased in numbers. The increase in these microbes can contribute to increased flaking in dandruff. Because most of these organisms are already present on the skin, they are not considered to be contagious causes of dandruff.''However, another term that modifies the word dandruff is ''walking'' dandruff''. This skin condition is usually seen in dog skin infected with small mites. These mites can be transmitted to other animals, including humans; consequently, walking dandruff in ''dogs'', cats, and other animals can be contagious to humans. Walking dandruff in animals (and in humans) can be cured with topical medication to kill mites. This is in no way related to the dandruff that is commonly seen on the scalp of many individuals.' "
How will I know if I have dandruff?,"'A person will know they have dandruff if they see whitish, dry-appearing thin flakes in their hair, on their scalp, or on their clothing. ''Itching'' of the scalp may also be associated with dandruff. Some symptoms and signs of dandruff may improve after a reduction of ''stress''; others may have a reduction in symptoms and signs during the summer months. Usually, a person does not need a medical ''caregiver'' to diagnose dandruff.' "
What causes dandruff?,"""Because the cause of dandruff is unclear and dandruff is not considered to be contagious, the only spread of dandruff is usually on the person's body. In most individuals, dandruff is confined to the scalp. However, dandruff may spread in an individual by occurring all over the scalp and may occur in other areas on the skin (for example, nasal folds on the face)."" "
How to get rid of dandruff: remedies,"'Although there is no cure for dandruff, people can reduce and practically eliminate the symptoms and signs associated with dandruff; some obtain good results with over-the-counter dandruff shampoos that contain zinc pyrithione, salicylic acid or selenium sulfide. However, these shampoos are not a cure for dandruff because such shampoos only cause smaller and less visible flakes to be shed. Frequent washing even with regular shampoo may also reduce dandruff symptoms and signs.''If yeast/fungi that occur normally on skin or scalp are contributing to dandruff symptoms and signs, some doctors recommend 1% ''ketoconazole'' (''Nizoral'' shampoo) to reduce symptoms,\xa0although there is no credible evidence that this prescription shampoo works better than the over-the-counter variety.' "
When should I contact a medical caregiver about dandruff?,"'Most people do not need to contact a medical caregiver about dandruff. However, if ''itching'' is increasing and is associated with dandruff, if dandruff shampoo fails to reduce dandruff symptoms, or if inflammation (skin or scalp redness and swelling) and severe skin shedding occurs, contact a physician.' "
What is dandruff?,"'The exact origin of the term is rather obscure. ''Dander'' consists of white to tan flakes found on fur or feathers. ''Ruff'', the second syllable, probably originates from the word ''scurfy'', which means scale arising from the most superficial layer of the skin. In any case, ''dandruff'' ''is the popular term for the small white flakes that conspicuously appear on the shoulders of your black sweater or blouse after your scratch your ''flaky scalp''. This is distinctly different from the much larger white flakes and dead skin cells that can result from ''psoriasis'', a skin disease that can respond to coal tar treatments. ''Dandruff'' is also not from a fungal infection that could respond to ''ketoconazole''. ''Dandruff'' is also distinctly different from ''eczema'' that responds to cortisone creams and ''contact dermatitis'', which is an immune reaction to a chemical or metal.' "
What is dry scalp?,"'Dry ''scalp'' is simply ''dry skin'"" in the densely haired area on the top of one's head. ""'Dry ''scalp'"" is not a medical term and really shouldn't be used to describe any disease involving excess scale noted in the hair. Unlike other parts of the body, the scalp is naturally very oily and greasy. This is true for two reasons:""'I do not believe that dry scalp is a common problem. The belief that excess scale in the scalp is ever due to dryness is almost always incorrect and can lead to mistreatment of the real cause. So for the remainder of the article, I will refrain from using the term ''dry scalp''.' The skin in the scalp area produces more skin grease (sebum) that originates from hair follicles and the skin than any other anatomical region. Realistically, the most anyone washes their hair is once a day, and frequently much less often than that. Shampooing with soap is responsible for removing moisturizing fats (lipids) that naturally accumulate on the scalp and hair to prevent dryness and flaking. It would require multiple washes per day of a hairless scalp to achieve significant drying (xerosis). Dry skin (xerodermatitis) does not just happen because of dry air, but it can occur because of hormones out of balance (such as hypothyroidism) and with increasing age."
What are causes and risk factors for dandruff?,"'The presence of ''dandruff'"" in abundance is a clue to either the presence of an inflammatory skin disease affecting the scalp or a relative lack of shampooing. All skin constantly sheds dead skin cells, if one does not remove them, they will accumulate, appearing as white to yellow flakes on one's clothing. Alternatively, an inflammatory skin disease affecting the scalp, such as ""'seborrhea'' ''dermatitis'' (''eczema''), ''psoriasis'', or a fungal infection, can cause rapid growth of skin cells, producing excess scaling so abundant that it is often impossible to remove it even by shampooing frequently.' "
What are the signs and symptoms of dandruff?,"'Dandruff'"" is a sign of a potential scalp problem if it is present in excess. If one neglects washing one's hair, it is perfectly reasonable to expect to see ""'dandruff''. Simple regular shampooing will resolve the problem. On the other hand, if there is an inflammatory disease that is responsible for the production of excessive scaling, then treatment of this underlying problem can control the production of those unsightly flakes of skin. If a disease is present, dandruff is frequently accompanied by ''itching''.' "
What tests do health care professionals use to diagnose dandruff?,"'A physical examination of the scalp skin is necessary to determine if a disease is present. Occasionally, a doctor may remove a portion of the scalp skin surgically so a pathologist can examine it to aid the physician in arriving at the correct diagnosis. Dermatologists have the most expertise in correctly diagnosing and treating scalp diseases.' "
What are treatments and medications for dandruff?,"'The most common scalp disease producing excessive dandruff is ''seborrheic dermatitis''. The cause is unclear (it is believed by some to be due to excess growth of the skin yeasts ''Pityrosporum'' or ''Malassezia''), but a disturbance in the balance between normal scalp microbes has been postulated. It is easily controlled with safe, effective topical medications. ''Seborrheic dermatitis'' is characterized by exacerbations and remissions and recurs if treatment is stopped. There is no known cure.''Medicated, anti-dandruff shampoos containing zinc pyrithione, coal tar, salicylic acid, selenium sulfide, or ''ketoconazole'' are effective at controlling seborrheic dermatitis. It is not unusual to supplement these shampoos with a medium potency topical steroid lotion, solution, or foam applied to the scalp once or twice a day. There is little compelling evidence to suggest that either ''tea tree oil'' products (a single Australian study funded by the ''Tea Tree Oil'' Institute in 2002 using a 5% tea tree oil shampoo reduced dandruff in healthy individuals) or apple cider vinegar is of any benefit in controlling dandruff. Since a variety of other skin diseases can affect the scalp, an examination by a physician with special expertise in treating and diagnosing skin diseases is recommended if nonprescription shampoos are ineffective.' "
What is the prognosis for dandruff?,"'If the dandruff is related to the infrequent use of shampoo, it often can be controlled entirely by more frequent washing. If it is due to seborrheic dermatitis, it is easily controlled with a variety of shampoos and the use of topical steroids products. These products do not cure the problem. If treatment is discontinued, the disease will eventually return. They should use effective treatment just frequently enough to control the problem. Excessive use is just a waste of money and will not improve the long-term outlook. Other scalp diseases causing dandruff require more specific treatments.' "
Is it possible to prevent dandruff?,"'The best ''prevention'' is probably to use an anti-dandruff shampoo (medicated shampoo, such as selenium sulfide shampoo) as your regular shampoo frequently and regularly.' "
What are lice?,"'Lice are small parasites that can affect three areas of the ''human body''. ''Head lice'' (the subject of this article), ''body lice'', and ''pubic lice'' (also known as ''crabs'') are causes by three different but related parasites. Lice infestation occurs only in humans. ''Head lice'' infestation is by far and away the most common version of the three parasitic infections and is very ''contagious'"". Direct contact or sharing of items (fomites) that would touch the infected individual's hair/scalp is the primary mode of transmission from one person to another. Examples would include sharing caps, combs/hairbrushes, headphones, etc."" "
What is dandruff?,"'Dandruff, also called seborrheic dermatitis, is not an infection and not contagious. Rather it is a scalp abnormality that causes dry, scaly flakes to be shed in excess. Another manifestation of seborrheic dermatitis that may affect infants more frequently is commonly called cradle cap. This scalp change appears as scaly scalp areas that have a greasy character rather than the dryness of classical dandruff (which is not usually seen in infants or toddlers).' "
What are the causes and risk factors of lice infestations and dandruff?,"'Lice infestation is a person-to-person transmission of a parasite via contaminated agents (fomites) that facilitate transfer of the agent. Such agents would include caps, combs/hairbrushes, pillows, and headphones. Lice infestation is highly contagious and is very common in the toddler and early childhood grades. Between 6-12 million children from 3-11 years of age will develop a lice infestation annually. Crowded conditions, day care centers, and female gender (more likely to share hair brushes/combs) are risk factors. For reasons not fully understood, African-American hair is less likely to support a lice infection.''The presence of dandruff is extremely common. Many teen and adults have experienced such scalp changes. Some experience repeated exacerbations of the condition and may someday to be demonstrated to have a genetic predisposition to dandruff. Seborrheic dermatitis (cradle cap) is similarly a very common scalp situation found in the infant and toddler. Similar to dandruff, the situation may be of minimal consequence to some and a repeated experience to others. Neither condition reflects ''poor hygiene''.' "
What are the signs and symptoms of a lice infestation and dandruff?,"'While both lice infestation and dandruff share common signs and symptoms, both may also occasionally appear without symptoms. Common elements include moderate scalp ''itching'' and small (2 mm in length) ivory white/opalescent material on the hairs shaft. Scalp lice infestation tends to occur predominately at the nape of the neck and may demonstrate immature lice (called ""nits"") attached to hair shafts approximately 1-2 cm from the scalp. Mature forms of lice (3-5 mm in length, resembling a mobile sesame seed) may be observed moving over the scalp surface. Dandruff affects the entire scalp and is unique (vs. lice) in that small white flakes are easily demonstrated on the shoulders after rubbing the scalp. The scalp of an infant with cradle cap will characteristically demonstrate the area to have a yellow greasy character that may be loosened and removed by scraping with a fingernail.' "
How do health care professionals diagnose a lice infestation and dandruff?,"'A history and physical examination allow accurate identification of the diagnosis. The characteristic changes in the scalp and examination for nits/mature lice help solidify the diagnosis. A Wood\'s lamp (""black light"") may be used to facilitate demonstration of nits on the hair shaft. It is rare that a specialist (such as a dermatologist) would need to be consulted.' "
What are the treatments for a lice infestation and dandruff?,"'Treatment for lice consists of application of over-the-counter shampoos that contain either ''permethrin'' 1% (Nix, Rid, A200) or ''pyrethrin'' (Pronto). The former agent is generally used in that it kills both nits and adult lice whereas the latter is only lethal against lice (but not nits). In addition, permethrin products continue to be effective for several days after the shampoo is washed out. A repeat shampoo is recommended for both agents seven to 10 days after the first application. A prescription shampoo (''ivermectin'' [Sklice]) is available if the above over-the-counter measures are not effective. ''Nit'' removal from hair shafts using a fine-toothed comb is worthwhile. Combs used to remove fleas from ''dogs'' and cats work well. All potential contact items (combs, caps, etc.) should be washed in water between 120-140 degrees. All other fomites (sofa cushions, pillows, towels, etc.) should be thoroughly vacuumed. The CDC recommends that all family members be screened for lice infestation and treated if demonstrated to be infected. Those not infected do not need to be treated.''Effective treatment of dandruff involves using an anti-dandruff shampoo (Head & Shoulders, T-Gel, etc.) that are effective but may require daily use to establish control of the situation. Infants and toddlers with seborrheic dermatitis (cradle cap) usually respond well to washing the scalp with routine baby shampoos. If the scalp is excessively involved, using the adult anti-dandruff shampoos detailed above may be safely used.' "
What is the prognosis for a lice infestation and for dandruff?,"'Both conditions carry an excellent prognosis. Repeated therapy may be required if the primary problem is not addressed (for example, not sharing hairbrushes). The symptoms (moderate itching of the scalp) are typically bothersome but not severe.' "
Is it possible to prevent a lice infestation and dandruff?,"'Following scalp/hair hygiene by not sharing items that may be contaminated by lice is effective prevention. Dandruff and/or cradle cap are not preventable at this time. However, they are only cosmetic by nature and not contagious and effectively treated by simple measures.' "
What are date rape drugs?,"'Date rape drugs are any type of drug or alcohol used to make rape or sexual assault easier. Drugs or alcohol can make a person confused about what is happening, less able to defend themselves against unwanted sexual contact, or unable to remember what happened. Learn more about how date rape drugs are used.''Many people use the phrase ""date rape."" But the person who commits the crime might not be in a relationship, or on a date, with the victim. Someone who commits date rape can be someone you know well, someone you know through friends, or someone you just met.'  "
What are the most common date rape drugs?,"'People who use date rape drugs or alcohol to commit sexual assault most often use alcohol alone or in combination with other drugs. Learn more about how alcohol is linked to sexual assault.''Someone could use any type of drug, including ''marijuana'', ''cocaine'', or prescription or ''over-the-counter'' drugs like ''antidepressants'', tranquilizers, or sleeping aids to overpower a victim or make them not remember an assault.''Other date rape drugs include flunitrazepam (Rohypnol), gamma-hydroxybutyric acid (GHB), gamma-butyrolactone (GBL), and ketamine. These drugs are sometimes called ""club drugs"" because they are often used at dance clubs, concerts, bars, or parties. Most drugs, including club drugs, have nicknames that change over time or are different in different areas of the country.'  "
How are date rape drugs used?,"'Someone can use date rape drugs or alcohol to overpower you so you do not know what is happening or remember the assault. Sometimes date rape drugs are put into a drink without you knowing. Or, you may be drinking alcohol or taking a drug, but someone else makes it stronger without you knowing.' "
What do date rape drugs look like?,"'Some date rape drugs look like regular drinks or other drugs you may be used to seeing. Drugs such as Rohypnol, GHB, GBL, and ketamine may look like pills, liquid, or powders. Often date rape drugs have no color, no smell, and no taste when added to a drink or food. Learn about the most common date rape drugs.'""If someone adds a date rape drug to a drink, it may change the color of a clear drink or make your drink look cloudy. But changes can be hard to see if the drink is dark (such as cola or beer) or if the room is dark. You can't always tell if a drug has been added to your drink just by looking at it or tasting it. Read steps you can take to be safer in social situations where there are drinks."" "
How do date rape drugs and alcohol affect the body?,"'Drugs such as Rohypnol, GHB, GBL, and ketamine are very powerful. They can affect you very quickly, and you might not know that something is wrong. The length of time that the effects last varies. It depends on how much of the drug is in your body and if the drug is mixed with other drugs or alcohol. Alcohol can make the effects of drugs even stronger and can cause serious health problems -- even death.''Date rape drugs or too much alcohol can make you:''Drugs and alcohol can cause problems thinking, making decisions, and remembering what happened.' Dizzy Have problems talking or slurred speech Have trouble moving or controlling your muscles Feel nauseous or vomit Have a very slow or very fast heartbeat Sleepy Confused Have trouble breathing Pass out"
How is alcohol linked to sexual assault?,"""People who use date rape drugs or alcohol to commit sexual assault most often use alcohol alone or in combination with other drugs. They may use alcohol as a way to make someone drunk and unable to consent, understand what is happening, or remember the assault. They may take advantage of someone who has already been drinking or pressure them to drink more than they might normally drink. They may also use drugs to increase the alcohol's effects. Drinking alcohol and taking drugs at the same time increases the risk of sexual assault.""'Using alcohol is sometimes linked to sexual assault because:''If you are drunk or passed out you cannot give consent for sexual activity. Without consent, any sexual activity is illegal, no matter how much you had to drink, if you took drugs, or how old you are.' The attacker was drinking. Research shows that up to 3 out of 4 attackers had been drinking alcohol when they sexually assaulted someone. The victim was drinking. Research also shows that about half of sexual assault victims had been drinking. However, this does not mean that drinking causes sexual assault or that the assault is the victim's fault."
What steps can I take to be safer in social situations?,"'Anyone can take steps to be as safe as possible around others:''If you think someone has drugged you or a friend, call 911 or go to a hospital emergency room. Even though it may be difficult, it is important to tell a doctor or nurse what happened and that you might have been drugged so they can test for the right drugs.'  Be aware of drinks in punchbowls or other containers that can be easily ""spiked"" (when alcohol or another drug is added to a drink without permission). Don't accept drinks from other people. If someone offers to get you a drink from a bar or at a party, go with the person to order your drink. Watch your drink as it is poured and carry it yourself. Open your drink yourself. Keep control of it at all times. Don't drink anything that smells strange. Stop drinking any drink that tastes strange. Some date rape drugs may taste salty or bitter, but most are tasteless and odorless. Don't drink more than you want to just because someone else wants you to. Don't drink more than you want to so that someone else will like you or be impressed. Get help right away if you feel drunk and haven't had any alcohol or if you feel like the effects of drinking alcohol are stronger than usual. Find a friend who can help you get to a safe place. Look out for your friends, and ask them to look out for you. You can play a powerful role in helping other people stay safe. If a friend seems out of it, seems much too drunk for the amount of alcohol she drank, is acting out of character, or seems too drunk to stay safe in general, get her to a safe place. Ask your friends to do the same for you. Learn more from the Rape, Abuse, & Incest National Network (RAINN) about how you can help prevent sexual assault as a bystander (link is external)."
Are there ways to tell if I might have been drugged and raped?,"""Date rape drugs can make you feel drunk even if you haven't drunk any alcohol. You may also feel like the effects of drinking alcohol are much stronger than usual or more than you expect based on how much you drank.""'Date rape drugs also affect your memory. This can make it difficult to tell if you were drugged and raped. You might not be aware of an attack until many hours later, or you may not remember what happened.''You might have been drugged and raped if:''If you notice any of these signs, and also wake up having no memory of a period of time, or remember having a drink but cannot recall anything after that, you may have been drugged and assaulted.''Learn what to do if you think you have been drugged and raped.' You don't know why your clothes are on wrong, torn, or have unusual stains. Or, you wake up without clothes and don't remember taking them off. Your body feels like you had sex, but you cannot remember it. You have unexpected bruises, bleeding, pain, scrapes, or cuts, especially after waking up after a party, date, or other social event."
What should I do if I think I've been drugged and raped?,"'If you think you may have been drugged and raped, get medical care right away. Call 911 or have a trusted friend take you to a hospital emergency room. Even though it may feel very difficult at the time, it is important that you try not to urinate, ''douche'', bathe, shower, wash your hands, brush your ''teeth'' or hair, change clothes, or eat or drink before you go. A doctor or nurse may be able to collect evidence of the assault from your body. Learn more about what to do if you are sexually assaulted.''Ask the hospital to take a urine sample to test for date rape drugs. Some date rape drugs leave the body very quickly. If you wait to get help, it may be difficult to prove that drugs were involved. For this reason, it is important to get medical help as quickly as possible.''After a sexual assault, you may feel fear, shame, guilt, or ''shock''. All of these feelings are normal. Each survivor can feel a different range of emotions at different times in the healing process. Even if you wanted to drink alcohol or take drugs at the time, sexual assault is never your fault. You may be afraid to think about talking about the assault, but it is important to get help. You can call these organizations anytime, day or night. The calls are free and confidential.' National Sexual Assault Hotline, 1-800-656-HOPE (4673). You can also chat online in English or Spanish with a trained hotline specialist on the National Sexual Assault Online Hotline. National Domestic Violence Hotline, 1-800-799-SAFE (7233)"
What is the design of the spine?,"'The vertebrae are the bony building blocks of the spine. Between each of the largest part of the vertebrae are the discs. Ligaments are situated around the spine and discs. The spine has seven vertebrae in the neck (cervical vertebrae of the cervical spine), 12 vertebrae in the mid-back (thoracic vertebrae of the thoracic spine), and five vertebrae in the low back (''lumbar vertebrae'' of the lumbar spine). In addition, in the mid-buttock beneath the fifth lumbar vertebra are five sacral vertebrae -- usually fused as the ''sacrum'' bone followed by the tailbone (''coccyx'').' "
What is the purpose of the spine and its discs?,"'The bony spine is designed so that vertebrae ""stacked"" together can provide a movable support structure. The spine also protects the spinal cord (nervous tissue that extends down the spinal column from the brain) from injury. Each vertebra has a ''bony arch behind the spinal cord that shields the cord\'s nerve tissue. The vertebrae also have a strong bony ""body"" in front of the spinal cord to provide a platform suitable for weight-bearing.''The spinal discs are pads that serve as cushions between each vertebral body that serve to minimize the impact of movement on the spinal column. Because the discs are situated between vertebrae, they are sometimes referred to as intervertebral discs. Each disc is designed like a jelly donut with a central softer component (nucleus pulposus) surrounded by a firmer ring of tissue (annulus fibrosus). With injury or degeneration, this softer component can sometimes rupture (herniate) through the surrounding outer ring (annulus fibrosus) and irritate adjacent nervous tissue. Ligaments are strong fibrous soft tissues that firmly attach bones to bones. Ligaments attach each of the vertebrae and surround each of the discs. When ligaments are injured as the disc degenerates, localized ''pain'' in the area affected can result.' "
What is degenerative disc disease? What causes degenerative disc disease?,"'As we age, the water and protein content of the cartilage of the body changes. This change results in weaker, more fragile, and thin cartilage. Because both the discs and the joints that stack the vertebrae (facet joints) are partly composed of cartilage, these areas are subject to wear and tear over time (degenerative changes). The gradual deterioration of the disc between the vertebrae is referred to as degenerative disc disease, sometimes abbreviated DDD. Wear of the facet cartilage and the bony changes of the adjacent joint is referred to as degenerative facet joint disease or ''osteoarthritis'' of the spine. ''Trauma'' injury to the spine can also lead to degenerative disc disease.''Degeneration of the disc space and its contents is medically referred to as spondylosis. Spondylosis can be noted on X-ray tests or ''MRI'' scanning of the spine as a narrowing of the normal ""disc space"" between the adjacent vertebrae.' "
What are degenerative disc disease symptoms?,"'Degeneration of the disc tissue makes the disc more susceptible to herniation. Degenerative spondylosis is another name for degeneration of disc tissue. Degeneration of the disc can cause local pain in the affected area. Any level of the spine can be affected by disc degeneration. When disc degeneration affects the spine of the neck, it is referred to as cervical disc disease. When the mid-back is affected, the condition is referred to as thoracic disc disease. Disc degeneration that affects the lumbar spine can cause ''low back pain'' (referred to as ''lumbago'') or irritation of a ''spinal nerve'' to cause pain radiating down the leg (''sciatica''). ''Lumbago'' causes pain localized to the low back and is common in older people. ''Degenerative arthritis'' (osteoarthritis) of the facet joints that can be detected with plain X-ray testing is also a cause of localized ''lumbar pain''. The pain from degenerative disc or joint disease of the spine is usually treated conservatively with intermittent heat, rest, rehabilitative exercises, and medications to relieve pain, ''muscle spasm'', and inflammation.'  "
What are the symptoms of radiculopathy and sciatica?,"'Radiculopathy'' refers to nerve irritation caused by damage to the disc between the vertebrae. This occurs because of degeneration (""wear and tear"") of the outer ring of the disc or because of traumatic injury, or both. ''Weakness'' of the outer ring leads to disc bulging and ''disc herniation''. As a result, the central softer portion of the disc can rupture through the outer ring of the disc and abut the spinal cord or its nerves as they exit the bony spinal column.''It is important to note that many people have degenerative spines without having any symptoms. When nerves are irritated in the neck from degenerative disc disease, the condition is referred to as cervical radiculopathy. This can lead to painful burning or tingling sensations in the arms. When nerves are irritated in the low back from degenerative disc disease, the condition is called ''lumbar radiculopathy'', and it often causes the commonly recognized ""sciatica"" pain that shoots down a lower extremity. This condition can be preceded by a localized low-back aching. Sciatica pain can follow a ""popping"" sensation at onset and be accompanied by numbness and tingling. The pain commonly increases with movements at the waist and can increase with ''coughing'' or ''sneezing''. In more severe instances, lumbar radiculopathy can be accompanied by ''incontinence'' of the bladder and/or bowels.' "
"How do health care professionals diagnose degenerative disc disease, radiculopathy, and sciatica?","'Degenerative disc disease, radiculopathy, and sciatica are suspected when the symptoms described above are noted. The doctor can sometimes detect signs of irritated nerves during the examination. For example, increased radiating pain when the lower extremity is lifted supports the diagnosis of lumbar radiculopathy. Nerve testing (''EMG''/''electromyogram'' and NCV/nerve conduction velocity) of the lower extremities can be used to detect the nerve irritation. Health care professionals can visualize degenerative spondylosis using plain film X-ray imaging of the spine, CAT, or MRI scanning. The actual disc herniation can be detected with radiology testing, such as CAT or MRI scanning.' "
"What is the treatment for degenerative disc disease, radiculopathy, and sciatica?","'The treatment of degenerative disc disease, radiculopathy, and sciatica ranges from nonsurgical (medical) management to surgery. Medical management of radiculopathy includes patient education of the condition, medications to relieve pain (''NSAIDs'', analgesics) and muscles spasm (muscle relaxants), ''cortisone injection'' around the spinal cord (epidural injection), physical therapy (heat, exercises, ''massage'', ''ultrasound'', electrical stimulation), chiropractic manipulation and rest (not strict bed rest, but avoiding reinjury). With unrelenting pain, severe impairment of function, or incontinence (which can indicate spinal cord irritation), surgery may be necessary. The operation performed depends on the overall status of the spine and the age and health of the patient. Procedures include removal of the ''herniated disc'' with laminotomy (producing a small hole in the bone of the spine surrounding the spinal cord), laminectomy (removal of the bony wall adjacent to the nerve tissues), by needle technique through the skin (percutaneous discectomy), disc-dissolving procedures (chemonucleolysis), and others.'  "
What is bony encroachment and spinal stenosis?,"'Any condition that results in movement or growth of the bony vertebrae of the spine can limit the space (encroachment) for the adjacent spinal cord and nerves. Causes of bony encroachment of the spinal nerves include foramen narrowing (narrowing of the portal through which the spinal nerve passes from the spinal column, out of the spinal canal to the body), ''spondylolisthesis'' (slipping of one vertebra relative to another), and spinal stenosis (narrowing of the spinal canal causing by compression of the nerve roots or spinal cord by bony spurs or other soft tissues in the spinal canal). For example, lumbar ''spinal nerve compression'' in these conditions can lead to sciatica pain that radiates down the lower extremities.'""Spinal stenosis (narrowing of the spinal canal) can occur at any level of the spine, but it's most common in the lumbar spine of the low back. Symptoms depend on the level affected. For example, ""'lumbar spinal stenosis'' can cause lower-extremity pains that worsen with ''walking'' and are relieved by resting (mimicking poor circulation of the lower extremities).''Treatment of these conditions varies (depending on the severity and condition of the patient) from rest to epidural cortisone injection and surgical decompression by removing the bone that is compressing the nervous tissue.' "
