Questions,Answer
What are possible future treatments for hemophilia?,"'Multiple trials and studies are underway to examine the possibility to use gene therapy to replace the defective genes in hemophilia. To date, stable and sustained production of the deficient clotting factors has not been achieved in humans, but this is an area of active investigation that holds great promise for the future.' "
What are the top ten phobias as per therapists?,"'As per research from therapists below are the top ten ''phobias''Apart from the above phobias, below are few more common phobias' Social phobia: Social anxiety disorder is fear of social interactions. It can make everyday activities challenging, stressful and anxiety provoking. Claustrophobia: This is the fear of enclosed spaces. People have difficulty breathing or a fear of running out of oxygen. It is believed that about 5% of the population suffers from claustrophobia. Zoophobia: An umbrella term that involves extreme fear of certain animals. Arachnophobia means fear of spiders. Ornithophobia means fear of birds. Ophidiophobia is the fear of snakes and apiphobia means the fear of bees. This fear is linked to an evolutionary response against these creatures, many of which are poisonous. Symptoms of this fear most often appear during childhood but can also develop in adulthood. Brontophobia: Fear of thunder and thunderstorms. Such people know that thunder cannot harm them but are still worried about going out during a thunderstorm. Acrophobia: This is a fear of heights. Acrophobia is believed to be partially ingrained, whether biologically or evolutionarily, as a survival mechanism. These people may develop attacks while climbing stairs and may be terrified to move. Blood, injury and injection (BII) phobia: Injury phobias are generally phobias associated with fear of medical procedures. They may often be associated with fainting and hyperventilation. These include hemophobia (fear of blood) and trypanophobia (fear of receiving an injection). Odontiatophobia is the fear of visiting a dentist. Aerophobia: This is the fear of flying. It can be passed down from parents if they are anxious flyers. It may be due to past experiences or even from watching media coverage of crashes. Atychiphobia: This is a fear of failure. When this fear becomes debilitating and one is unable to progress in life, it is time to seek help from a professional. Thanatophobia: This is a fear of death. As with atychiphobia, this fear is not shocking, but when it takes over day-to-day activities and causes anxiety that prevents seemingly normal activities and behavior, it becomes a serious problem. Nosophobia: This is a fear of developing a disease even if a person is having only minor symptoms. Emetophobia: This is a fear of vomiting. Vehophobia: This is a fear of driving. For most people who suffer from vehophobia, the phobia follows involvement in a car accident or after witnessing one.  Aquaphobia: This is a fear of water."
Is a phobia a mental disorder?,"'Yes, phobias are diagnosable mental disorders. A phobia is a strong, irrational fear of something that poses little or no actual danger. It is also a type of ''anxiety disorder''. A phobia is a persistent, excessive, unrealistic fear of an object, person, animal, activity or a situation. People with phobias try to avoid what they are afraid of. If they cannot, they may experience' Panic and fear Rapid heartbeat Shortness of breath Trembling A strong desire to get away Fainting in extreme cases"
What are the treatment options for phobias?,"'Phobias are highly treatable and people who have them are nearly always aware of their disorder. This helps diagnosis a great deal. Phobias are treated with a combination of therapy and medications which may include''Cognitive behavioral therapy'' (''CBT''):''\xa0Gradual controlled exposure to the ""cause’ may help bring down the ''anxiety'' response.''Medications'' may help treat phobias''Medication therapy may cause a few common side effects which include ''nausea'', ''vomiting'', ''dizziness'' and sometimes ''weight gain''. A doctor may prescribe the best medication with the least amount of side effects depending on the type of phobia.' Beta blockers: These medications reduce the palpitations and sweating that can accompany a phobia. Antidepressants: Serotonin reuptake inhibitors (SSRIs) affect serotonin levels in the brain, resulting in better moods. SSRIs include Prozac (fluoxetine), Paxil (paroxetine), celexa (citalopram) and others. Tranquilizers: Benzodiazepines are tranquilizers that might be prescribed for a phobia. These may help reduce anxiety symptoms Valium (diazepam)."
What is alopecia areata?,'Alopecia areata is an acquired skin disease that can affect all hair-bearing skin and is characterized by localized areas of non-scarring alopecia (''hair loss'').' Alopecia areata is occasionally associated with other medical problems. Most often these bald areas regrow their hair spontaneously. Alopecia areata is rare before 3 years of age. There seems to be a significant inherited predisposition for the development of alopecia areata.
What causes alopecia areata?,"""Current evidence suggests that alopecia areata is caused by an abnormality in the immune system that damages hair follicles. This particular abnormality leads to autoimmunity, a misguided immune system that tends to attack its own body. As a result, the immune system attacks particular tissues of the body. In alopecia areata, for unknown reasons, the body's own immune system attacks the hair follicles and disrupts normal hair formation. Biopsies of affected skin show immune lymphocytes penetrating into the hair bulb of the hair follicles."" Alopecia areata is occasionally associated with other autoimmune conditions such asthyroid disease,vitiligo,lupus,rheumatoid arthritis, andulcerative colitis. thyroid disease, vitiligo, lupus, rheumatoid arthritis, and ulcerative colitis. The diagnosis or treatment of these diseases is unlikely to affect the course of alopecia areata. Sometimes, alopecia areata occurs within family members, suggesting a role of genes."
What are the signs and symptoms of the different patterns of alopecia areata?,"   The most common pattern is one or more well-defined spots of hair loss on the scalp. If alopecia occurs in an ophiasis pattern (hair loss involving the temporal and posterior scalp) or if large areas of the scalp are involved for long periods of time, the prognosis is worse. A more generalized form of hair loss is referred to as diffuse alopecia areata where there is widespread dramatic thinning of the scalp hair. Occasionally, all of the scalp hair is entirely lost, a condition referred to as alopecia totalis. Less frequently, the loss of all of the hairs on the entire body, called alopecia universalis, occurs."
Who is affected by alopecia areata?," Alopecia areata tends to occur most often in adults 30 to 60 years of age. However, it can also affect older individuals and, rarely, young children. Alopecia areata is not contagious. It should be distinguished from hair shedding that may occur following the discontinuation of hormonal estrogen and progesterone therapies for birth control or the hair shedding associated with the end of pregnancy. There are a number of treatable conditions that could be confused with alopecia areata."
How do health care professionals diagnose alopecia areata?," The characteristic finding of alopecia areata is one or more well-circumscribed areas of otherwise normal, hairless skin in hair-bearing areas. Occasionally, it may be necessary to biopsy the scalp to confirm the diagnosis. Other findings that may be helpful are the appearance of short hairs that presumably represent fractured hairs, short thin hairs, and gray hair growing in a bald area. Other causes of hair loss are generally excluded from the consideration by history and clinical evaluation."
What is the treatment for alopecia areata?,"'The course of typical alopecia areata is not predictable with a high likelihood of spontaneous remission. The longer the period of time of hair loss and the larger the area involved, the less likely the hair will regrow spontaneously. Therefore, there are a variety of treatments, but none of these can confidently be predicted to impact the course of this disease.'   Local steroid injections intracutaneously may be very helpful in restarting the hair growth cycle in treated areas. Steroid creams, lotions, and shampoos have been used for many years but are of limited benefit at best. Although oral systemic steroids are known to induce hair growth in affected patients, their long-term use is contraindicated because of the likelihood of undesirable side effects. The topical sensitizers, diphencyprone or squaric acid dibutylester, have been used in those suffering from recalcitrant alopecia areata or those with more than 50% hair loss. The goal of treatment is to create an allergic contact dermatitis of the scalp. This alteration in the immune response occasionally is accompanied by hair regrowth. The efficacy of the topical sensitizers has been demonstrated in both young children and adults, but it probably works less than half the time. Recent success using oral janus kinase inhibitors, including tofacitinib, ruxolitinib, and baricitinib, have been shown to be efficacious in severe, extensive alopecia areata in adults, but long-term therapy has potential side effects. The durability of response to these medications is variable, and most patients experience recurrence of hair loss after discontinuation. Perhaps topical therapy with these types of drugs may be available in the near future. There is no known effective method of prevention, although the elimination of emotional stress is felt to be helpful. No drugs or hair care products have been associated with the onset of alopecia areata. Although not precisely a treatment, the cosmetic camouflage of alopecia areata is certainly an important consideration in patient management. The damaging emotional effect of significant hair loss for both women and men can be considerable."
Facts you should know about abdominal aortic aneurysms,"'What is the medical definition of ''aortic'' ''aneurysm''?''What is the most common cause of ''abdominal aortic aneurysm''?''What are the symptoms of a leaking ''aortic aneurysm''?''How do you check for an abdominal aortic aneurysm?' An aneurysm is an abnormal area of localized widening of a blood vessel. The aorta bulges at the site of an aneurysm like a weak spot on a worn tire. Aortic aneurysms are typically spindle-shaped and involve the aorta below the arteries to the kidneys. The most common cause of an aneurysm is arteriosclerosis. Smoking is a major risk factor. Abdominal aortic aneurysms often do not cause symptoms. If they do, they may cause deep boring pain in the lower back or flank. Prominent abdominal pulsations may be present. X-rays of the abdomen and other radiologic tests including ultrasound, CT, and MRI may be used in diagnosing and monitoring the aneurysm. Rupture of an aortic aneurysm is a catastrophe. Repair of an aneurysm can be done by surgery or endovascular stenting."
What is a ruptured abdominal aortic aneurysm?,"'Threatened rupture of abdominal aneurysms is a surgical emergency. Once an aneurysm ruptures, 50% of those with the aneurysm die before they reach the hospital. The longer it takes to get to the operating room, the higher the mortality.'  "
What is an abdominal aortic aneurysm?,"'An aneurysm is an area of a localized widening (dilation) of a blood vessel. The word ""aneurysm"" is borrowed from the Greek ""aneurysma"" meaning ""a widening."" An aortic aneurysm involves the aorta, the major artery that leaves the ''heart'' to supply blood to the body. An aortic aneurysm is a dilation or bulging of the aorta.''Aortic aneurysms can develop anywhere along the length of the aorta but the majority are located in the abdominal aorta. Most of these abdominal aneurysms are located below the level of the renal arteries, the vessels that provide blood to the kidneys. Abdominal aortic aneurysms can extend into the iliac arteries.''The inside walls of aneurysms are often lined with a ''blood clot'' that forms because there is stagnant blood. The wall of an aneurysm is layered, like a piece of plywood.''The aorta is the large artery that exits the heart and delivers blood to the body. It begins at the ''aortic valve'' that separates the ''left ventricle'' of the heart from the aorta and prevents blood from leaking back into the heart after a contraction, when the heart pumps blood. The various sections of the aorta are named based upon the relation to the heart and the location in the body. Thus, the beginning of the aorta is referred to as the ''ascending aorta'', followed by the arch of the aorta, then the ''descending aorta''. The portion of the aorta that is located in the chest (thorax) is referred to as the thoracic aorta, while the abdominal aorta is located in the abdomen. The abdominal aorta extends from the ''diaphragm'' to the mid-abdomen where it splits into the iliac arteries that supply the legs with blood.'  "
What are the symptoms of an abdominal aortic aneurysm?,"'Most abdominal aortic aneurysms produce no symptoms (they are asymptomatic) and are discovered incidentally when an imaging test of the abdomen (''CT scan'' or ultrasound) is performed. They can also be detected by physical examination when the health care professional feels the abdomen and listens for a bruit, the sound made by turbulent blood flow.''Pain'' is the most common symptom when the aneurysm expands or ruptures. It often begins in the central abdomen and radiates to the back or flank. Other symptoms can occur depending upon where the aneurysm is located in the aorta and whether nearby structures are affected.''Abdominal aortic aneurysms can remain asymptomatic or produce minimal symptoms for years. However, a rapidly expanding abdominal aneurysm can cause sudden onset of severe, steady, and worsening middle abdominal and back or flank pain. Rupture of an abdominal aortic aneurysm can be catastrophic, even lethal, and is associated with abdominal distension, a pulsating abdominal mass, and ''shock'' due to massive blood loss.'  "
What are the causes of abdominal aortic aneurysms?,"'The most common cause of aortic aneurysms is ""''hardening of the arteries''"" called arteriosclerosis. A majority of aortic aneurysms are caused by arteriosclerosis. The arteriosclerosis can weaken the aortic wall and the increased pressure of the blood being pumped through the aorta causes ''weakness'' of the inner layer of the aortic wall.''The aortic wall has three layers, the tunica adventitia, tunica media, and tunica intima. The layers add strength to the aorta as well as elasticity to tolerate changes in ''blood pressure''. Chronically increased blood pressure causes the media layer to break down and leads to the continuous, slow dilation of the aorta.''Smoking'' is a major cause of aortic aneurysm. Studies have shown that the rate of aortic aneurysm has fallen at the same rate as population ''smoking'' rates.' Genetic/hereditary: Genetics may play a role in developing an aortic aneurysm. The risk of having an aneurysm increases if a first-degree relative also has one. The aneurysm may present at a younger age and is also at a higher risk of rupture. Genetic disease: Ehlers-Danlos syndrome and Marfan syndrome are two connective tissue diseases that are associated with the development of aortic aneurysm. Abnormalities of the connective tissue in the layers of the aortic wall can contribute to weakness in sections of the aorta. Post-trauma: Trauma can injure the aortic wall and cause immediate damage or it may cause an area of weakness that will form an aneurysm over time. Arteritis: Inflammation of blood vessels as occurs in Takayasu disease, giant cell arteritis, and relapsing polychondritis can contribute to aneurysm. Mycotic (fungal) infection: A mycotic or fungal infection may be associated with immunodeficiency, IV drug abuse, syphilis, and heart valve surgery."
What size are most abdominal aortic aneurysms?,"'Most aortic aneurysms are fusiform. They are shaped like a spindle (""fusus"" means spindle in Latin) with widening all around the circumference of the aorta. (Saccular aneurysms just involve a portion of the aortic wall with a localized out pocketing).' "
Who gets abdominal aortic aneurysms? Are they genetic?,"'Abdominal aortic aneurysms tend to occur in white males over the age of 60. In the United States, these aneurysms occur in up to 3.0% of the population. Aneurysms start to form at about age 50 and peak at age 80. Women are less likely to have aneurysms than men and African Americans are less likely to have aneurysms than Caucasians.''There is a genetic component that predisposes one to developing an aneurysm; the prevalence in someone who has a first-degree relative with the condition can be as high as 25%.''Collagen vascular diseases that can weaken the tissues of the aortic walls are also associated with aortic aneurysms. These diseases include Marfan syndrome and Ehlers-Danlos syndrome.' "
What are risk factors for abdominal aortic aneurysms?,"'The risk factors for aortic aneurysm are the same as those for ''atherosclerotic'' ''heart disease'', ''stroke'', and ''peripheral artery disease'' and include:' Cigarette smoking: This not only increases the risk of developing an abdominal aortic aneurysm, but also increases the risk of aneurysm rupture. Aortic rupture is a life-threatening event where blood escapes the aorta and the patient can quickly bleed to death. High blood pressure Elevated blood cholesterol levels Diabetes mellitus"
How do medical professionals diagnose abdominal aortic aneurysms?,"'Physical examination can be the initial way the diagnosis of abdominal aortic aneurysm is made. The health care professional may be able to feel a pulsatile mass in the center of the abdomen and make the clinical diagnosis. In ''obese'' patients with a large girth, physical exam is less helpful. In very thin patients, the aorta can often be seen to pulsate under the skin and this may be a normal finding. Listening with a stethoscope may also reveal a bruit or abnormal sound from turbulence of blood within the aneurysm.''In most cases, X-rays of the abdomen show calcium deposits in the aneurysm wall. But plain X-rays of the abdomen cannot determine the size and the extent of the aneurysm.''Ultrasonography'' usually gives a clear picture of the size of an aneurysm. Ultrasound has about 98% accuracy in measuring the size of the aneurysm and is safe and noninvasive.''CT scan of the abdomen is highly accurate in determining the size and extent of the aneurysm and its location in the aorta. To help plan repair, if needed, it is important to know whether the aneurysm is above or below where the renal arteries branch off to go to the kidneys and whether the aneurysm extends towards the chest or down into the iliac arteries into the legs. ''CT scans'' require dye to be injected to evaluate the blood vessels (including the aorta). People with ''kidney disease'' or dye ''allergies'' may not be candidates for CT. MRI/MRA (''magnetic resonance imaging'' and arteriography) may be an alternative.''An aortogram, an X-ray study where dye is directly injected into the aorta, was the test of choice, but CT and MRI have taken its place.' "
What is the treatment for abdominal aortic aneurysms?,"'Abdominal aortic aneurysms gradually expand over time. The larger the aneurysm, the greater the risk of rupture and death. Small aneurysms can be observed and followed with repeated ultrasounds or other imaging.''Guidelines for following an aneurysm are as follows:' A normal aorta measures up to 1.7 cm in a male and 1.5 cm in a female. Aneurysms that are found incidentally or by accident that are less than 3.0 cm do not need to be re-evaluated or followed. Aneurysms measuring 3.0 to 4.0 cm should be rechecked by ultrasound every year to monitor for potential enlargement and dilation. Aneurysms measuring 4.0 to 4.5 cm should be monitored every 6 months by ultrasound. Aneurysms measuring greater than 4.5 cm should be evaluated by a surgeon for potential repair."
What is abdominal aortic aneurysm surgery?,"'Each patient is different and the decision to repair an abdominal aortic aneurysm depends upon the size of the aneurysm, the age of the patient, underlying medical conditions, and life expectancy.''There are two approaches for repair:''The approach to treatment needs to be tailored to the individual patient and very much depends upon the location, size, and shape of the aneurysm.'   The first is the traditional surgical approach. A large incision is made in the abdomen, the aortic aneurysm is identified and cut out or resected. The missing piece of aorta is replaced with a synthetic graft. The second approach is placing an endovascular graft. A catheter or tube is threaded into the femoral artery in the groin and the graft is positioned so that it spans and sits inside the aneurysm and protects it from expanding (endovascular: endo = inside + vascular = blood vessel)."
What is the nonsurgical management of abdominal aortic aneurysm?,"'Once an aneurysm is detected, the goal is to try to prevent it from enlarging. Life-long control of risk factors is a must and includes the following:' Stopping cigarette smoking. Controlling high blood pressure: Beta blocker medications may be used to control both blood pressure and to decrease the pressure within the aneurysm. Controlling blood cholesterol. Keeping diabetes under control. Routine monitoring of the size of the aneurysm:A normal aorta measures up to 1.7 cm in a male and 1.5 cm in a female.Aneurysms that are found incidentally or by accident that are less than 3.0 cm do not need to be re-evaluated or followed.Aneurysms measuring 3.0 to 4.0 cm should be rechecked by ultrasound every year to monitor for potential enlargement and dilation.Aneurysms measuring 4.0 to 4.5 cm should be monitored every 6 months by ultrasound.Aneurysms measuring greater than 4.5 cm should be evaluated by a surgeon for potential repair. A normal aorta measures up to 1.7 cm in a male and 1.5 cm in a female. Aneurysms that are found incidentally or by accident that are less than 3.0 cm do not need to be re-evaluated or followed. Aneurysms measuring 3.0 to 4.0 cm should be rechecked by ultrasound every year to monitor for potential enlargement and dilation. Aneurysms measuring 4.0 to 4.5 cm should be monitored every 6 months by ultrasound. Aneurysms measuring greater than 4.5 cm should be evaluated by a surgeon for potential repair."
What are the complications with an abdominal aortic aneurysm?,"""An aortic aneurysm can leak causing an increase in the patient's ""'abdominal pain''. When pain is felt in the back or flank, the symptoms can be misdiagnosed as a ''kidney stone''. If the diagnosis is missed or if the patient does not present for care, the aneurysm can burst or rupture causing potential catastrophe and death.''Drugs'' in the fluoroquinolone class of antibiotics rarely may cause aortic aneurysms to rupture in some people, according to the FDA.''Since aneurysms are associated with ''atherosclerosis'' and plaque along the aortic wall and since aneurysms often contain a clot, debris can travel, or embolize, into smaller blood vessels and cause symptoms due to decreased blood flow.''Aneurysms can rarely become infected.' "
What should I know about medical abbreviations? What do they mean?,"""Have you ever wondered why you can't read the doctor's note or the letters and numbers on a prescription? Health care professionals often quickly scribble notes with important medical information that they would like a patient to reference in regard to the type of current, or recently diagnosed disease, syndrome, or other health condition(s). Have you ever see the doctor's notes in your medical record and found peculiar abbreviations and jargon? Do you wonder what the letters and numbers mean on your prescriptions or other items related to a disease, syndrome, or disorder?""'Doctors and other health care professionals commonly use a list of abbreviations, acronyms, and other medical terminology as a reference to rapidly search and accurately record information about, and give instructions to their patients. There is no standard or approved list used by health care professionals to search for medical acronyms or abbreviations. Therefore, it is important to understand the context in which the abbreviation or term has been used.'""Abbreviations, acronyms, and medical terminology are used for many conditions, and for instructions on medication prescribed by your doctor. This is a short list of common abbreviations you may have seen on a doctor's notepad; a prescription drug package or bottle; lab or other test results; or in your doctor's notes.""'Use this list as a resource for common abbreviations and acronyms used in the health care community, to quickly search and answer your questions about those letters and numbers of a drug your doctor has prescribed to you, or other notes from your doctor or other medical professionals.' ALL: Acute lymphoblastic leukemia. AMI: Acute myocardial infarction (heart attack) B-ALL: B-cell acute lymphoblastic leukemia FSH: Follicle stimulating hormone. A blood test for follicle stimulating hormone which is used to evaluate fertility in women. HAPE: High altitude pulmonary edema HPS: Hantavirus pulmonary syndrome. A type of contagious, infectious disease transmitted by rats infected with the virus. IBS: Irritable bowel syndrome (A medical disease that involves the gastrointestinal tract.) IDDM: Insulin-dependent diabetes mellitus. Type 1 diabetes. MDS: Myelo dysplastic syndrome NBCCS: Nevoid basal cell carcinoma syndrome PE: Pulmonary embolism. A type of blood clot in the lungs. SIDS: Sudden infant death syndrome TSH: Thyroid stimulating hormone. A blood test for TSH is used to diagnose thyroid disease."
