Questions,Answer
What is the treatment for paroxysmal supraventricular tachycardia (PSVT)?,"'There is a stepwise approach to treating the rapid heartbeat of PSVT. ''Vasovagal'"" maneuvers stimulate the vagus nerve and can slow the heart rate. Some options include holding one's breath and bearing down as if to have a bowel movement or splashing ""'cold'' water on the face. A care professional might cautiously ''massage'' the carotid artery in the neck, but in older patients, there is a risk of ''stroke'' and this procedure is usually reserved for younger patients.''Depending upon the heart rhythm, medications can be injected intravenously to reset the AV node or to decrease heart muscle excitability. Adenosine is a short-acting medication that is commonly used as a first-line drug to treat PSVT. Other treatment options for other atrial tachycardias include ''calcium channel blockers'', ''beta blockers'', ''digoxin'', and ''amiodarone''.''If the PSVT does not convert with intravenous medication or if the patient has ''low blood pressure'' or complains of ''chest pain'' or shortness of breath, ''cardioversion'' may be required. This means that an electrical ''shock'"" is given that resets the heart's electrical system to beat with a regular rate and rhythm.""  "
How can paroxysmal supraventricular tachycardia (PSVT) be prevented?,"'PSVT can result because of underlying medical conditions or because of foods and medications that are ingested. ''Caffeine'', ''alcohol'', and ''over-the-counter'"" (OTC) cold medications that contain pseudoephedrine can stimulate and irritate the heart's electrical conduction system and precipitate an episode of PSVT. Decreasing or avoiding use of these chemicals completely may prevent PSVT. ""'Electrolytes'' abnormalities can cause heart electrical irritability. Abnormal thyroid levels can also precipitate ''abnormal heart rhythms''.''Medications can be used to minimize the recurrence of PSVT, including calcium channel blockers, beta blockers, or other antiarrhythmic medications.'""If PSVT continues to recur, an electrophysiologic study (EPS) can be done by a cardiologist and the electrical system of the heart can be mapped. If abnormal tracts or short circuits are found, they can be ablated or destroyed with high frequency radio waves and hopefully, prevent future episodes of PSVT. This is often a highly effective modality for patients with recurrent episodes who don't wish to have to take long-term medication."" "
Facts you should know about Takayasu disease," Takayasu disease is a chronic inflammation of the large blood vessels that distributes blood from the heart. The cause of Takayasu disease is unknown. Symptoms of Takayasu disease include painful, cool, or blanched extremities, dizziness, headaches, chest pain, and abdominal pain. The diagnosis of Takayasu disease involves detecting abnormal narrowing of the characteristic blood vessels. The treatment of Takayasu disease involves suppressing the inflammation in the blood vessels. Surgical procedures can be required."
What is Takayasu disease?,"'Takayasu disease is a chronic inflammation of the large blood vessels that distribute blood from the heart, including the ''aorta'' and its main branches. Inflammation of blood vessels is also called ''vasculitis''. It is most common in women of Asian descent. It usually begins between 10 and 30 years of age.'""Takayasu disease has also been referred to as pulseless disease, aortic arch syndrome, Takayasu's disease, and Takayasu's arteritis."" "
What causes Takayasu disease?,'The cause of Takayasu disease is unknown. The immune system in patients with Takayasu disease seems to be misdirected to cause inflammation of arteries (arteritis). White blood cells called T lymphocytes are part of the inflammation.' 
What are symptoms of Takayasu disease?,"'The inflammation of the aorta and its branch arteries can lead to poor blood supply to tissues of the body in patients with Takayasu disease. This can cause painful, cool, or blanched extremities, ''dizziness'', ''headaches'', ''chest pain'', and ''abdominal pain''. Other symptoms can include ''fatigue'', ''weight loss'', and low-grade ''fever''.'  "
How do health care professionals diagnose Takayasu disease?,"'The doctor can find elevated ''blood pressure'' in over half of the patients with Takayasu disease. Abnormal sounds of blood movement through narrowed blood vessels can be heard sometimes with a stethoscope. Small notches in the ribs of the back of the chest have sometimes been detected on routine chest ''X-rays'' and are felt to be a result of abnormal pulsations of blood vessels in these areas.''The diagnosis is supported by the blood tests, such as a ''sedimentation rate'' (sed rate), that suggest inflammation in the body. In fact, elevated blood pressure with an elevated sedimentation rate is distinctly uncommon in children and very helpful in suggesting Takayasu disease as a possible cause. ''Anemia'' (''low red blood cell count'') is frequent.''Takayasu arteritis is ultimately diagnosed with an ''angiogram'' of the arteries (''arteriogram'') whereby a contrast material is injected into the blood vessels which makes them visible by X-ray. With the arteriogram, the doctor can visualize the abnormally narrowed and constricted arteries. The diagnosis of Takayasu disease can be aided by magnetic resonance ''angiography'' (MRA, the combination of an ''MRI'' scan with angiogram) and CT angiography. These are noninvasive methods of diagnosing and monitoring patients with Takayasu disease.' "
What are treatment options for Takayasu disease?,"'The treatment of Takayasu disease involves suppressing the inflammation with cortisone medication (''prednisone'', ''prednisolone''). While most patients can improve, some do not or relapse. In cortisone-resistant patients, stronger medications which suppress the immune system (immunosuppressive ''drugs''), thereby further decreasing active inflammation of the arteries, have been used. Examples include ''methotrexate'' (''Rheumatrex'', ''Trexall''), ''cyclosporine'', ''cyclophosphamide'' (''Cytoxan''), and ''azathioprine'' (Imuran). Strict control of elevated blood pressure (''hypertension'') is important.''Vascular surgery procedures and/or ''angioplasty'' with ''stents'' can be required to treat aneurysms and severe blood vessel narrowing.'  "
What is the long-term prognosis for patients with Takayasu disease?,"'The long-term prognosis is not predictable. Some researchers have found that the prognosis is worse when the retinas of the eyes are affected, if the aorta is damaged, or when aneurysms develop. There is also some research that indicates that earlier, aggressive treatment with cortisone and immune-suppression medications may decrease the chances for requiring future surgical procedures for the blood-vessel abnormalities.''The effects of Takayasu arteritis vary greatly from patient to patient. These effects frequently depend on the impaired blood supply to body tissues (such as the brain leading to ''strokes'' or spinal cord leading to ''paralysis'').' "
Is it possible to prevent Takayasu disease?,"'Because the cause of Takayasu disease is not known, there is no current means of ''prevention''.' "
Facts you should know about Takayasu disease," Takayasu disease is a chronic inflammation of the large blood vessels that distributes blood from the heart. The cause of Takayasu disease is unknown. Symptoms of Takayasu disease include painful, cool, or blanched extremities, dizziness, headaches, chest pain, and abdominal pain. The diagnosis of Takayasu disease involves detecting abnormal narrowing of the characteristic blood vessels. The treatment of Takayasu disease involves suppressing the inflammation in the blood vessels. Surgical procedures can be required."
What is Takayasu disease?,"'Takayasu disease is a chronic inflammation of the large blood vessels that distribute blood from the heart, including the ''aorta'' and its main branches. Inflammation of blood vessels is also called ''vasculitis''. It is most common in women of Asian descent. It usually begins between 10 and 30 years of age.'""Takayasu disease has also been referred to as pulseless disease, aortic arch syndrome, Takayasu's disease, and Takayasu's arteritis."" "
What causes Takayasu disease?,'The cause of Takayasu disease is unknown. The immune system in patients with Takayasu disease seems to be misdirected to cause inflammation of arteries (arteritis). White blood cells called T lymphocytes are part of the inflammation.' 
What are symptoms of Takayasu disease?,"'The inflammation of the aorta and its branch arteries can lead to poor blood supply to tissues of the body in patients with Takayasu disease. This can cause painful, cool, or blanched extremities, ''dizziness'', ''headaches'', ''chest pain'', and ''abdominal pain''. Other symptoms can include ''fatigue'', ''weight loss'', and low-grade ''fever''.'  "
How do health care professionals diagnose Takayasu disease?,"'The doctor can find elevated ''blood pressure'' in over half of the patients with Takayasu disease. Abnormal sounds of blood movement through narrowed blood vessels can be heard sometimes with a stethoscope. Small notches in the ribs of the back of the chest have sometimes been detected on routine chest ''X-rays'' and are felt to be a result of abnormal pulsations of blood vessels in these areas.''The diagnosis is supported by the blood tests, such as a ''sedimentation rate'' (sed rate), that suggest inflammation in the body. In fact, elevated blood pressure with an elevated sedimentation rate is distinctly uncommon in children and very helpful in suggesting Takayasu disease as a possible cause. ''Anemia'' (''low red blood cell count'') is frequent.''Takayasu arteritis is ultimately diagnosed with an ''angiogram'' of the arteries (''arteriogram'') whereby a contrast material is injected into the blood vessels which makes them visible by X-ray. With the arteriogram, the doctor can visualize the abnormally narrowed and constricted arteries. The diagnosis of Takayasu disease can be aided by magnetic resonance ''angiography'' (MRA, the combination of an ''MRI'' scan with angiogram) and CT angiography. These are noninvasive methods of diagnosing and monitoring patients with Takayasu disease.' "
What are treatment options for Takayasu disease?,"'The treatment of Takayasu disease involves suppressing the inflammation with cortisone medication (''prednisone'', ''prednisolone''). While most patients can improve, some do not or relapse. In cortisone-resistant patients, stronger medications which suppress the immune system (immunosuppressive ''drugs''), thereby further decreasing active inflammation of the arteries, have been used. Examples include ''methotrexate'' (''Rheumatrex'', ''Trexall''), ''cyclosporine'', ''cyclophosphamide'' (''Cytoxan''), and ''azathioprine'' (Imuran). Strict control of elevated blood pressure (''hypertension'') is important.''Vascular surgery procedures and/or ''angioplasty'' with ''stents'' can be required to treat aneurysms and severe blood vessel narrowing.'  "
What is the long-term prognosis for patients with Takayasu disease?,"'The long-term prognosis is not predictable. Some researchers have found that the prognosis is worse when the retinas of the eyes are affected, if the aorta is damaged, or when aneurysms develop. There is also some research that indicates that earlier, aggressive treatment with cortisone and immune-suppression medications may decrease the chances for requiring future surgical procedures for the blood-vessel abnormalities.''The effects of Takayasu arteritis vary greatly from patient to patient. These effects frequently depend on the impaired blood supply to body tissues (such as the brain leading to ''strokes'' or spinal cord leading to ''paralysis'').' "
Is it possible to prevent Takayasu disease?,"'Because the cause of Takayasu disease is not known, there is no current means of ''prevention''.' "
Questions to Ask Your Dentist About Your Medication,"'Review the medication information sheet that comes with each prescription.Write down any side effects you experience and call your dentist to discussthem. Update and review your history every time you see your dentist.' What is the name of the medication? Why do I need to take it? How often should I take it? What time of day should I take it? Should I take it on an empty stomach or with meals? Where should I store the medication? What should I do if I forget to take a dose? How long should I expect to take the medication? How will I know it is working? What common side effects should I expect? Are there any rare, but serious side effects to watch for? Will the medication interfere with driving, working or other activities? Does the medication interact with any foods, alcohol or other beverages, or other medications, vitamins, supplements, over-the-counter products, herbal products, or eye drops?"
Facts to Tell Your Dentist About Yourself," If you are taking any other medications, supplements, vitamins, herbal products, over-the-counter products, eye drops, or prescription skin lotions. If you are allergic to any medications. If you are pregnant or think you might be pregnant. If you have problems taking any medications. If you have any health-related problems or medical conditions, especially any serious conditions that affect your body's major organs -- the kidneys, lungs, heart or liver."
Safety Guidelines for Taking Medications in General,"'Reviewed by the doctors at The Cleveland Clinic Department of Dentistry.''Edited by Charlotte E. Grayson, MD, February 2003, WebMD.''  Portions of this page ©  ''The Cleveland Clinic''  2000-2003' Keep an updated list of all your medications and their dosages with you. Take your medications exactly as prescribed. Do not stop taking your medications unless you talk to your dentist first. Stopping your medication too early can cause the illness to return or make it more difficult to treat. Do not double the dose of your medication. If you miss a dose of your medication at the scheduled time, don't panic. Take it as soon as you remember. However, if it is almost time for your next dose, skip the missed dose and return to your regular medication schedule. Do not keep outdated medication or medication that is no longer needed. Throw old medicines away. Store medications in a dry area away from moisture (unless your dentist or pharmacist tells you the medicine needs to be refrigerated). Always keep medications out of the reach of children. Contact your dentist immediately if you experience any unusual side effects after taking your medication. Do not share your medications with others. If you store your medications in a container, label it with the medication name, dose, frequency and expiration date. Anticipate when your medications will be running out and have your prescriptions renewed as necessary. Use one pharmacy if possible. Keep your medications in your carry-on luggage when you travel. Do not pack your medications in a suitcase that is checked, in case the suitcase is lost. Take extra medication with you when you travel in case your flight is delayed and you need to stay away longer than planned."
What is tardive dyskinesia?,"'Dyskinesias are involuntary movements of the face (including lips, tongue, eyes), trunk, and extremities, which are identified in patients who have been treated with certain (''dopamine''-antagonist) medications.''Dyskinesias are difficult to control. Many different conditions can lead to dyskinetic movements, including ''rheumatic fever'', genetic disorders, or unusual disorders such as motor tics and paroxysmal nonkinesigenic dyskinesia. Dyskinetic movements can include eye blinking or closure, mouth opening or lip pursing, involuntary tongue movements, or more pronounced movements of the extremities or trunk. Sometimes, dyskinetic movements can include sustained abnormal postures; in these cases, the movements are called ''dystonia''.''Tardive dyskinesias are a subgroup of dyskinesias that occur after exposure to certain types of medication. The most common medications that can lead to tardive dyskinesia include antipsychotic medications and medications used to treat chronic ''nausea''. This class of medications is often used to treat psychiatric conditions such as ''schizophrenia'', severe ''depression'' or ''anxiety'', or ''bipolar disorder''. Often stereotyped, these drug-induced movement disorders include orofacial dyskinesias, or involuntary movements of the mouth, eyes, and tongue. The movements can range from intermittent and infrequent to almost constant.' "
How common is tardive dyskinesia?,"'The number of people who develop tardive dyskinesia is unknown, but estimates suggest that about 5%-6% of those who take neuroleptic or ''anti-nausea'' medications may develop symptoms; this number rises to about 25% of the elderly population. Sometimes tardive dyskinesia isn’t seen until the medication is stopped (this is called withdrawal dyskinesia); others find that their symptoms resolve after restarting the medication or adjusting the dose (this is known as “masked tardive dyskinesia”).' "
What causes tardive dyskinesia?,"'Although medications can trigger tardive dyskinesia, the underlying reason or cause of tardive dyskinesia remains unknown. Scientists speculate that medication-induced changes to a specific region in the brain (''dopamine''-2 or D-2 receptors) may lead to the movements, but this theory has not been proven yet.' "
What are the medications that cause tardive dyskinesia?,"'While antipsychotic medications -- including first- and second-generation antipsychotics -- ''metoclopramide'', and ''antiemetics'' have been implicated in the onset of tardive dyskinesia, the underlying cause remains unclear.' "
What are the risk factors for tardive dyskinesia?,"'Risk factors for tardive dyskinesia include age, gender (older females are more likely to develop tardive dyskinesia, whereas younger males seem more likely to develop tardive ''dystonia''), duration of exposure to antipsychotic medications, dose of antipsychotic medications, ''cigarette smoking''.' "
What are tardive dyskinesia symptoms and signs?,"'There are many different symptoms associated with tardive dyskinesia, including:''The facial movements may interfere with speaking or eating.''Other symptoms or signs include:''When the person is distracted, the movements are often worse; however, if the affected person becomes aware of the movements, he or she is often able to stop or decrease the activity.'  Twisting movements of the tongue or tongue protrusion Lip pursing or smacking Grimacing Cheek bulging or “puffing out” Chewing actions Eye closure Involuntary actions of the hands or feet, including persistent finger movements or toe extension Shoulder shrugging Neck movements (including pulling the head back or pushing it forward) Rocking activity Hip movements In rare cases, irregular breathing Involuntary facial movements, especially tongue protrusion. In some cases, the tongue movements are so pronounced that the person’s tongue begins to grow, exacerbating the problems with protrusion. Lip pursing and grunting also are frequently identified in cases of tardive dyskinesia. Sometimes a person with tardive dyskinesia will appear to be chewing on something."
What is the difference between dystonia and tardive dyskinesia?,"'When patients develop sustained twisting or abnormal postures related to medication use, a diagnosis of tardive ''dystonia'' may be made.' "
Akathisia vs. tardive dyskinesia,"'Akathisia is a sense of pronounced restlessness and an inability to sit still. People with akathisia will often pace, fidget, or march for hours on end. Unlike tardive dyskinesia, which occurs after several months or years of treatment, akathisia may arise after a single dose of a medication. Akathisia may be described as acute, occurring shortly after starting a medication, or tardive, occurring many months or years after starting the medication.' "
What specialists treat tardive dyskinesia?,"'Psychiatrists and neurologists, especially those who specialize in treating movement disorders, are most experienced in treating tardive dyskinesia.' "
How is tardive dyskinesia diagnosed?,"'Tardive dyskinesia is diagnosed after careful clinical examination and assessment of a patient’s history. Health care professionals consider and exclude other movement disorders, including drug-induced movement disorders, prior to making a diagnosis of tardive dyskinesia.'  "
Is there a test for tardive dyskinesia?,"'Tardive dyskinesia is a clinical diagnosis, meaning that there are no blood tests, ''X-rays'', or other objective assessments which can confirm this condition. Physicians often use the Abnormal Involuntary Movement Scale (AIMS) to quantify movements, which appear to be tardive dyskinesia. This scale is a numeric score that grades involuntary movements from 0-4 in 10 different areas, including muscles of facial expression, lips/perioral area, jaw, tongue, upper extremities, lower extremities, neck, shoulders, hips, severity of overall movements, and patient awareness of the movements. Many sources suggest that patients who are treated with antipsychotic medications be rated prior to initiating treatment and every 3 months thereafter.''Health care professionals consider conditions such as ''thyroid disorders'', parathyroid conditions, Sydenham chorea, ''syphilis'', Wilson disease, and Meige syndrome (idiopathic orofacial ''dystonia'') prior to making a diagnosis of tardive dyskinesia, as treatment is much different in those conditions.' "
What are tardive dyskinesia treatment options?,"'Treatment of tardive dyskinesia is often difficult; in some cases, symptoms may escalate if a medication is stopped abruptly. Although discontinuation of the drug thought to be the cause of tardive dyskinesia is suggested followed by a trial of an alternate antipsychotic agent, this is not always a feasible solution for patients, and sometimes stopping the current antipsychotic medication may exacerbate the symptoms.' "
Is medication for tardive dyskinesia available?," Dopamine-depleting medications -- including tetrabenazine, deutetrabenazine, valbenazine, and reserpine -- can all be beneficial to help alleviate symptoms of tardive dyskinesia. Although tetrabenazine has been used for many years to treat tardive dyskinesia, it has not received FDA approval for this application. Deutetrabenazine and valbenazine are FDA-approved medications to treat tardive dyskinesia. Benzodiazepines may be of benefit for some patients. Botulinum toxin injections can be helpful for certain symptoms such as blepharospasm or isolated dystonia."
Are there natural remedies for tardive dyskinesia?,"'Some patients have successfully used ''Ginkgo'' biloba for control of their tardive dyskinesia. Researchers evaluated ''vitamin E'', but found it to be ineffective.' "
Is tardive dyskinesia reversible?,'Tardive dyskinesia can be treated or even reversed in many patients. Early identification and treatment of this condition are often most successful in controlling the symptoms.' 
Can tardive dyskinesia be prevented?,'The most effective strategy in controlling tardive dyskinesia is ''prevention''; this includes short-term use of antipsychotic medications and regular assessment of whether patients need to remain on the medication. Experts recommend that use of ''metoclopramide'' be limited to less than 3 months.' 
What research for tardive dyskinesia is underway?,"'Studies looking at the potential benefit of ''pyridoxine'', as well as attempting to quantify the incidence of tardive dyskinesia are underway. Further information can be found at clinicaltrials.gov.' "
What are the things to remember while reaching your target heart rate zone?," Never skip warming up or cooling down during exercising. Skipping these can cause muscle injury and chronic pain. Choose exercises that suit you. You can do muscle strength training and aerobic activities. Aim for at least twice a week strength training of all major muscles (such as triceps, biceps, and quadriceps). You can use free weights or do activities such as planks, squats, or lunges. There are two kinds of aerobic activities. You can do any one of these or a combination of these.Moderate aerobic activity: Get at least 150 minutes a week of moderate aerobic activity such as brisk walking or swimming.Vigorous physical activity: Get at least 75 minutes a week of vigorous aerobic activity such as jogging or running. Moderate aerobic activity: Get at least 150 minutes a week of moderate aerobic activity such as brisk walking or swimming. Vigorous physical activity: Get at least 75 minutes a week of vigorous aerobic activity such as jogging or running. Start with aiming for a lower range of your target heart rate zone (50%) and gradually build up till you can reach 85%. Listen to your body. Stop if you feel uncomfortable even when you are exercising in your target heart rate zone. Devices that measure your heart rate can malfunction. Some exercises may not be advised for people with back problems; talk to your fitness guide/doctor before you start. If you feel chest pain or shortness of breath while doing exercises in your target heart rate zone, do not push yourself too hard. Talk to your doctor to check if you have any problems with your heart or to know how intensely you should exercise.  Ask an exercise/fitness expert if high-intensity interval training (HIIT) is good for you. This kind of training involves each exercise (vigorous) of 15-60 seconds with short intervals of rest of about 10-30 seconds. In between, your trainer may include moderate exercises as well. This works very well if you have diabetes or are looking for weight loss. Before you start a vigorous exercise program to reach your target heart rate zone, make sure you speak to your doctor if youHave diabetes.Have conditions (such as high cholesterol levels and a sedentary lifestyle) that can make you more likely to get heart disease.Are a man over age 45 years.Are a woman over age 55 years. Have diabetes. Have conditions (such as high cholesterol levels and a sedentary lifestyle) that can make you more likely to get heart disease. Are a man over age 45 years. Are a woman over age 55 years. If you are above 50 years, it is very important to keep yourself hydrated by drinking lots of water while doing exercises in your target zone."
How common are taste disorders?,"""Many of us take our sense of taste for granted, but a taste disorder can have a negative effect on your health and quality of life. If you are having a problem with your sense of taste, you are not alone. More than 200,000 people visit a doctor each year for problems with their ability to taste or smell. Scientists believe that up to 15 percent of adults might have a taste or smell problem, but many don't seek a doctor's help.""'The senses of taste and smell are very closely related. Most people who go to the doctor because they think they have lost their sense of taste are surprised to learn that they have a smell disorder instead.' "
