Questions,Answer
Gallbladder cancer is a disease in which malignant (cancer) cells form in the tissues of the gallbladder.,"'Gallbladder cancer is a rare disease in which malignant (cancer) cells are found in the tissues of the gallbladder. The gallbladder is a pear-shaped organ that lies just under the liver in the upper abdomen. The gallbladder stores bile, a fluid made by the liver to help digest fat. When food is being broken down in the stomach and ''intestines'', bile is released from the gallbladder through a tube called the common bile duct, which connects the gallbladder and liver to the first part of the small intestine. ''The wall of the gallbladder has 3 main layers of tissue. ''Between these layers is supporting connective tissue. Primary gallbladder cancer starts in the innermost layer and spreads through the outer layers as it grows. ' Mucosal (innermost) layer. Muscularis (middle, muscle) layer. Serosal (outer) layer."
Being female can increase the risk of developing gallbladder cancer.,'Anything that increases your chance of getting a disease is called a risk factor. Risk factors for gallbladder cancer include the following: ' Being female. Being Native American.
"Possible signs of gallbladder cancer include jaundice, pain, and fever.",'These and other symptoms may be caused by gallbladder cancer. Other conditions may cause the same symptoms. A doctor should be consulted if any of the following problems occur: '   Jaundice (yellowing of the skin and whites of the eyes). Pain above the stomach. Fever. Nausea and vomiting. Bloating. Lumps in the abdomen.
Gallbladder cancer is difficult to detect (find) and diagnose early.,"'Gallbladder cancer is difficult to detect and diagnose for the following reasons: ''Gallbladder cancer is sometimes found when the gallbladder is removed for other reasons. Patients with ''gallstones'' rarely develop gallbladder cancer. ''Procedures that create pictures of the gallbladder and the area around it help diagnose gallbladder cancer and show how far the cancer has spread. The process used to find out if cancer cells have spread within and around the gallbladder is called staging. ''In order to plan treatment, it is important to know if the gallbladder cancer can be removed by surgery. Tests and procedures to detect, diagnose, and stage gallbladder cancer are usually done at the same time. The following tests and procedures may be used: '   There aren't any noticeable signs or symptoms in the early stages of gallbladder cancer. The symptoms of gallbladder cancer, when present, are like the symptoms of many other illnesses. The gallbladder is hidden behind the liver. Physical exam and history: An exam of the body to check general signs of health, including checking for signs of disease, such as lumps or anything else that seems unusual. A history of the patient's health habits and past illnesses and treatments will also be taken. Ultrasound exam: A procedure in which high-energy sound waves (ultrasound) are bounced off internal tissues or organs and make echoes. The echoes form a picture of body tissues called a sonogram. An abdominal ultrasound is done to diagnose gallbladder cancer. Liver function tests: A procedure in which a blood sample is checked to measure the amounts of certain substances released into the blood by the liver. A higher than normal amount of a substance can be a sign of liver disease that may be caused by gallbladder cancer. Carcinoembryonic antigen (CEA) assay: A test that measures the level of CEA in the blood. CEA is released into the bloodstream from both cancer cells and normal cells. When found in higher than normal amounts, it can be a sign of gallbladder cancer or other conditions. CA 19-9 assay: A test that measures the level of CA 19-9 in the blood. CA 19-9 is released into the bloodstream from both cancer cells and normal cells. When found in higher than normal amounts, it can be a sign of gallbladder cancer or other conditions. CT scan (CAT scan): A procedure that makes a series of detailed pictures of areas inside the body, taken from different angles. The pictures are made by a computer linked to an X-ray machine. A dye may be injected into a vein or swallowed to help the organs or tissues show up more clearly. This procedure is also called computed tomography, computerized tomography, or computerized axial tomography. Blood chemistry studies: A procedure in which a blood sample is checked to measure the amounts of certain substances released into the blood by organs and tissues in the body. An unusual (higher or lower than normal) amount of a substance can be a sign of disease in the organ or tissue that produces it. Chest X-ray: An X-ray of the organs and bones inside the chest. An X-ray is a type of energy beam that can go through the body and onto film, making a picture of areas inside the body. MRI (magnetic resonance imaging): A procedure that uses a magnet, radio waves, and a computer to make a series of detailed pictures of areas inside the body. This procedure is also called nuclear magnetic resonance imaging (NMRI). A dye may be injected into the gallbladder area so the ducts (tubes) that carry bile from the liver to the gallbladder and from the gallbladder to the small intestine will show up better in the image. This procedure is called MRCP (magnetic resonance cholangiopancreatography). To create detailed pictures of blood vessels near the gallbladder, the dye is injected into a vein. This procedure is called MRA (magnetic resonance angiography). ERCP (endoscopic retrograde cholangiopancreatography): A procedure used to X-ray the ducts (tubes) that carry bile from the liver to the gallbladder and from the gallbladder to the small intestine. Sometimes gallbladder cancer causes these ducts to narrow and block or slow the flow of bile, causing jaundice. An endoscope (a thin, lighted tube) is passed through the mouth, esophagus, and stomach into the first part of the small intestine. A catheter (a smaller tube) is then inserted through the endoscope into the bile ducts. A dye is injected through the catheter into the ducts and an X-ray is taken. If the ducts are blocked by a tumor, a fine tube may be inserted into the duct to unblock it. This tube (or stent) may be left in place to keep the duct open. Tissue samples may also be taken. Biopsy: The removal of cells or tissues so they can be viewed under a microscope by a pathologist to check for signs of cancer. The biopsy may be done after surgery to remove the tumor. If the tumor clearly cannot be removed by surgery, the biopsy may be done using a fine needle to remove cells from the tumor. Laparoscopy: A surgical procedure to look at the organs inside the abdomen to check for signs of disease. Small incisions (cuts) are made in the wall of the abdomen and a laparoscope (a thin, lighted tube) is inserted into one of the incisions. Other instruments may be inserted through the same or other incisions to perform procedures such as removing organs or taking tissue samples for biopsy. The laparoscopy helps to determine if the cancer is within the gallbladder only or has spread to nearby tissues and if it can be removed by surgery. PTC (percutaneous transhepatic cholangiography): A procedure used to X-ray the liver and bile ducts. A thin needle is inserted through the skin below the ribs and into the liver. Dye is injected into the liver or bile ducts and an X-ray is taken. If a blockage is found, a thin, flexible tube called a stent is sometimes left in the liver to drain bile into the small intestine or a collection bag outside the body."
Certain factors affect the prognosis (chance of recovery) and treatment options.,"'The prognosis (chance of recovery) and treatment options depend on the following: ''Treatment may also depend on the age and general health of the patient and whether the cancer is causing symptoms. '""Gallbladder cancer can be cured only if it is found before it has spread, when it can be removed by surgery. If the cancer has spread, palliative treatment can improve the patient's quality of life by controlling the symptoms and complications of this disease. ""'Taking part in one of the ''clinical trials'' being done to improve treatment should be considered. Information about ongoing clinical trials is available from the NCI Web site. ' The stage of the cancer (whether the cancer has spread from the gallbladder to other places in the body). Whether the cancer can be completely removed by surgery. The type of gallbladder cancer (how the cancer cell looks under a microscope). Whether the cancer has just been diagnosed or has recurred (come back)."
Stages of Gallbladder Cancer,"'Tests and procedures to stage gallbladder cancer tell the doctor the extent of the cancer. The testing necessary to learn if the disease is localized or not is usually done at the same time as diagnosis. ''See the General Information section for a description of tests and procedures used to detect, diagnose, and stage gallbladder cancer. ''In stage 0, abnormal cells are found in the innermost (mucosal) layer of the gallbladder. These abnormal cells may become cancer and spread into nearby normal tissue. Stage 0 is also called ''carcinoma in situ''. ''In stage I, cancer has formed. Stage I is divided into stage IA and stage IB.''Stage II is divided into stage IIA and stage IIB. ''In stage III, cancer has spread to a main blood vessel in the liver or to nearby organs and may have spread to nearby lymph nodes. ''In stage IV, cancer has spread to nearby lymph nodes and/or to organs far away from the gallbladder. ''Cancer is found in the wall of the gallbladder and can be completely removed by surgery. ''Cancer has spread through the wall of the gallbladder to surrounding tissues or organs or throughout the abdominal ''cavity''. Except in patients whose cancer has spread only to lymph nodes, the cancer is unresectable (cannot be completely removed by surgery). ''Recurrent gallbladder cancer is cancer that has recurred (come back) after it has been treated. The cancer may come back in the gallbladder or in other parts of the body. ' Stage IA: Cancer has spread beyond the innermost (mucosal) layer to the connective tissue or to the muscle (muscularis) layer. Stage IB: Cancer has spread beyond the muscle layer to the connective tissue around the muscle. Stage IIA: Cancer has spread beyond the visceral peritoneum (a thin layer of tissue that covers the gallbladder) and/or to the liver and/or one nearby organ (such as the stomach, small intestine, colon, pancreas, or bile ducts outside the liver). Stage IIB: Cancer has spread: beyond the innermost layer to the connective tissue and to nearby lymph nodes; or to the muscle layer and nearby lymph nodes; or beyond the muscle layer to the connective tissue around the muscle and to nearby lymph nodes; or through the visceral peritoneum (tissue that covers the gallbladder) and/or to the liver and/or to one nearby organ (such as the stomach, small intestine, colon, pancreas, or bile ducts outside the liver), and to nearby lymph nodes."
Treatment Option Overview,"'There are different types of treatment for patients with gallbladder cancer.''Different types of treatments are available for patients with gallbladder cancer. Some treatments are standard (the currently used treatment), and some are being tested in clinical trials. Before starting treatment, patients may want to think about taking part in a clinical trial. A treatment clinical trial is a research study meant to help improve current treatments or obtain information on new treatments for patients with cancer. When clinical trials show that a new treatment is better than the standard treatment, the new treatment may become the standard treatment. ''Clinical trials are taking place in many parts of the country. Information about ongoing clinical trials is available from the NCI Web site. Choosing the most appropriate cancer treatment is a decision that ideally involves the patient, family, and health care team. ''Gallbladder cancer may be treated with a cholecystectomy, surgery to remove the gallbladder and some of the tissues around it. Nearby lymph nodes may be removed. A laparoscope is sometimes used to guide gallbladder surgery. The laparoscope is attached to a video camera and inserted through an incision (port) in the abdomen. Surgical instruments are inserted through other ports to perform the surgery. Because there is a risk that gallbladder cancer cells may spread to these ports, tissue surrounding the port sites may also be removed.''If the cancer has spread and cannot be removed, the following types of palliative surgery may relieve symptoms: ''Radiation therapy'' is a cancer treatment that uses high-energy ''X-rays'' or other types of radiation to kill cancer cells. There are two types of radiation therapy. External radiation therapy uses a machine outside the body to send radiation toward the cancer. Internal radiation therapy uses a radioactive substance sealed in needles, seeds, wires, or catheters that are placed directly into or near the cancer. The way the radiation therapy is given depends on the type and stage of the cancer being treated. ''Chemotherapy is a cancer treatment that uses ''drugs'' to stop the growth of cancer cells, either by killing the cells or by stopping the cells from dividing. When chemotherapy is taken by mouth or injected into a vein or muscle, the drugs enter the bloodstream and can reach cancer cells throughout the body (systemic chemotherapy). When chemotherapy is placed directly into the spinal column, an organ, or a body ''cavity'' such as the abdomen, the drugs mainly affect cancer cells in those areas (regional chemotherapy). The way the chemotherapy is given depends on the type and stage of the cancer being treated. ''Radiosensitizers are drugs that make tumor cells more sensitive to radiation therapy. Combining radiation therapy with radiosensitizers may kill more tumor cells. ''This summary section refers to specific treatments under study in clinical trials, but it may not mention every new treatment being studied. Information about ongoing clinical trials is available from the NCI Web site. ''Treatment of localized gallbladder cancer may include the following: ''This summary section refers to specific treatments under study in clinical trials, but it may not mention every new treatment being studied. Information about ongoing clinical trials is available from the NCI Web site. '""Check for clinical trials from NCI's PDQ Cancer Clinical Trials Registry that are now accepting patients with localized gallbladder cancer. ""'Treatment of unresectable gallbladder cancer may include the following: ''This summary section refers to specific treatments under study in clinical trials, but it may not mention every new treatment being studied. Information about ongoing clinical trials is available from the NCI Web site. '""Check for clinical trials from NCI's PDQ Cancer Clinical Trials Registry that are now accepting patients with unresectable gallbladder cancer. ""'Treatment of recurrent gallbladder cancer depends on where the cancer has recurred. It is usually done in a clinical trial. ''Information about ongoing clinical trials is available from the NCI Web site.'""Check for clinical trials from NCI's PDQ Cancer Clinical Trials Registry that are now accepting patients with recurrent gallbladder cancer. ""   Surgical biliary bypass: If the tumor is blocking the small intestine and bile is building up in the gallbladder, a biliary bypass may be done. During this operation, the gallbladder or bile duct will be cut and sewn to the small intestine to create a new pathway around the blocked area. Endoscopic stent placement: If the tumor is blocking the bile duct, surgery may be done to put in a stent (a thin, flexible tube) to drain bile that has built up in the area. The stent may be placed through a catheter that drains to the outside of the body or the stent may go around the blocked area and drain the bile into the small intestine. Percutaneous transhepatic biliary drainage: A procedure done to drain bile when there is a blockage and endoscopic stent placement is not possible. An X-ray of the liver and bile ducts is done to locate the blockage. Images made by ultrasound are used to guide placement of a stent, which is left in the liver to drain bile into the small intestine or a collection bag outside the body. This procedure may be done to relieve jaundice before surgery. Surgery to remove the gallbladder and some of the tissue around it. The liver and nearby lymph nodes may also be removed. Radiation therapy with or without chemotherapy may follow surgery. Radiation therapy with or without chemotherapy. A clinical trial of radiation therapy with radiosensitizers. Radiation therapy as palliative treatment, with or without surgery or the placement of stents, to relieve symptoms caused by blocked bile ducts. Surgery as palliative treatment to relieve symptoms caused by blocked bile ducts. Chemotherapy as palliative treatment to relieve symptoms caused by the cancer. A clinical trial of internal radiation therapy or radiosensitizers. A clinical trial of chemotherapy."
Get More Information From NCI,"""For more information, U.S. residents may call the National Cancer Institute's (NCI's) Cancer Information Service toll-free at 1-800-4-CANCER (1-800-422-6237) Monday through Friday from 9:00 a.m. to 4:30 p.m. Deaf and hard-of-""'hearing'' callers with TTY equipment may call 1-800-332-8615. The call is free and a trained Cancer Information Specialist is available to answer your questions. '""The NCI's LiveHelp® online chat service provides Internet users with the ability to chat online with an Information Specialist. The service is available from 9:00 a.m. to 11:00 p.m. Eastern time, Monday through Friday. Information Specialists can help Internet users find information on NCI Web sites and answer questions about cancer. ""'For more information from the NCI, please write to this address: ''NCI Public Inquiries Office''Suite 3036A''6116 Executive Boulevard, MSC8322'' Bethesda, MD 20892-8322''The NCI Web site provides online access to information on cancer, clinical trials, and other Web sites and organizations that offer support and resources for cancer patients and their families. For a quick search, use our ""Best Bets"" search box in the upper right hand corner of each Web page. The results that are most closely related to your search term will be listed as Best Bets at the top of the list of search results. ''There are also many other places to get materials and information about cancer treatment and services. Hospitals in your area may have information about local and regional agencies that have information on finances, getting to and from treatment, receiving care at home, and dealing with problems related to cancer treatment. ' "
What is gallbladder pain?,"'Gallbladder ''pain'' is (often misspelled ""gall bladder"") an all-inclusive term used to describe any ''pain'' due to disease related to the gallbladder. The major gallbladder problems that produce gallbladder ''pain'' are biliary ''colic'', cholecystitis, ''gallstones'', ''pancreatitis'', and ascending cholangitis. Symptoms vary and may be triggered by eating certain foods. The pain may be described as intermittent, constant, abdominal, radiating to the back, mild to severe depending on the underlying cause.''A brief review of the gallbladder anatomy and function may help readers better understand gallbladder pain. The gallbladder is connected to the ''liver'' via ducts that supply bile to the gallbladder for storage. These bile ducts then form the common hepatic duct that joins with the cystic duct from the gallbladder to form the common bile duct that empties into the GI tract (duodenum). In addition, the pancreatic duct usually merges with the common bile duct just before it enters the duodenum. Hormones trigger the gallbladder to release bile when fat and amino acids reach the duodenum after eating a meal (see illustration below), which facilitates the ''digestion'' of these foods. Statistics suggest that women may have up to twice the incidence of ''gallstones'' than men.' "
What are the causes of gallbladder pain?,"'As stated previously, the major gallbladder problems that produce gallbladder pain are biliary ''colic'', cholecystitis, ''gallstones'', ''pancreatitis'', and ascending cholangitis. There are two major causes of pain that either originate from the gallbladder or involve the gallbladder directly. They are due to 1) intermittent or complete blockage of any of the ducts by ''gallstones''; or 2) gallstone sludge and/or inflammation that may accompany irritation or infection of the surrounding tissues, when partial or complete obstruction of ducts causes pressure and ischemia (inadequate blood supply due to a blockage of blood vessels in the area) to develop in the adjacent tissues.''Gallstone formation usually happens in the gallbladder, but may form in any of the ducts. When the gallbladder is compressed (squeezed by musculature), bile usually goes out through the bile ducts into the GI tract; however, if gallstones or gallstone sludge is present, there can be partial or complete blockage of the ducts with pressure on the surrounding tissue, sometimes enough to cause local ischemia. Other processes such as ''trauma'' can cause gallbladder pain. Infection of the biliary ducts and the gallbladder, usually occurring after gallstone obstruction also can cause pain.'  "
What is biliary colic?,"'Biliary ''colic'' is a term used to describe the type of pain related to the gallbladder, when the gallbladder contracts and the cystic duct is partially or completely blocked by a gallstone. The symptoms are described below.' "
What are other signs and symptoms of gallbladder pain?,"'Gallbladder pain may vary or feel different depending on the cause. Many people with gallstones never experience pain. However, there are some variations in gallbladder pain that help the doctor to make a diagnosis.'   Biliary colic (intermittent duct blockage): Sudden and rapidly increasing pain (ache or pressure) in the right upper abdomen or epigastric area; some people will have pain radiating to the right shoulder (or back pain in the tip of the scapula) and/or also develop nausea and vomiting. The pain usually subsides in about 1 to 5 hours although a mild ache may persist for about a day. Cholecystitis (inflammation of the gallbladder tissue secondary to duct blockage): severe steady pain in the upper-right abdomen that may radiate to the right shoulder or back, abdominal tenderness when touched or pressed, sweating, nausea, vomiting, fever, chills, and bloating; discomfort lasts longer than with biliary colic. Acalculous cholecystitis (no gallstones) has similar symptoms to cholecystitis but occurs as a complication of other problems like trauma or burns; patients have severe symptoms and appear very ill. Pancreatitis: Gallstones from the gallbladder can block the pancreatic duct and cause pancreatitis (inflammation of the pancreas) with upper abdominal pain that may radiate to the back, tender abdomen, more pain after eating, with nausea and vomiting. Ascending cholangitis (or simply cholangitis or infection of the biliary system) causes symptoms and signs that include fever, abdominal pain, jaundice and even hypotension (low blood pressure), and confusion; it is a medical emergency."
How is the cause of gallbladder pain diagnosed?,"""The history and physical exam helps to establish a presumptive diagnosis. Murphy's sign (pain or temporary respiratory arrest on deep right subcostal palpation) has been estimated to be over 95% specific for acute cholecystitis. A few laboratory blood tests such as ""'liver function'' tests, lipase, amylase, ''complete blood count'' (''CBC''), and an abdominal X-ray are done to determine the exact problem is causing the pain.\xa0''Ultrasound'' can detect gallstones, and ''CT scan'' may delineate organ structural changes. A ''HIDA scan'' (uses radioactive material) can measure gallbladder emptying while an ''ERCP'' test uses an endoscope to place dye in the ducts of the pancreas, gallbladder, and ''liver''. ''Magnetic resonance imaging'' (''MRI'') is sometimes used to detail the organ structures (liver, gallbladder, and pancreas); other tests also may be considered. The results of these tests help pinpoint the problem and establish the diagnosis.' "
What is the treatment of gallbladder pain?,"'If you have no gallbladder pain (even if you have gallstones but never had pain), you need no treatment. Some patients who have had one or two gallstone attacks may elect to avoid treatment. Pain during an acute gallstone attack is often treated with morphine. Medical treatments include''The definitive treatment is gallbladder removal surgery (and/or the obstructing gallstones). Currently, the surgical method of choice is laparoscopic surgery, where the gallbladder is removed by instruments using only small incisions in the abdomen. However, some patients may require more extensive surgery. Usually, people do well once the gallbladder is removed unless there is an underlying cause that mimics gallbladder pain (for example, biliary ''dyskinesia'', a motility disorder of sphincter of Oddi).''Women who are ''pregnant'' are treated like women who are not ''pregnant'', although pregnant women more commonly have ''cholesterol'' gallstone development than non-pregnant women. Although supportive care is tried in women who are pregnant, acute cholecystitis is the second most common surgical emergency in ''pregnancy'' (''appendicitis'' is the first).'   oral bile salt therapy (<50% effective), ursodiol (Actigall, for example) dissolution, and lithotripsy (shock waves)."
Home remedies for relief of gallbladder pain," Home remedies include peppermint, alfalfa, apple cider vinegar, and others; you should check with your doctor before using these remedies. Following a low-fat diet may reduce the frequency of biliary colic but has not been shown to dissolve gallstones. Coffee and regular exercise may reduce the incidence of gallstone disease and its associated gallbladder pain. Some health-care professional recommend decreasing dairy and grains in the diet after gallbladder removal; again, individuals should discuss such changes with their doctor."
What are the complications of gallbladder pain?,"'The complications of gallbladder pain include''Other complications of gallbladder disease include'   discomfort with eating, poor food intake, weight loss, electrolyte abnormalities, consumption of pain medications, and disruption of daily activities. bile duct blockage, serious infections (empyema and gangrene of the gallbladder), pancreatitis, peritonitis, and infrequently, gallbladder cancer."
What is cholescintigraphy (HIDA scan)?,"'Cholescintigraphy is a test done by nuclear medicine physicians to diagnose obstruction of the bile ducts (for example, by a gallstone or a ''tumor''), disease of the gallbladder, and bile leaks. It sometimes is referred to as a HIDA scan or a gallbladder scan.' "
How is cholescintigraphy (HIDA scan) done?,"'For cholescintigraphy, a radioactive chemical is injected intravenously into the patient. The test chemical is removed from the blood by the ''liver'' and secreted into the bile which is produced by the liver. The test chemical then disperses everywhere that the bile goes-into the bile ducts, the gallbladder, and the intestine. A camera that senses radioactivity (like a Geiger counter) is then placed over the patient\'s abdomen and a ""picture"" of the liver, bile ducts, gallbladder and surrounding areas is obtained which corresponds to where the radioactive chemical has traveled within the bile-filled liver, bile ducts, and gallbladder. Cholescintigraphy takes approximately two hours.' "
How are the results of cholescintigraphy (HIDA scan) used?,"'There are various patterns of radioactivity that can be seen following the injection of the radioactive chemical, and each has a different meaning. If the test chemical is not detected in the liver, a diseased liver is probably indicated. If the chemical is absorbed by the liver but not secreted into the bile ducts, there probably is a complete obstruction of the bile ducts exiting the liver. When the test chemical fails to appear in the gallbladder, but is detected in the intestine, there probably is an obstruction of the cystic duct leading to and from the gallbladder. (Obstruction is most commonly caused by ''gallstones'' and, less commonly, by tumors. Parasites, and ''blood clots'' also may obstruct infrequently.) Finally, if the chemical appears outside the liver, bile ducts, gallbladder, or intestine, there probably is a bile leak from the bile ducts or gallbladder.''Cholescintigraphy is most commonly used to diagnose problems with the gallbladder when other more commonly-performed tests, particularly ''ultrasonography'', are normal or non-diagnostic. Cholescintigraphy can be modified with the addition of an intravenous injection of cholecystokinin, the hormone that is normally released by the body after a meal. This hormone causes the gallbladder to contract and squeeze out its bile into the intestine. Reduced contraction of the gallbladder following cholecystokinin (i.e., reduced emptying of the radioactivity from the gallbladder) may mean that there is disease of the gallbladder itself, particularly inflammation or scarring of the wall.' "
What are the limitations of cholescintigraphy (HIDA scan)?,"'Nonvisualization (the failure of the gallbladder to appear on a cholescintigraphy scan) of the gallbladder occurs because of disease of the gallbladder, particularly ''gallstones'"". However, nonvisualization does not necessarily mean that the obstruction is the cause of the patient's problem. For example, patients with ""'gallstones'"" often have a nonvisualizing gallbladder due to obstruction of the cystic duct, but the obstruction causes no symptoms. Thus, cholescintigraphy is helpful only if the patient's problem is likely-based on the history and physical examination-to be due to disease of the gallbladder or bile ducts.""""With the use of cholecystokinin, poor contraction of the gallbladder can be seen in some normal individuals. Therefore, reduced contraction does not always mean that the gallbladder is diseased. Again, cholescintigraphy with cholecystokinin is helpful only if the patient's problem is likely-based on the history and physical examination-to be due to disease of the gallbladder or bile ducts.""""Another limitation of cholescintigraphy is that this test does not work when the patient's serum ""'bilirubin'' is greater than 4 mg/dl.' "
What are the side effects of cholescintigraphy (HIDA scan)?,"'There are few side effects to cholescintigraphy. Reactions to the radioactive chemical and cholecystokinin are rare.  The amount of radioactivity that patients are exposed to is small.  The radioactive compound is eliminated in the ''stool'', and the radioactivity deteriorates rapidly within hours.'  "
What alternatives are there to cholescintigraphy (HIDA scan)?,"'Other common means of evaluating the gallbladder and bile ducts include ultrasonography and ''computerized tomography'' (CT or CAT scan). Cholangiography, either percutaneous (through the skin) or endoscopic (''ERCP'') (inserted down the throat), is a radiological procedure in which dye is injected into the gallbladder and bile ducts and then ''X-rays'' are taken. Newer procedures include endoscopic ultrasonography and ''magnetic resonance imaging'' (''MRI'') cholangiography. Oral cholecystography in which X-rays are taken of the gallbladder following ingestion of a dye that is concentrated in the gallbladder, is currently rarely done.' "
