Questions,Answer
Is there a test to diagnose H. pylori infection?,"'Accurate and simple tests for the detection of ''H. pylori'' infection are available (''H. pylori'' infection tests). They include blood antibody tests, urea breath tests, ''stool'' antigen tests, and endoscopic biopsies.''Blood tests'' for the presence of antibodies to ''H. pylori'' can be performed easily and rapidly. However, blood antibodies can persist for years after complete eradication of ''H. pylori'' with antibiotics. Therefore, blood antibody tests (immunoglobulin G or IgG and/or IgA) may be good for diagnosing infection, but they are not good for determining if antibiotics have successfully eradicated the bacterium.''The urea breath test ''(UBT) is a safe, easy, and accurate test for the presence of ''H. pylori'' in the stomach. The breath test relies on the ability of ''H. pylori'' to break down the naturally occurring chemical, urea, into carbon dioxide, which is absorbed from the stomach and eliminated from the body in the breath. Ten to 20 minutes after swallowing a capsule containing urea labeled with either a minute amount of radioactive carbon or heavy but not radioactive carbon, a breath sample is collected and analyzed for labeled carbon dioxide. The presence of labeled carbon dioxide in the breath (a positive test) means that there is active infection. The test becomes negative (there is no radioactive carbon dioxide in the breath) shortly after eradication of the bacterium from the stomach with antibiotics. Individuals who are concerned about even minute amounts of radioactivity can be tested with urea labeled with heavy, nonradioactive carbon.''Endoscopy'' is an accurate test for diagnosing ''H. pylori'' as well as the inflammation and ulcers that it causes. For endoscopy, the doctor inserts a flexible viewing tube (endoscope) through the mouth, down the ''esophagus'', and into the stomach and duodenum. During endoscopy, small tissue samples (biopsies) from the stomach lining can be removed. A biopsy specimen is placed on a special slide containing urea (for example, CLO test slides). If the urea is broken down by ''H. pylori'' in the biopsy, there is a change in color around the biopsy on the slide. This means that there is an infection with ''H. pylori'' in the stomach. Endoscopy also allows determination of the severity of gastritis with biopsies as well as the presence of ulcers, MALT lymphoma, and ''cancer''.''Biopsies'' also may be cultured in the bacteriology laboratory for the presence of ''H. pylori''; however, this is done infrequently since other simpler tests are available.''Stool sample: A recently-developed test for ''H. pylori'' is a test in which the presence of the bacterium can be diagnosed from a sample of stool. The test uses an antibody to ''H. pylori'' to determine if ''H. pylori'' antigen is present in the stool. If it is, it means that ''H. pylori'' is infecting the stomach. Like the urea breath test, in addition to diagnosing infection with ''H. pylori'', the stool test can be used to determine if eradication has been effective soon after treatment.''In 2012, the FDA gave approval for the urea breath test to be done in children aged 3 years to 17 years old.'  "
What treatment medications cure H. pylori infections?,"'Chronic infection with ''H. pylori'' weakens the natural defenses of the lining of the stomach to the ulcerating action of acid. Medications that neutralize stomach acid (antacids), and medications that decrease the secretion of acid in the stomach (H2-blockers and ''proton pump inhibitors'' or ''PPIs'') have been used effectively for many years to treat ulcers.''Treating ''H. pylori'' with acid-reducing antacids, H2-blockers, and PPIs, however, does not eradicate ''H. pylori'' from the stomach, and ulcers frequently return promptly after these medications are discontinued. Hence, antacids, H2-blockers, or PPIs have to be taken daily for many years to prevent the return of the ulcers and the complications of ulcers such as bleeding, perforation, and obstruction of the stomach. Even such long-term treatments can fail.''Eradication of ''H. pylori'', however, usually prevents the return of ulcers and ulcer complications even after appropriate medications such as PPIs are stopped. Eradication of ''H. pylori'' also is important in the treatment of the rare condition known as MALT lymphoma of the stomach.''Treatment of ''H. pylori'' to prevent ''stomach cancer'' is controversial and discussed in this article.' ranitidine (Zantac), famotidine (Pepcid), cimetidine (Tagamet), and nizatidine (Axid). omeprazole (Prilosec), lansoprazole (Prevacid), rabeprazole (Aciphex), pantoprazole (Protonix), and esomeprazole (Nexium)."
Is H. pylori infection easy to cure?,"'H. pylori'' is difficult to eradicate (cure) from the stomach because it is capable of developing resistance to commonly used antibiotics (antibiotic-resistant ''H. pylori''). Therefore, two or more antibiotics usually are given together with a PPI and/or bismuth containing compounds to eradicate the bacterium. (Bismuth and PPIs have anti-''H. pylori'' effects.) Examples of combinations of medications that are effective are:''These combinations of medications can be expected to cure 70% to 90% of infections. However, studies have shown that resistance of ''H. pylori'' (failure of antibiotics to eradicate the bacterium) to clarithromycin is common among patients who have prior exposure to clarithromycin or other chemically similar macrolide antibiotics (such as ''erythromycin'').''Similarly, ''H. pylori'' resistance to metronidazole is common among patients who have had prior exposure to metronidazole. In these patients, doctors have to find other combinations of antibiotics to treat the ''H. pylori''. Antibiotic resistance is another reason why antibiotics should be used carefully and judiciously for the right reasons, and indiscriminate use of antibiotics for improper reasons should be discouraged.''First-line regimens for'' Helicobacter pylori'' eradication or cure are taken from the guidelines developed by the American College of Gastroenterology as follows:''*PPI = proton pump inhibitor; pcn = ''penicillin''; p.o. = orally; q.d. = daily; b.i.d. = twice daily; t.i.d. = three times daily; q.i.d. = four times daily.''A recent investigation reported that triple therapy of either ''levofloxacin'' (''Levaquin'') or ''rifabutin'' in combination with amoxicillin and esomeprazole yielded cure rates of 90% and 88.6%. The treatments lasted 10 to 12 days respectively (10 days of levofloxacin 20=50 mg b.i.d. or rifabutin 150 mg q.d. for 12 days. Amoxicillin dose was 1 gm, esomeprazole was 40 mg, both b.i.d.).''Some doctors may want to confirm eradication of ''H. pylori'' after treatment with a urea breath test or a stool antigen test, particularly if there have been serious complications of the infection such as perforation or bleeding in the stomach or duodenum. Endoscopic biopsies to determine eradication of the bacterium are not necessary, and blood tests are not good for determining eradication since it takes many months or years for the antibodies to ''H. pylori'' to decrease. The best tests for determining eradication are the breath and stool tests discussed previously. Patients who fail to eradicate ''H. pylori'' with treatment are retreated, often with a different combination of medications. Also, a meta-analysis study of patients started on low-dose aspirin showed less than 20% were tested for H. pylori; this is concerning because low-dose aspirin roughly doubles the risk factors for getting an upper GI bleed in individuals with H. pylori infection.'   a PPI, amoxicillin (Amoxil), and clarithromycin (Biaxin) a PPI, metronidazole (Flagyl), tetracycline, and bismuth subsalicylate (Pepto-Bismol, Bismuth) Standard dose of a *PPI (proton pump inhibitor) *b.i.d. (esomeprazole is *q.d.),clarithromycin 500 mg b.i.d., amoxicillin 1,000 mg b.i.d. for 10-14 days Standard dose PPI b.i.d., clarithromycin 500 mg b.i.d. metronidazole 500 mg b.i.d. for 10-14 days Bismuth subsalicylate 525 mg p.o. q.i.d. metronidazole 250 mg * p.o. *q.i.d., tetracycline 500 mg p.o. q.i.d., ranitidine 150 mg p.o. b.i.d. or standard dose PPI q.d. to b.i.d. for 10-14 days PPI + amoxicillin 1 g b.i.d., for 5 days, followed by PPI, clarithromycin 500 mg, tinidazole 500 mg b.i.d. for 5 days (used mainly in other countries)"
What natural treatments cure H. pylori infection?,"'There are many claims about natural treatment and cures for ''H. pylori'' infection. None of these have been scientifically proven to cure ''H. pylori'' infection, and include''Discuss all natural herbs and ''supplements'' with your doctor before taking them.''Nutritionists and health care professionals suggest avoiding spicy foods, coffee, carbonated ''drinks'', and pickled foods as these may increase the symptoms associated with the infection.' mastic gum, broccoli, matuka tea, manuka honey, coconut oil, and many others."
Does everyone have H. pylori bacteria in their stomach?,"'There is a general consensus among doctors that individuals should be treated if they are infected with ''H. pylori'"" and have ulcers. The goal of treatment is to eradicate the bacterium, heal ulcers if they are present, and prevent the ulcers' return. Patients with MALT lymphoma of the stomach also should be treated. MALT lymphoma is rare, but the ""'tumor'' often quickly regresses upon successful eradication of ''H. pylori''.''There currently is no formal recommendation to treat patients infected with ''H. pylori'' without ulcers or MALT lymphoma. Since antibiotic combinations can have side effects, and stomach cancers are infrequent in the United States, some health care professionals feel that the risks of treatment to eradicate ''H. pylori'' in patients without symptoms or ulcers may not justify the unproven benefits of treatment for the purpose of preventing ''stomach cancer''. On the other hand, ''H. pylori'' infection is known to cause atrophic gastritis (chronic inflammation of the stomach leading to atrophy of the inner lining of the stomach). Some doctors believe that atrophic gastritis can lead to cell changes (intestinal metaplasia) that can be precursors to stomach ''cancer''. Studies have also shown that eradication of ''H. pylori'' may reverse atrophic gastritis. Thus, some doctors are recommending treatment of ulcer- and symptom-free patients infected with ''H. pylori''.''Many physicians believe that ''dyspepsia'' (non-ulcer symptoms associated with meals) may be associated with infection with ''H. pylori''. Although it is not clear if ''H. pylori'' causes the dyspepsia, many doctors will test patients with dyspepsia for infection with ''H. pylori'' and treat them if infection is present.''Scientists studying the genetics of ''H. pylori'' have found different ''strains'' (types) of the bacterium. Some strains of ''H. pylori'' appear to be more prone to cause ulcers and stomach cancer. Meta-analysis of ''H. pylori'' eradication treatment seems to reduce ''gastric cancer'' risk. Further research in this area may help doctors to intelligently select those patients who need treatment. Vaccination against ''H. pylori'' is unlikely to be available in the near future.' "
Can you prevent H. pylori infections?,"'With at least 50% of the world population having detectable ''H. pylori'' in their stomachs, it seems likely that with no vaccine available, it will be very difficult or impossible for people to have no exposure to these bacteria. The chance of the organisms causing symptomatic infection is low, but certainly not absent. Currently, suggestions have been made to prevent ulcers, but the effectiveness of these recommendations are unknown. The following is a list of recommendations to help prevent ulcers:''Currently, there is no commercially available vaccine to prevent either the infection or colonization of the stomach by ''H pylori''. However, research is ongoing, and the NIH is funding vaccine studies in conjunction with vaccine makers (For example, Helicovax to prevent ''H. pylori'' colonization of human GI tracts by EpiVax, Inc.). Moreover, some nutritionists suggest that a ''diet'' high in fruits and vegetables, and low in ''sugar'' may help reduce or stop ''H. pylori'' infection. In many individuals, the immune response to infection is ineffective and leads to life-long infection.' Reduce or stop the intake of alcohol. Stop smoking. For pain control, use acetaminophen (Tylenol and others) instead of aspirin and nonsteroidal anti-inflammatory drugs (NSAIDs). Avoid caffeine in coffee and many ""power"" drinks. Check for GI symptoms and treat immediately during or after radiation therapy. Identify and reduce or avoid stress. Wash hands with uncontaminated water to avoid contracting the bacterium. If infected with H. pylori, antimicrobial treatment may prevent ulcer formation and extension of disease."
What is the prognosis for H. pylori infections? What if it is not  treated?,"'Many infections are mild and produce few, if any, symptoms. The prognosis of these infections is excellent. Patients with more serious symptoms who are treated appropriately usually have a good prognosis although up to 20% may have reoccurrence of the infection. Those with ulcers who have effective eradication of their infection heal their ulcers well (with usually minor scarring in the tissue).''Untreated and severe infections have a more guarded prognosis because extensive damage can occur with bleeding, scarring, anemia, and ''hypotension'' (''low blood pressure'') occurring. Some patients with these symptoms will die if not treated quickly. About 1% of people with the infection go on to develop gastric cancer. Researchers have suggested that it may be possible to use special inhibitors that will block the bacteria from adhering to the lining of the stomach gastric tissue.' "
What are H. pylori symptoms?,"'Helicobacter pylori''\xa0or\xa0''H. pylori''\xa0infection occurs when H. pylori bacteria infects the lining of the stomach. H. pylori are responsible for 80% of gastric ulcers and 90% of duodenal ulcers. H. pylori infection can continue throughout life without any symptoms. If H. pylori infection persists, it can cause:' Longstanding redness and swelling in the inner lining of the stomach Tissue damage Peptic ulcers Gastric cancer Burning sensation in the abdomen Nausea Loss of appetite Bloating Unintentional weight loss Bloating Frequent burping"
Natural treatments,"'Natural remedies have been effective in inhibiting the growth of H. pylori; however, they cannot completely eradicate the presence of H. pylori. Before trying out natural remedies, it is better to consult your doctor for their appropriateness. Natural remedies shouldn’t replace medical therapy and should be tried as alternative therapy only. ''Some of the natural remedies to treat H. pylori infection include:''Most of the strains of H. pylori were destroyed using 20% strength of the honey. Honey isn’t a substitute for the standard therapy and shouldn’t be taken alone. Raw honey and Manuka honey may have the most antibacterial properties.''Also, some studies have shown that white vinegar and ''cranberry'' juice may be useful in reducing H. pylori infection. But these aren’t a substitute for the standard treatment regimen.''The standard treatment of H. pylori infection includes a combination of antibiotics and acid-reducing medications. Acid-reducing medications include:' Green tea: It has proven to be effective in inhibiting the growth of H. pylori. Catechins present in the green tea are antioxidants that have antibacterial properties. Green tea consumed regularly prevents the inflammation of the stomach. Green tea, when consumed during infection, helps in reducing the severity of gastritis as well as the bacterial load. Garlic: Garlic, Allium sativum, has therapeutic properties that may help treat H. pylori infection. These effects are attributable to specific oil- and water-soluble organosulfur compounds such as thiosulfinates. H. pylori-related disease has an inverse relationship between garlic consumption and the incidence of gastric cancer. Red wine: Resveratrol present in red wine has been linked with some antibacterial activity. It leads to inhibition of the growth of H. pylori. Consuming red wine has been associated with limiting the damage of the stomach’s lining. Overall, red wine has exhibited a protective effect against H. pylori infection. Olive oil: Virgin olive oil or unrefined olive oil has a considerable amount of phenolic compounds. Phenolic compounds can remain stable for hours in the gastric juices. These compounds also show strong antibacterial properties against eight strains of H. pylori bacteria, three of which are resistant to some antibiotics. Probiotics: Probiotics are live microorganisms when administered in a sufficient amount, that can produce an array of health benefits in the consumer. It maintains a balance between good bacteria and harmful bacteria. Probiotics may help in the complete eradication of H. pylori bacteria. Besides, they may also improve the H. pylori gastritis as well as a reduction in bacterial load. As antibiotics destroy the good bacteria, the consumption of probiotics may replenish this loss. Long-term consumption of probiotics may be useful in reducing the complications of H. pylori infection. Honey: Honey has been associated with antibacterial activity against H. pylori and few other bacteria. The antibacterial properties of honey can be attributed to:The osmotic effect due to its sugar contentHydrogen peroxide contentAcidityOther substances derived from the flower The osmotic effect due to its sugar content Hydrogen peroxide content Acidity Other substances derived from the flower Broccoli sprouts: Broccoli sprouts are rich in a compound known as isothiocyanate sulforaphane (SF). SF has strong antibacterial effects on H. pylori bacteria and also reduces gastric inflammation. Studies have shown that broccoli sprouts reduce the H. pylori load; however, it doesn’t completely eradicate them. It also reduces cardiovascular risk factors. Licorice root: Licorice roots have been effective in killing H. pylori bacteria. They also prevent adhesion of H. pylori to the stomach cell walls.  Phototherapy: H. pylori contain a substance that makes it susceptible to inactivation by light. Phototherapy has shown a significant reduction in bacterial count in the stomach. Its use is safe in the stomach. Proton pump inhibitors Histamine blockers Bismuth subsalicylate"
Summary,"'Hailey-Hailey disease is a genetic skin disease that causes blistering. Signs and symptoms include a painful ''rash'' and blistering in skin folds, such as the armpits, groin, neck, under the breasts, and between the buttocks. Secondary ''bacterial infections'' are not uncommon. Symptoms are often worse in summer months due to heat, ''sweating'', and friction. Hailey-Hailey disease is caused by mutations in the ATP2C1 gene and is inherited in an autosomal dominant manner. Treatment focuses on reducing symptoms and preventing flares, and may include topical medication, laser, and other procedures.'  "
Symptoms,"'This table lists symptoms that people with this disease may have. For most diseases, symptoms will vary from person to person. People with the same disease may not have all the symptoms listed. This information comes from a database called the Human Phenotype Ontology (HPO). The HPO collects information on symptoms that have been described in medical resources. The HPO is updated regularly.' "
Inheritance,"'Hailey-Hailey disease is inherited in an autosomal dominant manner. This means that having only one mutated copy of the disease-causing gene in each cell is enough to cause features of the disease. Some people with Hailey-Hailey disease inherit the disease from a parent with the disease. Other cases are due to a new mutation in the gene and occur in people with no family history of the disease. When a person with an autosomal dominant condition has children, each child has a 50% (1 in 2) risk to inherit the mutated copy of the gene.' "
Diagnosis,"'The diagnosis of Hailey-Hailey disease usually is made based on symptoms and family history. As it can be mistaken for other blistering ''skin conditions'', a ''skin biopsy'' might be needed. Genetic testing is available to confirm the diagnosis, but is not required. ATP2C1 is the only gene known to be associated with Hailey-Hailey disease. Genetic testing for at-risk relatives and ''prenatal'' testing are also possible if the disease-causing mutation in the family is known.' "
Treatment,"'There is no specific treatment for Hailey-Hailey disease and management generally focuses on the specific symptoms and severity in each person.''People with Hailey-Hailey disease are encouraged to avoid ""triggers"" such as ''sunburn'', sweating, and friction, and to keep the affected areas dry. ''Sunscreen'', loose clothing, moisturizing creams, and avoiding excessive heat may help prevent outbreaks. Trying to prevent bacterial, viral, and ''fungal infections'' in the affected areas is also important, and ''drugs'' used to treat or prevent these infections are commonly used.''Topical medications (such as mild ''corticosteroid'' creams and topical antibiotics) may improve symptoms in milder forms. Cool compresses and dressings may also help. More severe cases may require systemic antibiotics (especially ''erythromycin'' and ''tetracycline'') and/or stronger corticosteroid creams. Topical ''tacrolimus ointment'' can be used to control the disease, even without the use of ''topical corticosteroids''.''When the disease does not improve with these treatments and it is widespread, additional treatment options may include:''Botulinum toxin, CO''2'' ablation laser, and dermabrasion are the most studied and have shown to be effective treatments. Some reports show that low-dose botulinum toxin type A injections should be given first in hard-to-treat cases because it is well-tolerated, effective, and has few or mild negative side effects.''Find a Specialist If you need medical advice, you can look for doctors or other healthcare professionals who have experience with this disease. You may find these specialists through advocacy organizations, ''clinical trials'', or articles published in medical journals. You may also want to contact a university or tertiary medical center in your area, because these centers tend to see more complex cases and have the latest technology and treatments.'""If you can't find a specialist in your local area, try contacting national or international specialists. They may be able to refer you to someone they know through conferences or research efforts. Some specialists may be willing to consult with you or your local doctors over the phone or by email if you can't travel to them for care.""'To find a medical professional who specializes in genetics, you can ask your doctor for a referral or you can search for one yourself.'  Corticosteroid injections Laser ablation therapy (such as CO2 ablation laser) Radiofrequency (RF) surgery Photodynamic therapy (PDT) Electron beam radiotherapy Botulinum toxin type A (BTX-A) Dermabrasion Topical cadexomer iodine powder Oral dapsone Oral methothrexate Oral retinoids (isotretinoin or acitretin) Injections of afamelanotide Oral glycopyrrolate Injections of alefacept"
Research,'Research helps us better understand diseases and can lead to advances in diagnosis and treatment. This section provides resources to help you learn about medical research and ways to get involved.''ClinicalTrials.gov'' lists trials that are related to Hailey-Hailey disease. Click on the link to go to ClinicalTrials.gov to read descriptions of these studies.' 
Organizations,"""Support and advocacy groups can help you connect with other patients and families, and they can provide valuable services. Many develop patient-centered information and are the driving force behind research for better treatments and possible cures. They can direct you to research, resources, and services. Many organizations also have experts who serve as medical advisors or provide lists of doctors/clinics. Visit the group's website or contact them to learn about the services they offer. Inclusion on this list is not an endorsement by GARD.""'Foundation for Ichthyosis and Related Skin Types (FIRST)''2616 North Broad Street''Colmar, PA 18915''Toll-free: 800-545-3286''Telephone: 215-997-9400''E-mail: ''[email\xa0protected]''Website: ''http://www.firstskinfoundation.org/''Hailey-Hailey Disease Society''515 Park St''Harrison, MI 48625''E-mail: http://haileyhailey.com/contact-us''Website: ''http://haileyhailey.com''Visit the following Facebook groups or pages related to Hailey-Hailey disease:''Hailey Hailey Disease New Approaches''Hailey-Hailey Disease Worldwide Support Network' "
What are causes and risk factors for hair loss?,"'Because there are many types of hair loss, finding the cause can be challenging. This review will cover the most common causes of hair loss occurring on normal unscarred scalp skin. The medical term for hair loss is alopecia.''Most hair loss is not associated with systemic or internal disease, nor is poor ''diet'' a frequent factor. Hair may simply thin as a result of predetermined genetic factors and the overall ''aging'' process. Many men and women may notice mild physiologic thinning of hair starting in their 30s and 40s. Life vicissitudes, including illness, emotional ''trauma'', protein deprivation (during strict ''dieting''), and hormonal changes like those in ''pregnancy'', ''puberty'', and ''menopause'' may cause hair loss.''Several health conditions, including thyroid disease, ''iron deficiency anemia'', and secondary ''syphilis'', can cause hair loss. While ''thyroid blood tests'' and other lab tests, including a complete blood count (CBC), on people who have ordinary hair loss are usually normal, it is important to exclude treatable causes of hair loss.' "
What types of doctors treat hair loss?,"'A family physician, internist, or gynecologist can perform a basic health screening. Dermatologists are doctors who specialize in problems of skin, hair, and nails and may provide more advanced diagnosis and treatment of hair thinning and loss. Sometimes a scalp biopsy may be necessary.''Although many medications list ""hair loss"" among their potential side effects, most ''drugs'' are not likely to induce hair loss. On the other hand, ''cancer'' treatment (for example, chemotherapy or ''radiation therapy'') and immunosuppressive medications commonly produce hair loss. Complete hair loss after chemotherapy usually regrows after six to 12 months.' "
How do physicians classify hair loss?,"'There are numerous ways to categorize hair loss. One must first examine the scalp to determine if the hair loss is due to the physical destruction and loss of hair follicles (scarring or cicatricial alopecia). If the scalp appears perfectly normal with plenty of empty hair follicles, this is called non-scarring hair loss. On the other hand, cicatricial alopecia permanently destroys the follicles. Non-scarring hair loss also happens in situations where there is physical or chemical damage to the hair shaft, resulting in breakage. Occasionally, it may be necessary to do a biopsy of the scalp to distinguish these conditions. Sometimes, a physician may pull a hair to examine the appearance of the hair shaft as well as the percentage of growing hairs (anagen phase). This article will concentrate on the non-scarring types of hair loss.''Some conditions produce small areas of hair loss, while others affect large areas of the scalp. Common causes of patchy hair loss are''Some common causes of diffuse hair loss are'   alopecia areata (small circular or coin size bald patches on the scalp that usually grow back within months), traction alopecia (thinning from tight braids or ponytails), trichotillomania (the habit of twisting or pulling hair out), tinea capitis (fungal infection), and secondary syphilis. pattern alopecia, drug-induced alopecia, protein malnutrition, and systemic disease-induced alopecia (cancer, endocrine disease, and telogen effluvium)."
What is alopecia areata?,"""A common skin condition, alopecia areata usually starts as a single quarter-sized circle of perfectly smooth bald skin. These patches usually regrow in three to six months without treatment. Sometimes, white hair temporarily regrows and then becomes dark. The most extensive form is alopecia totalis, in which the entire scalp goes bald. It's important to emphasize that patients who have localized hair loss generally don't go on to lose hair all over the scalp. Alopecia areata can affect hair on other parts of the body, too (for example, the beard or eyebrows).""'Alopecia areata is an autoimmune condition in which the body attacks its own hair follicles. Most patients, however, do not have systemic problems and need no medical tests. While people frequently blame alopecia areata on ""''stress'',"" in fact, it may be the other way around; that is, having alopecia may cause ''stress''.''Treatments for alopecia areata include injecting small amounts of steroids like triamcinolone into affected patches to stimulate hair growth. Although localized injections may not be practical for large areas, often this is a very effective treatment in helping the hairs return sooner. Other treatments, such as oral steroids, other immunosuppressives, or ultraviolet light therapy, are available for more widespread or severe cases but may be impractical for most patients because of potential side effects or risks. In most mild cases, patients can easily cover up or comb over the affected areas. In more severe and chronic cases, some patients wear hairpieces; nowadays, some men shave their whole scalp now that this look has become fashionable. Recently, investigators have noted some beneficial results in small groups of patients with extensive alopecia areata or alopecia totalis with a JAK1/2 inhibitor, baricitinib (Olumiant). Long-term studies are under way.' "
What is traction alopecia?,"""This is a small or localized hair loss area caused by repetitive or persistent pulling or traction on hair roots. Tight braids and ponytails can pull hard enough on hairs to make them fall out. If this happens, it's best to choose hairstyles that put less tension on hair. Doing this sooner helps to avoid permanent damage."" "
What is trichotillomania?,"""This refers to the habitual pulling or twisting of one's own hair. The scalp and eyelashes are often affected. Unlike alopecia areata patches, which are perfectly smooth, hair patches in trichotillomania show broken-off hairs. Treatment is often entirely behavioral. One has to notice the behavior and then consciously stop. Severe or resistant cases may require stress counseling with a therapist or psychologist or medical treatment with a psychiatrist. Several ""'antidepressant'' or anti-''anxiety'' medications can help with this condition.' "
What is tinea capitis?,"'Tinea'' is the medical word for fungal infection, and ''capitis'' means head. ''Tinea capitis'' is fungal infection of the scalp that for the most part affects school-age children. Tinea capitis is more common in black African or African-American scalps. This condition is rare in healthy adults. Bald spots usually show broken-off hairs accompanied by a ''dermatitis''. Oral antifungals can penetrate the hair roots and cure the infection, after which hair grows back. Sharing hats or combs and brushes may transmit tinea capitis.' "
What is generalized (diffuse) hair loss?,"'This is an overall hair thinning without specific bald spots or patterns. While this type of hair loss may not be noticeable to others, often the individual will feel their hair is not as thick or full as it previously was. Common conditions in this category are' telogen effluvium (rapid shedding after childbirth, fever, or sudden weight loss); androgenetic or androgenic hair loss (""male-pattern baldness,"" ""female-pattern baldness"")."
